,Unnamed: 0,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
16,16,1.0,2020-11-01 16:10:14,2020-11-01 16:18:04,1.0,1.1,1.0,N,162,142,1.0,7.0,2.5,0.5,2.55,0.0,0.3,12.85,2.5
17,17,2.0,2020-11-01 17:43:44,2020-11-01 17:49:07,1.0,0.97,1.0,N,239,239,1.0,6.0,0.0,0.5,2.33,0.0,0.3,11.63,2.5
18,18,1.0,2020-11-01 17:46:49,2020-11-01 18:00:09,1.0,3.4,1.0,Y,68,236,1.0,12.5,2.5,0.5,4.7,0.0,0.3,20.5,2.5
19,19,2.0,2020-11-01 19:06:27,2020-11-01 19:13:24,1.0,1.62,1.0,N,113,186,1.0,7.0,0.0,0.5,2.06,0.0,0.3,12.36,2.5
20,20,2.0,2020-11-01 20:20:57,2020-11-01 20:47:42,1.0,19.27,1.0,N,132,65,1.0,51.5,0.0,0.5,15.69,0.0,0.3,67.99,0.0
21,21,2.0,2020-11-01 20:28:28,2020-11-01 20:31:10,1.0,0.53,1.0,N,263,236,1.0,4.0,0.5,0.5,1.5,0.0,0.3,9.3,2.5
22,22,2.0,2020-11-02 00:13:30,2020-11-02 00:26:36,1.0,5.99,1.0,N,246,116,1.0,18.5,0.5,0.5,4.46,0.0,0.3,26.76,2.5
23,23,2.0,2020-11-02 01:20:29,2020-11-02 01:35:34,1.0,8.11,1.0,N,45,260,2.0,24.0,0.5,0.5,0.0,0.0,0.3,27.8,2.5
24,24,1.0,2020-11-02 05:47:03,2020-11-02 05:52:58,0.0,1.7,1.0,N,186,163,2.0,7.0,2.5,0.5,0.0,0.0,0.3,10.3,2.5
25,25,2.0,2020-11-02 06:33:52,2020-11-02 06:39:18,1.0,1.24,1.0,N,237,161,1.0,6.0,0.0,0.5,1.86,0.0,0.3,11.16,2.5
26,26,2.0,2020-11-02 08:45:01,2020-11-02 08:49:59,2.0,0.79,1.0,N,237,163,1.0,5.5,0.0,0.5,2.2,0.0,0.3,11.0,2.5
27,27,2.0,2020-11-02 09:23:54,2020-11-02 09:31:41,1.0,1.32,1.0,N,48,170,2.0,7.0,0.0,0.5,0.0,0.0,0.3,10.3,2.5
28,28,2.0,2020-11-02 09:33:18,2020-11-02 09:39:53,1.0,1.15,1.0,N,107,170,2.0,6.5,0.0,0.5,0.0,0.0,0.3,9.8,2.5
29,29,1.0,2020-11-02 10:22:24,2020-11-02 10:34:56,1.0,1.9,1.0,N,237,143,1.0,10.0,2.5,0.5,3.3,0.0,0.3,16.6,2.5
30,30,1.0,2020-11-02 10:08:26,2020-11-02 10:28:23,1.0,4.2,1.0,N,170,7,1.0,16.5,2.5,0.5,3.95,0.0,0.3,23.75,2.5
31,31,2.0,2020-11-02 10:44:29,2020-11-02 11:05:46,1.0,2.38,1.0,N,234,50,1.0,14.5,0.0,0.5,2.88,0.0,0.3,20.68,2.5
32,32,2.0,2020-11-02 10:55:06,2020-11-02 11:13:49,1.0,1.92,1.0,N,142,140,1.0,13.0,0.0,0.5,3.26,0.0,0.3,19.56,2.5
33,33,2.0,2020-11-02 10:26:57,2020-11-02 10:38:33,1.0,1.85,1.0,N,107,144,1.0,9.5,0.0,0.5,2.56,0.0,0.3,15.36,2.5
34,34,1.0,2020-11-02 10:10:38,2020-11-02 10:19:54,1.0,1.0,1.0,N,237,263,2.0,7.5,2.5,0.5,0.0,0.0,0.3,10.8,2.5
35,35,2.0,2020-11-02 11:29:12,2020-11-02 11:41:17,1.0,1.93,1.0,N,237,164,1.0,10.0,0.0,0.5,3.33,0.0,0.3,16.63,2.5
36,36,2.0,2020-11-02 12:53:03,2020-11-02 13:05:10,1.0,1.46,1.0,N,236,162,1.0,9.5,0.0,0.5,2.3,0.0,0.3,15.1,2.5
37,37,2.0,2020-11-02 12:07:02,2020-11-02 12:22:10,1.0,2.09,1.0,N,163,238,1.0,11.5,0.0,0.5,3.7,0.0,0.3,18.5,2.5
38,38,1.0,2020-11-02 13:31:41,2020-11-02 13:39:03,1.0,0.7,1.0,N,230,161,1.0,6.5,2.5,0.5,1.0,0.0,0.3,10.8,2.5
39,39,1.0,2020-11-02 13:30:00,2020-11-02 13:50:46,2.0,2.4,1.0,N,239,140,1.0,14.5,2.5,0.5,3.55,0.0,0.3,21.35,2.5
40,40,2.0,2020-11-02 13:06:49,2020-11-02 13:15:00,1.0,2.08,1.0,N,162,234,1.0,8.5,0.0,0.5,2.36,0.0,0.3,14.16,2.5
41,41,1.0,2020-11-02 13:12:22,2020-11-02 13:14:30,1.0,0.5,1.0,N,164,161,1.0,4.0,2.5,0.5,1.45,0.0,0.3,8.75,2.5
42,42,2.0,2020-11-02 13:28:20,2020-11-02 13:37:21,1.0,2.25,1.0,N,24,142,1.0,9.0,0.0,0.5,2.46,0.0,0.3,14.76,2.5
43,43,2.0,2020-11-02 13:13:43,2020-11-02 13:26:48,1.0,1.81,1.0,N,237,262,1.0,9.5,0.0,0.5,2.56,0.0,0.3,15.36,2.5
44,44,1.0,2020-11-02 13:09:53,2020-11-02 13:18:53,2.0,1.6,1.0,N,143,43,1.0,8.0,2.5,0.5,3.35,0.0,0.3,14.65,2.5
45,45,2.0,2020-11-02 14:43:16,2020-11-02 15:18:53,2.0,4.99,1.0,N,170,217,2.0,25.5,0.0,0.5,0.0,0.0,0.3,28.8,2.5
46,46,1.0,2020-11-02 14:11:02,2020-11-02 14:49:28,1.0,8.1,1.0,N,113,89,1.0,29.5,2.5,0.5,6.55,0.0,0.3,39.35,2.5
47,47,2.0,2020-11-02 14:59:46,2020-11-02 15:07:23,1.0,0.68,1.0,N,24,41,2.0,6.5,0.0,0.5,0.0,0.0,0.3,7.3,0.0
48,48,2.0,2020-11-02 14:25:35,2020-11-02 14:29:38,1.0,0.42,1.0,N,237,43,1.0,4.5,0.0,0.5,1.56,0.0,0.3,9.36,2.5
49,49,2.0,2020-11-02 15:03:23,2020-11-02 15:22:16,1.0,2.33,1.0,N,164,237,1.0,13.5,0.0,0.5,3.36,0.0,0.3,20.16,2.5
50,50,2.0,2020-11-02 15:38:13,2020-11-02 16:18:32,1.0,17.35,2.0,N,132,163,2.0,52.0,0.0,0.5,0.0,6.12,0.3,61.42,2.5
51,51,2.0,2020-11-02 15:38:24,2020-11-02 15:46:52,1.0,1.35,1.0,N,237,236,1.0,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5
52,52,2.0,2020-11-02 14:58:35,2020-11-02 15:18:18,2.0,2.29,1.0,N,162,43,1.0,13.5,0.0,0.5,1.2,0.0,0.3,18.0,2.5
53,53,1.0,2020-11-02 15:01:24,2020-11-02 15:12:08,2.0,2.0,1.0,Y,114,170,1.0,9.5,2.5,0.5,2.55,0.0,0.3,15.35,2.5
54,54,2.0,2020-11-02 15:21:14,2020-11-02 15:38:57,2.0,2.25,1.0,N,100,162,1.0,12.5,0.0,0.5,3.95,0.0,0.3,19.75,2.5
55,55,1.0,2020-11-02 16:53:18,2020-11-02 17:00:08,1.0,0.8,1.0,N,234,164,2.0,6.0,3.5,0.5,0.0,0.0,0.3,10.3,2.5
56,56,2.0,2020-11-02 16:05:44,2020-11-02 16:16:41,5.0,1.6,1.0,N,161,246,2.0,9.0,1.0,0.5,0.0,0.0,0.3,13.3,2.5
57,57,2.0,2020-11-02 16:42:03,2020-11-02 16:53:23,1.0,1.4,1.0,N,236,141,1.0,9.0,1.0,0.5,3.32,0.0,0.3,16.62,2.5
58,58,2.0,2020-11-02 16:07:33,2020-11-02 16:25:14,2.0,2.84,1.0,N,140,75,1.0,13.5,0.0,0.5,3.36,0.0,0.3,20.16,2.5
59,59,1.0,2020-11-02 16:23:02,2020-11-02 16:38:56,1.0,1.9,1.0,N,161,143,1.0,11.5,3.5,0.5,3.95,0.0,0.3,19.75,2.5
60,60,1.0,2020-11-02 17:01:23,2020-11-02 17:03:52,2.0,0.4,1.0,N,239,142,1.0,4.0,3.5,0.5,1.66,0.0,0.3,9.96,2.5
61,61,2.0,2020-11-02 17:46:50,2020-11-02 18:36:21,2.0,23.25,1.0,N,132,241,2.0,65.0,1.0,0.5,0.0,6.12,0.3,72.92,0.0
62,62,1.0,2020-11-02 17:18:15,2020-11-02 17:24:08,1.0,0.7,1.0,N,236,262,2.0,5.5,3.5,0.5,0.0,0.0,0.3,9.8,2.5
63,63,1.0,2020-11-02 17:50:48,2020-11-02 18:04:49,1.0,1.8,1.0,N,224,162,1.0,10.5,3.5,0.5,2.95,0.0,0.3,17.75,2.5
64,64,2.0,2020-11-02 17:27:01,2020-11-02 17:40:09,1.0,4.64,1.0,N,13,114,1.0,16.0,1.0,0.5,2.0,0.0,0.3,22.3,2.5
65,65,1.0,2020-11-02 18:56:59,2020-11-02 19:11:22,1.0,2.8,1.0,N,161,262,2.0,12.0,3.5,0.5,0.0,0.0,0.3,16.3,2.5
66,66,1.0,2020-11-02 18:26:22,2020-11-02 18:37:35,1.0,1.9,1.0,N,68,137,1.0,9.5,3.5,0.5,2.75,0.0,0.3,16.55,2.5
67,67,1.0,2020-11-02 18:22:58,2020-11-02 18:26:53,1.0,0.9,1.0,N,79,224,2.0,5.0,3.5,0.5,0.0,0.0,0.3,9.3,2.5
68,68,2.0,2020-11-02 18:22:57,2020-11-02 18:49:20,1.0,4.69,1.0,N,43,249,1.0,20.0,1.0,0.5,0.11,0.0,0.3,24.41,2.5
69,69,1.0,2020-11-02 18:46:10,2020-11-02 18:56:15,1.0,1.8,1.0,N,246,107,1.0,8.5,3.5,0.5,0.64,0.0,0.3,13.44,2.5
70,70,2.0,2020-11-02 18:50:10,2020-11-02 18:59:59,1.0,2.71,1.0,N,229,236,1.0,10.0,1.0,0.5,2.86,0.0,0.3,17.16,2.5
71,71,2.0,2020-11-02 19:03:40,2020-11-02 19:11:20,1.0,1.97,1.0,N,237,263,1.0,8.0,1.0,0.5,2.46,0.0,0.3,14.76,2.5
72,72,2.0,2020-11-02 20:44:11,2020-11-02 20:55:57,1.0,3.19,1.0,N,230,238,1.0,11.5,0.5,0.5,1.2,0.0,0.3,16.5,2.5
73,73,1.0,2020-11-02 20:14:05,2020-11-02 20:29:51,2.0,2.9,1.0,N,158,161,2.0,13.0,3.0,0.5,0.0,0.0,0.3,16.8,2.5
74,74,1.0,2020-11-02 21:52:07,2020-11-02 22:07:43,1.0,3.6,1.0,N,186,263,1.0,13.5,3.0,0.5,3.45,0.0,0.3,20.75,2.5
75,75,2.0,2020-11-02 22:24:02,2020-11-02 22:34:53,1.0,5.11,1.0,N,138,226,1.0,16.0,0.5,0.5,3.46,0.0,0.3,20.76,0.0
76,76,1.0,2020-11-02 22:15:52,2020-11-02 22:16:53,1.0,0.3,1.0,N,234,113,1.0,3.0,3.0,0.5,1.7,0.0,0.3,8.5,2.5
77,77,2.0,2020-11-03 06:36:33,2020-11-03 06:53:12,1.0,4.22,1.0,N,13,100,2.0,16.0,0.0,0.5,0.0,0.0,0.3,19.3,2.5
78,78,2.0,2020-11-03 06:57:48,2020-11-03 07:05:40,1.0,1.93,1.0,N,170,140,1.0,8.0,0.0,0.5,2.0,0.0,0.3,13.3,2.5
79,79,2.0,2020-11-03 08:41:32,2020-11-03 09:23:42,1.0,18.27,2.0,N,132,234,2.0,52.0,0.0,0.5,0.0,6.12,0.3,61.42,2.5
80,80,2.0,2020-11-03 09:22:51,2020-11-03 09:29:29,1.0,1.26,1.0,N,238,143,1.0,6.5,0.0,0.5,1.96,0.0,0.3,11.76,2.5
81,81,2.0,2020-11-03 09:02:45,2020-11-03 09:08:18,1.0,0.86,1.0,N,113,249,1.0,5.5,0.0,0.5,2.64,0.0,0.3,11.44,2.5
82,82,1.0,2020-11-03 09:21:58,2020-11-03 09:33:20,1.0,2.0,1.0,N,236,161,1.0,10.0,2.5,0.5,2.65,0.0,0.3,15.95,2.5
83,83,1.0,2020-11-03 10:10:40,2020-11-03 10:19:53,1.0,1.2,1.0,N,140,75,2.0,8.0,2.5,0.5,0.0,0.0,0.3,11.3,2.5
84,84,2.0,2020-11-03 10:20:15,2020-11-03 10:41:53,1.0,5.28,1.0,N,100,34,1.0,19.0,0.0,0.5,4.46,0.0,0.3,26.76,2.5
85,85,2.0,2020-11-03 10:28:37,2020-11-03 10:38:18,1.0,1.05,1.0,N,163,161,1.0,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5
86,86,2.0,2020-11-03 10:52:22,2020-11-03 11:09:32,1.0,2.8,1.0,N,170,263,1.0,13.0,0.0,0.5,3.26,0.0,0.3,19.56,2.5
87,87,1.0,2020-11-03 10:23:40,2020-11-03 10:36:18,0.0,3.7,1.0,N,237,137,1.0,13.5,2.5,0.5,4.2,0.0,0.3,21.0,2.5
88,88,2.0,2020-11-03 11:23:34,2020-11-03 11:41:23,1.0,2.88,1.0,N,161,211,1.0,13.5,0.0,0.5,4.2,0.0,0.3,21.0,2.5
89,89,2.0,2020-11-03 11:43:26,2020-11-03 11:48:36,1.0,0.75,1.0,N,68,90,1.0,5.5,0.0,0.5,2.2,0.0,0.3,11.0,2.5
90,90,2.0,2020-11-03 11:26:51,2020-11-03 11:41:33,1.0,2.49,1.0,N,41,238,1.0,12.0,0.0,0.5,3.0,0.0,0.3,18.3,2.5
91,91,1.0,2020-11-03 12:00:06,2020-11-03 12:05:48,1.0,1.0,1.0,N,142,161,1.0,6.0,2.5,0.5,2.3,0.0,0.3,11.6,2.5
92,92,2.0,2020-11-03 11:43:32,2020-11-04 11:12:10,1.0,8.04,1.0,N,68,42,2.0,27.5,0.0,0.5,0.0,0.0,0.3,28.3,0.0
93,93,2.0,2020-11-03 12:19:56,2020-11-03 12:52:13,1.0,20.06,1.0,N,231,51,2.0,53.5,0.0,0.5,0.0,6.12,0.3,62.92,2.5
94,94,2.0,2020-11-03 12:46:24,2020-11-03 12:52:14,2.0,1.14,1.0,N,113,68,1.0,6.5,0.0,0.5,3.0,0.0,0.3,12.8,2.5
95,95,1.0,2020-11-03 12:24:50,2020-11-03 12:30:15,1.0,0.8,1.0,N,236,262,1.0,5.5,2.5,0.5,1.25,0.0,0.3,10.05,2.5
96,96,1.0,2020-11-03 13:20:09,2020-11-03 13:27:03,1.0,1.5,1.0,N,113,170,1.0,7.0,2.5,0.5,1.0,0.0,0.3,11.3,2.5
97,97,1.0,2020-11-03 13:49:23,2020-11-03 13:58:18,1.0,1.8,1.0,N,162,236,1.0,8.5,2.5,0.5,2.35,0.0,0.3,14.15,2.5
98,98,2.0,2020-11-03 14:01:04,2020-11-03 14:12:26,1.0,1.1,1.0,N,263,140,1.0,8.0,0.0,0.5,0.05,0.0,0.3,11.35,2.5
99,99,1.0,2020-11-03 14:40:38,2020-11-03 15:02:20,1.0,4.0,1.0,N,79,142,1.0,16.5,2.5,0.5,3.95,0.0,0.3,23.75,2.5
100,100,2.0,2020-11-03 15:26:17,2020-11-03 16:27:57,2.0,14.45,1.0,N,244,217,2.0,52.5,0.0,0.5,0.0,0.0,0.3,55.8,2.5
101,101,2.0,2020-11-03 15:19:50,2020-11-03 15:24:20,3.0,0.66,1.0,N,236,236,1.0,5.0,0.0,0.5,1.66,0.0,0.3,9.96,2.5
102,102,1.0,2020-11-03 15:46:35,2020-11-03 15:51:41,1.0,0.7,1.0,N,230,100,1.0,5.5,2.5,0.5,2.2,0.0,0.3,11.0,2.5
103,103,2.0,2020-11-03 15:15:45,2020-11-03 15:20:46,1.0,0.78,1.0,N,164,170,1.0,5.5,0.0,0.5,1.76,0.0,0.3,10.56,2.5
104,104,1.0,2020-11-03 15:11:03,2020-11-03 15:42:10,1.0,5.6,1.0,N,161,217,2.0,24.5,2.5,0.5,0.0,0.0,0.3,27.8,2.5
105,105,2.0,2020-11-03 15:17:09,2020-11-03 15:31:00,1.0,3.32,1.0,N,251,206,2.0,13.0,0.0,0.5,0.0,0.0,0.3,13.8,0.0
106,106,2.0,2020-11-03 16:31:13,2020-11-03 16:43:23,1.0,2.21,1.0,N,236,43,1.0,10.5,0.0,0.5,2.76,0.0,0.3,16.56,2.5
107,107,2.0,2020-11-03 17:16:50,2020-11-03 17:21:58,1.0,0.61,1.0,N,141,141,1.0,5.0,0.0,0.5,2.08,0.0,0.3,10.38,2.5
108,108,2.0,2020-11-03 17:25:12,2020-11-03 17:30:38,1.0,1.5,1.0,N,229,263,1.0,6.5,0.0,0.5,1.5,0.0,0.3,11.3,2.5
109,109,2.0,2020-11-03 17:09:17,2020-11-03 17:25:57,1.0,2.96,1.0,N,237,186,1.0,13.5,0.0,0.5,3.36,0.0,0.3,20.16,2.5
110,110,2.0,2020-11-03 18:43:19,2020-11-03 18:53:43,1.0,1.68,1.0,N,230,239,1.0,8.5,0.0,0.5,1.77,0.0,0.3,13.57,2.5
111,111,2.0,2020-11-03 18:57:15,2020-11-03 19:02:48,1.0,1.55,1.0,N,48,249,1.0,6.5,0.0,0.5,1.5,0.0,0.3,11.3,2.5
112,112,1.0,2020-11-03 19:21:41,2020-11-03 19:33:59,1.0,3.0,1.0,N,164,239,1.0,11.5,2.5,0.5,1.5,0.0,0.3,16.3,2.5
113,113,1.0,2020-11-03 19:59:00,2020-11-03 20:08:54,1.0,2.6,1.0,N,75,42,2.0,10.0,0.5,0.5,0.0,0.0,0.3,11.3,0.0
114,114,2.0,2020-11-03 19:18:29,2020-11-03 19:50:26,1.0,14.14,1.0,N,162,51,1.0,40.0,0.0,0.5,0.0,6.12,0.3,49.42,2.5
115,115,2.0,2020-11-03 19:34:26,2020-11-03 19:46:33,1.0,3.93,1.0,N,161,226,1.0,13.5,0.0,0.5,4.2,0.0,0.3,21.0,2.5
116,116,1.0,2020-11-03 20:52:06,2020-11-03 21:00:11,1.0,2.6,1.0,N,107,237,1.0,9.5,3.0,0.5,2.65,0.0,0.3,15.95,2.5
117,117,1.0,2020-11-03 22:05:31,2020-11-03 22:06:40,1.0,0.4,1.0,N,140,262,2.0,3.5,3.0,0.5,0.0,0.0,0.3,7.3,2.5
118,118,2.0,2020-11-03 23:36:26,2020-11-03 23:39:48,1.0,1.25,1.0,N,100,90,1.0,5.5,0.5,0.5,1.86,0.0,0.3,11.16,2.5
119,119,1.0,2020-11-04 01:30:45,2020-11-04 01:36:02,1.0,0.5,1.0,N,230,186,3.0,5.5,3.0,0.5,0.0,0.0,0.3,9.3,2.5
120,120,1.0,2020-11-04 06:46:21,2020-11-04 06:52:42,1.0,1.5,1.0,N,186,161,2.0,7.0,2.5,0.5,0.0,0.0,0.3,10.3,2.5
121,121,2.0,2020-11-04 08:54:28,2020-11-05 08:31:14,1.0,2.26,1.0,N,163,90,1.0,10.5,0.0,0.5,2.76,0.0,0.3,16.56,2.5
122,122,1.0,2020-11-04 08:23:15,2020-11-04 08:33:22,1.0,1.6,1.0,N,141,43,1.0,9.0,2.5,0.5,1.75,0.0,0.3,14.05,2.5
123,123,2.0,2020-11-04 09:09:28,2020-11-04 09:20:05,1.0,1.5,1.0,N,100,137,1.0,8.5,0.0,0.5,1.0,0.0,0.3,12.8,2.5
124,124,2.0,2020-11-04 09:59:57,2020-11-04 10:02:18,1.0,1.13,1.0,N,170,74,1.0,5.0,0.0,0.5,1.0,0.0,0.3,9.3,2.5
125,125,2.0,2020-11-04 12:40:54,2020-11-04 12:45:32,1.0,0.99,1.0,N,100,163,1.0,5.5,0.0,0.5,2.2,0.0,0.3,11.0,2.5
126,126,2.0,2020-11-04 13:15:21,2020-11-04 13:19:03,1.0,0.82,1.0,N,166,151,1.0,5.0,0.0,0.5,1.16,0.0,0.3,6.96,0.0
127,127,2.0,2020-11-04 13:48:18,2020-11-04 14:10:18,2.0,3.63,1.0,N,146,263,1.0,16.0,0.0,0.5,3.86,0.0,0.3,23.16,2.5
128,128,2.0,2020-11-04 13:42:09,2020-11-04 13:52:22,1.0,2.1,1.0,N,249,48,1.0,9.5,0.0,0.5,2.56,0.0,0.3,15.36,2.5
129,129,2.0,2020-11-04 14:46:11,2020-11-04 14:52:24,1.0,0.61,1.0,N,140,237,1.0,5.5,0.0,0.5,1.76,0.0,0.3,10.56,2.5
130,130,2.0,2020-11-04 14:39:32,2020-11-04 14:53:33,2.0,1.7,1.0,N,141,161,1.0,10.5,0.0,0.5,3.45,0.0,0.3,17.25,2.5
131,131,1.0,2020-11-04 16:44:13,2020-11-04 16:56:42,1.0,1.6,1.0,N,107,162,1.0,10.0,3.5,0.5,1.43,0.0,0.3,15.73,2.5
132,132,2.0,2020-11-04 17:25:39,2020-11-04 17:32:55,1.0,1.74,1.0,N,237,262,1.0,7.5,1.0,0.5,2.36,0.0,0.3,14.16,2.5
133,133,1.0,2020-11-04 17:16:15,2020-11-04 17:33:49,1.0,2.3,1.0,N,100,236,1.0,13.0,3.5,0.5,3.0,0.0,0.3,20.3,2.5
134,134,2.0,2020-11-04 17:42:18,2020-11-04 17:45:58,1.0,1.08,1.0,N,75,74,2.0,5.5,1.0,0.5,0.0,0.0,0.3,7.3,0.0
135,135,2.0,2020-11-04 17:47:40,2020-11-04 17:57:41,2.0,2.3,1.0,N,43,238,1.0,10.0,1.0,0.5,3.58,0.0,0.3,17.88,2.5
136,136,2.0,2020-11-04 18:24:24,2020-11-04 18:33:38,1.0,2.36,1.0,N,237,43,1.0,9.5,1.0,0.5,1.38,0.0,0.3,15.18,2.5
137,137,2.0,2020-11-04 18:43:55,2020-11-04 19:00:51,2.0,7.16,1.0,N,88,262,1.0,22.5,1.0,0.5,4.0,0.0,0.3,30.8,2.5
138,138,2.0,2020-11-04 18:28:58,2020-11-04 18:41:29,1.0,1.45,1.0,N,162,48,1.0,9.5,1.0,0.5,1.38,0.0,0.3,15.18,2.5
139,139,2.0,2020-11-04 19:24:48,2020-11-04 19:31:33,1.0,1.04,1.0,N,43,143,1.0,6.5,1.0,0.5,0.0,0.0,0.3,10.8,2.5
140,140,1.0,2020-11-04 19:35:18,2020-11-04 19:38:53,1.0,0.6,1.0,N,231,261,1.0,4.5,3.5,0.5,1.76,0.0,0.3,10.56,2.5
141,141,2.0,2020-11-04 19:57:02,2020-11-04 19:59:42,1.0,0.93,1.0,N,151,239,1.0,4.5,0.5,0.5,2.49,0.0,0.3,10.79,2.5
142,142,2.0,2020-11-04 23:02:08,2020-11-04 23:13:24,1.0,1.86,1.0,N,238,236,1.0,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5
143,143,2.0,2020-11-05 04:49:23,2020-11-05 05:03:55,1.0,3.64,1.0,N,151,140,1.0,13.5,0.5,0.5,3.0,0.0,0.3,20.3,2.5
144,144,2.0,2020-11-05 07:35:26,2020-11-05 07:37:32,1.0,0.56,1.0,N,263,263,2.0,4.0,0.0,0.5,0.0,0.0,0.3,7.3,2.5
145,145,2.0,2020-11-05 07:50:50,2020-11-05 07:54:14,1.0,1.24,1.0,N,142,238,1.0,5.5,0.0,0.5,2.64,0.0,0.3,11.44,2.5
146,146,2.0,2020-11-05 08:21:38,2020-11-05 08:40:33,1.0,2.28,1.0,N,140,143,1.0,13.5,0.0,0.5,1.68,0.0,0.3,18.48,2.5
147,147,2.0,2020-11-05 08:20:57,2020-11-05 08:33:56,1.0,1.79,1.0,N,141,236,1.0,10.0,0.0,0.5,2.0,0.0,0.3,15.3,2.5
148,148,1.0,2020-11-05 09:01:33,2020-11-05 09:06:55,1.0,0.7,1.0,N,142,163,2.0,5.5,2.5,0.5,0.0,0.0,0.3,8.8,2.5
149,149,2.0,2020-11-05 09:57:03,2020-11-05 09:59:16,1.0,0.21,1.0,N,143,143,2.0,3.5,0.0,0.5,0.0,0.0,0.3,6.8,2.5
150,150,1.0,2020-11-05 11:24:47,2020-11-05 11:32:09,1.0,1.0,1.0,N,236,141,2.0,6.5,2.5,0.5,0.0,0.0,0.3,9.8,2.5
151,151,2.0,2020-11-05 11:57:26,2020-11-05 12:02:29,2.0,0.87,1.0,N,166,166,2.0,5.5,0.0,0.5,0.0,0.0,0.3,6.3,0.0
152,152,2.0,2020-11-05 12:44:13,2020-11-05 12:45:24,1.0,0.0,5.0,N,186,186,1.0,85.0,0.0,0.0,0.0,0.0,0.3,87.8,2.5
153,153,2.0,2020-11-05 12:09:20,2020-11-05 12:21:03,1.0,1.96,1.0,N,141,142,1.0,10.0,0.0,0.5,3.99,0.0,0.3,17.29,2.5
154,154,2.0,2020-11-05 13:33:02,2020-11-05 14:00:06,2.0,4.31,1.0,N,148,48,1.0,19.5,0.0,0.5,0.0,0.0,0.3,22.8,2.5
