,Unnamed:_0,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
23,23,2.0,2020-12-01 18:45:41,2020-12-01 19:01:54,1.0,3.36,1.0,N,234,142,1.0,13.5,1.0,0.5,3.56,0.0,0.3,21.36,2.5
24,24,2.0,2020-12-01 18:01:44,2020-12-01 19:00:41,4.0,24.67,1.0,N,163,150,2.0,68.5,1.0,0.5,0.0,6.12,0.3,78.92,2.5
25,25,2.0,2020-12-01 18:50:47,2020-12-01 19:08:14,5.0,3.5,1.0,N,141,90,1.0,15.5,1.0,0.5,3.96,0.0,0.3,23.76,2.5
26,26,2.0,2020-12-02 02:33:39,2020-12-02 02:38:02,2.0,0.9,1.0,N,107,234,1.0,5.5,0.5,0.5,1.86,0.0,0.3,11.16,2.5
27,27,1.0,2020-12-02 06:09:18,2020-12-02 06:12:26,1.0,1.2,1.0,N,137,79,1.0,5.5,3.0,0.5,2.3,0.0,0.3,11.6,2.5
28,28,2.0,2020-12-02 06:36:15,2020-12-02 06:43:41,1.0,2.5,1.0,N,263,233,2.0,9.0,0.0,0.5,0.0,0.0,0.3,12.3,2.5
29,29,1.0,2020-12-02 07:43:46,2020-12-02 07:53:26,1.0,1.9,1.0,N,230,137,2.0,8.5,2.5,0.5,0.0,0.0,0.3,11.8,2.5
30,30,2.0,2020-12-02 07:46:29,2020-12-02 07:54:40,1.0,2.04,1.0,N,236,161,1.0,8.5,0.0,0.5,2.36,0.0,0.3,14.16,2.5
31,31,2.0,2020-12-02 08:55:45,2020-12-02 09:02:03,5.0,0.83,1.0,N,48,161,1.0,6.0,0.0,0.5,1.86,0.0,0.3,11.16,2.5
32,32,1.0,2020-12-02 08:27:27,2020-12-02 08:43:47,1.0,4.1,1.0,N,164,13,2.0,15.5,2.5,0.5,0.0,0.0,0.3,18.8,2.5
33,33,2.0,2020-12-02 08:03:21,2020-12-02 08:08:18,2.0,0.81,1.0,N,137,170,2.0,5.5,0.0,0.5,0.0,0.0,0.3,8.8,2.5
34,34,2.0,2020-12-02 08:52:14,2020-12-02 09:06:50,2.0,2.59,1.0,N,170,249,1.0,11.5,0.0,0.5,2.0,0.0,0.3,16.8,2.5
35,35,2.0,2020-12-02 08:43:42,2020-12-02 08:59:07,1.0,1.65,1.0,N,233,113,1.0,10.5,0.0,0.5,0.0,0.0,0.3,13.8,2.5
36,36,2.0,2020-12-02 08:23:20,2020-12-02 08:31:34,1.0,1.03,1.0,N,186,161,2.0,7.0,0.0,0.5,0.0,0.0,0.3,10.3,2.5
37,37,2.0,2020-12-02 10:51:20,2020-12-02 11:03:49,1.0,1.2,1.0,N,50,163,1.0,8.5,0.0,0.5,0.0,0.0,0.3,11.8,2.5
38,38,2.0,2020-12-02 10:56:39,2020-12-02 11:18:21,1.0,4.0,1.0,N,79,237,1.0,16.5,0.0,0.5,3.96,0.0,0.3,23.76,2.5
39,39,2.0,2020-12-02 10:56:00,2020-12-02 11:06:31,2.0,1.43,1.0,N,262,237,1.0,8.5,0.0,0.5,2.36,0.0,0.3,14.16,2.5
40,40,2.0,2020-12-02 11:28:58,2020-12-02 11:45:11,1.0,2.14,1.0,N,262,162,2.0,12.0,0.0,0.5,0.0,0.0,0.3,15.3,2.5
41,41,2.0,2020-12-02 12:13:51,2020-12-02 12:19:04,1.0,1.02,1.0,N,162,236,2.0,6.0,0.0,0.5,0.0,0.0,0.3,9.3,2.5
42,42,2.0,2020-12-02 12:17:07,2020-12-02 12:19:26,1.0,0.3,1.0,N,263,263,2.0,3.5,0.0,0.5,0.0,0.0,0.3,6.8,2.5
43,43,1.0,2020-12-02 12:30:24,2020-12-02 12:39:28,0.0,1.6,1.0,N,239,75,1.0,8.5,2.5,0.5,3.5,0.0,0.3,15.3,2.5
44,44,1.0,2020-12-02 13:43:55,2020-12-02 13:52:52,1.0,1.4,1.0,N,170,237,2.0,7.5,2.5,0.5,0.0,0.0,0.3,10.8,2.5
45,45,2.0,2020-12-02 14:28:12,2020-12-02 14:37:03,1.0,1.47,1.0,N,143,238,1.0,7.5,0.0,0.5,3.24,0.0,0.3,14.04,2.5
46,46,1.0,2020-12-02 15:01:50,2020-12-02 15:05:09,1.0,0.4,1.0,N,263,236,1.0,4.0,2.5,0.5,1.0,0.0,0.3,8.3,2.5
47,47,2.0,2020-12-02 17:33:38,2020-12-02 17:36:45,1.0,0.29,1.0,N,74,74,2.0,4.0,1.0,0.5,0.0,0.0,0.3,5.8,0.0
48,48,2.0,2020-12-02 17:26:39,2020-12-02 17:48:23,1.0,6.0,1.0,N,239,231,2.0,21.0,1.0,0.5,0.0,0.0,0.3,25.3,2.5
49,49,2.0,2020-12-02 18:40:50,2020-12-02 18:55:24,2.0,4.97,1.0,N,74,127,3.0,-16.5,-1.0,-0.5,0.0,0.0,-0.3,-18.3,0.0
50,50,2.0,2020-12-02 18:29:09,2020-12-02 18:46:42,1.0,2.34,1.0,N,186,229,1.0,12.5,1.0,0.5,3.36,0.0,0.3,20.16,2.5
51,51,2.0,2020-12-02 19:42:08,2020-12-02 19:45:00,1.0,0.54,1.0,N,263,236,1.0,4.0,1.0,0.5,1.0,0.0,0.3,9.3,2.5
52,52,2.0,2020-12-02 19:06:57,2020-12-02 19:12:21,1.0,1.33,1.0,N,68,186,2.0,6.5,1.0,0.5,0.0,0.0,0.3,10.8,2.5
53,53,1.0,2020-12-02 19:00:27,2020-12-02 19:13:11,1.0,2.0,1.0,N,161,141,1.0,10.5,3.5,0.5,2.95,0.0,0.3,17.75,2.5
54,54,2.0,2020-12-02 19:03:47,2020-12-02 19:10:26,1.0,1.17,1.0,N,263,140,1.0,6.5,1.0,0.5,2.16,0.0,0.3,12.96,2.5
55,55,2.0,2020-12-02 21:13:49,2020-12-02 21:19:52,1.0,1.9,1.0,N,140,75,2.0,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5
56,56,1.0,2020-12-03 00:45:27,2020-12-03 00:55:32,1.0,2.3,1.0,N,249,161,2.0,9.5,3.0,0.5,0.0,0.0,0.3,13.3,2.5
57,57,2.0,2020-12-03 06:50:40,2020-12-03 06:55:05,1.0,0.79,1.0,N,163,50,1.0,5.0,0.0,0.5,1.66,0.0,0.3,9.96,2.5
58,58,2.0,2020-12-03 08:45:22,2020-12-03 08:49:55,1.0,0.77,1.0,N,170,161,1.0,5.0,0.0,0.5,1.66,0.0,0.3,9.96,2.5
59,59,2.0,2020-12-03 09:34:10,2020-12-03 09:39:23,1.0,1.1,1.0,N,186,234,2.0,5.5,0.0,0.5,0.0,0.0,0.3,8.8,2.5
60,60,2.0,2020-12-03 09:55:40,2020-12-03 10:15:38,1.0,2.96,1.0,N,233,211,1.0,14.5,0.0,0.5,3.56,0.0,0.3,21.36,2.5
61,61,2.0,2020-12-03 11:30:47,2020-12-03 11:42:05,6.0,1.6,1.0,N,142,100,1.0,9.0,0.0,0.5,2.46,0.0,0.3,14.76,2.5
62,62,2.0,2020-12-03 11:08:11,2020-12-03 11:34:21,1.0,7.3,1.0,N,13,140,1.0,26.5,0.0,0.5,5.96,0.0,0.3,35.76,2.5
63,63,2.0,2020-12-03 11:19:36,2020-12-03 11:30:19,1.0,5.32,1.0,N,13,137,1.0,16.5,0.0,0.5,2.38,0.0,0.3,22.18,2.5
64,64,2.0,2020-12-03 11:45:53,2020-12-03 11:53:01,1.0,1.22,1.0,N,143,163,1.0,7.0,0.0,0.5,2.06,0.0,0.3,12.36,2.5
65,65,2.0,2020-12-03 11:32:25,2020-12-03 11:42:19,1.0,1.44,1.0,N,107,249,1.0,8.0,0.0,0.5,2.26,0.0,0.3,13.56,2.5
66,66,2.0,2020-12-03 12:49:27,2020-12-03 13:11:08,1.0,3.91,1.0,N,151,140,2.0,16.5,0.0,0.5,0.0,0.0,0.3,19.8,2.5
67,67,2.0,2020-12-03 12:18:47,2020-12-03 12:36:45,1.0,7.67,1.0,N,135,101,1.0,23.5,0.0,0.5,2.75,0.0,0.3,27.05,0.0
68,68,2.0,2020-12-03 12:56:24,2020-12-03 13:18:43,1.0,3.14,1.0,N,161,211,1.0,15.5,0.0,0.5,0.0,0.0,0.3,18.8,2.5
69,69,2.0,2020-12-03 12:05:52,2020-12-03 12:25:07,1.0,3.73,1.0,N,33,114,2.0,16.0,0.0,0.5,0.0,0.0,0.3,19.3,2.5
70,70,1.0,2020-12-03 13:38:14,2020-12-03 13:52:23,1.0,2.6,1.0,N,186,239,1.0,11.5,2.5,0.5,2.95,0.0,0.3,17.75,2.5
71,71,1.0,2020-12-03 13:12:01,2020-12-03 13:24:39,1.0,1.9,1.0,N,237,236,1.0,10.0,2.5,0.5,2.65,0.0,0.3,15.95,2.5
72,72,1.0,2020-12-03 14:33:48,2020-12-03 14:44:46,1.0,1.2,1.0,N,234,100,1.0,8.5,2.5,0.5,2.35,0.0,0.3,14.15,2.5
73,73,2.0,2020-12-03 14:19:09,2020-12-03 14:21:43,5.0,0.47,1.0,N,236,236,2.0,4.0,0.0,0.5,0.0,0.0,0.3,7.3,2.5
74,74,2.0,2020-12-03 14:55:44,2020-12-03 15:26:53,2.0,3.86,1.0,N,151,161,1.0,20.5,0.0,0.5,5.95,0.0,0.3,29.75,2.5
75,75,2.0,2020-12-03 14:59:14,2020-12-03 15:08:19,2.0,1.34,1.0,N,79,107,1.0,7.0,0.0,0.5,2.06,0.0,0.3,12.36,2.5
76,76,1.0,2020-12-03 14:02:59,2020-12-03 14:10:52,1.0,0.8,1.0,N,234,170,1.0,6.5,2.5,0.5,0.98,0.0,0.3,10.78,2.5
77,77,2.0,2020-12-03 16:46:35,2020-12-03 17:03:11,1.0,3.55,1.0,N,142,234,1.0,14.0,1.0,0.5,1.08,0.0,0.3,19.38,2.5
78,78,2.0,2020-12-03 17:01:32,2020-12-03 17:11:06,1.0,1.16,1.0,N,141,263,1.0,7.5,1.0,0.5,3.54,0.0,0.3,15.34,2.5
79,79,1.0,2020-12-03 17:26:58,2020-12-03 17:42:23,1.0,2.4,1.0,N,237,74,1.0,12.0,3.5,0.5,3.25,0.0,0.3,19.55,2.5
80,80,2.0,2020-12-03 17:12:19,2020-12-03 17:19:13,5.0,1.24,1.0,N,234,68,2.0,6.5,1.0,0.5,0.0,0.0,0.3,10.8,2.5
81,81,1.0,2020-12-03 18:04:32,2020-12-03 18:09:54,1.0,1.6,1.0,N,162,236,2.0,6.5,3.5,0.5,0.0,0.0,0.3,10.8,2.5
82,82,2.0,2020-12-03 18:08:47,2020-12-03 18:39:54,1.0,6.72,1.0,N,90,74,2.0,24.5,1.0,0.5,0.0,0.0,0.3,28.8,2.5
83,83,2.0,2020-12-03 18:16:20,2020-12-03 18:26:21,1.0,0.94,1.0,N,163,161,1.0,7.5,1.0,0.5,2.36,0.0,0.3,14.16,2.5
84,84,2.0,2020-12-03 19:14:23,2020-12-03 19:16:45,2.0,0.6,1.0,N,164,234,1.0,4.0,1.0,0.5,1.0,0.0,0.3,9.3,2.5
85,85,2.0,2020-12-03 19:11:07,2020-12-03 19:24:52,1.0,2.19,1.0,N,68,233,1.0,11.5,1.0,0.5,3.16,0.0,0.3,18.96,2.5
86,86,2.0,2020-12-03 19:45:31,2020-12-03 20:08:19,1.0,7.85,1.0,N,75,83,1.0,25.5,1.0,0.5,10.78,6.12,0.3,46.7,2.5
87,87,2.0,2020-12-03 19:03:47,2020-12-03 19:18:35,1.0,2.35,1.0,N,229,236,1.0,11.5,1.0,0.5,2.5,0.0,0.3,18.3,2.5
88,88,1.0,2020-12-03 19:52:44,2020-12-03 20:07:53,2.0,3.1,1.0,N,161,125,1.0,12.5,3.5,0.5,3.35,0.0,0.3,20.15,2.5
89,89,1.0,2020-12-03 21:18:34,2020-12-03 21:28:28,1.0,2.3,1.0,N,186,229,1.0,9.5,3.0,0.5,2.66,0.0,0.3,15.96,2.5
90,90,1.0,2020-12-03 21:38:16,2020-12-03 21:42:51,1.0,0.6,1.0,N,237,141,2.0,5.0,3.0,0.5,0.0,0.0,0.3,8.8,2.5
91,91,2.0,2020-12-03 22:55:55,2020-12-03 23:01:00,1.0,1.11,1.0,N,237,236,1.0,6.0,0.5,0.5,5.0,0.0,0.3,14.8,2.5
92,92,2.0,2020-12-03 22:05:37,2020-12-03 22:13:24,1.0,4.65,1.0,N,137,88,2.0,14.0,0.5,0.5,0.0,0.0,0.3,17.8,2.5
93,93,1.0,2020-12-04 05:59:53,2020-12-04 06:03:03,1.0,0.7,1.0,N,186,230,2.0,4.5,2.5,0.5,0.0,0.0,0.3,7.8,2.5
94,94,2.0,2020-12-04 06:29:52,2020-12-04 06:59:32,5.0,7.85,1.0,N,226,166,1.0,26.5,0.0,0.5,1.0,0.0,0.3,30.8,2.5
95,95,2.0,2020-12-04 07:48:02,2020-12-04 07:57:34,1.0,1.65,1.0,N,186,107,1.0,8.5,0.0,0.5,2.95,0.0,0.3,14.75,2.5
96,96,2.0,2020-12-04 08:58:38,2020-12-04 09:09:44,1.0,1.49,1.0,N,246,234,1.0,8.5,0.0,0.5,2.95,0.0,0.3,14.75,2.5
97,97,2.0,2020-12-04 08:03:37,2020-12-04 08:21:02,1.0,4.22,1.0,N,238,234,1.0,16.0,0.0,0.5,3.86,0.0,0.3,23.16,2.5
98,98,1.0,2020-12-04 10:07:56,2020-12-04 10:23:16,1.0,2.7,1.0,N,137,140,1.0,12.0,2.5,0.5,1.0,0.0,0.3,16.3,2.5
99,99,2.0,2020-12-04 10:15:18,2020-12-04 10:32:12,3.0,2.95,1.0,N,263,164,1.0,13.5,0.0,0.5,3.36,0.0,0.3,20.16,2.5
100,100,1.0,2020-12-04 10:08:51,2020-12-04 10:11:20,1.0,0.2,1.0,N,140,141,2.0,3.5,2.5,0.5,0.0,0.0,0.3,6.8,2.5
101,101,2.0,2020-12-04 10:06:40,2020-12-04 10:20:54,6.0,2.71,1.0,N,151,163,1.0,11.5,0.0,0.5,2.22,0.0,0.3,17.02,2.5
102,102,1.0,2020-12-04 11:52:03,2020-12-04 12:03:28,1.0,2.0,1.0,N,230,239,1.0,10.0,2.5,0.5,2.65,0.0,0.3,15.95,2.5
103,103,2.0,2020-12-04 11:38:29,2020-12-04 11:52:38,1.0,1.94,1.0,N,163,170,1.0,10.5,0.0,0.5,2.76,0.0,0.3,16.56,2.5
104,104,2.0,2020-12-04 11:29:27,2020-12-04 11:56:23,1.0,4.37,1.0,N,90,262,1.0,19.0,0.0,0.5,5.58,0.0,0.3,27.88,2.5
105,105,2.0,2020-12-04 11:57:56,2020-12-04 12:07:09,3.0,1.07,1.0,N,263,141,1.0,7.5,0.0,0.5,0.0,0.0,0.3,10.8,2.5
106,106,2.0,2020-12-04 12:14:57,2020-12-04 12:23:52,1.0,1.98,1.0,N,125,164,1.0,8.5,0.0,0.5,2.36,0.0,0.3,14.16,2.5
107,107,2.0,2020-12-04 13:54:18,2020-12-04 14:05:52,1.0,2.07,1.0,N,161,239,1.0,10.0,0.0,0.5,2.0,0.0,0.3,15.3,2.5
108,108,2.0,2020-12-04 13:48:30,2020-12-04 14:02:13,1.0,2.02,1.0,N,161,236,1.0,11.0,0.0,0.5,2.86,0.0,0.3,17.16,2.5
109,109,2.0,2020-12-04 13:14:06,2020-12-04 13:35:58,1.0,3.57,1.0,N,161,74,2.0,16.0,0.0,0.5,0.0,0.0,0.3,19.3,2.5
110,110,2.0,2020-12-04 14:09:18,2020-12-04 14:15:05,2.0,1.17,1.0,N,246,48,1.0,6.0,0.0,0.5,1.86,0.0,0.3,11.16,2.5
111,111,1.0,2020-12-04 14:19:47,2020-12-04 14:27:08,1.0,0.6,1.0,Y,236,236,1.0,6.0,2.5,0.5,1.5,0.0,0.3,10.8,2.5
112,112,2.0,2020-12-04 14:02:25,2020-12-05 13:14:50,5.0,2.12,1.0,N,237,262,2.0,10.0,0.0,0.5,0.0,0.0,0.3,13.3,2.5
113,113,2.0,2020-12-04 15:24:27,2020-12-04 15:24:30,1.0,0.01,2.0,N,264,264,4.0,-52.0,0.0,-0.5,0.0,0.0,-0.3,-52.8,0.0
114,114,2.0,2020-12-04 16:11:39,2020-12-04 16:18:54,1.0,1.44,1.0,N,249,90,1.0,7.0,1.0,0.5,2.82,0.0,0.3,14.12,2.5
115,115,2.0,2020-12-04 16:32:20,2020-12-04 16:59:15,1.0,3.92,1.0,N,233,238,1.0,18.5,1.0,0.5,4.56,0.0,0.3,27.36,2.5
116,116,2.0,2020-12-04 17:17:24,2020-12-04 17:54:34,3.0,5.86,1.0,N,236,223,2.0,25.5,1.0,0.5,0.0,0.0,0.3,29.8,2.5
117,117,1.0,2020-12-04 17:21:01,2020-12-04 17:39:15,1.0,2.9,1.0,N,170,143,2.0,14.0,3.5,0.5,0.0,0.0,0.3,18.3,2.5
118,118,2.0,2020-12-04 17:38:21,2020-12-04 17:45:55,1.0,1.75,1.0,N,263,74,1.0,7.5,1.0,0.5,2.95,0.0,0.3,14.75,2.5
119,119,2.0,2020-12-04 16:56:28,2020-12-04 17:08:32,1.0,2.13,1.0,N,142,263,1.0,10.5,1.0,0.5,2.96,0.0,0.3,17.76,2.5
120,120,1.0,2020-12-04 18:57:40,2020-12-04 19:10:28,1.0,2.1,1.0,N,170,68,1.0,10.0,3.5,0.5,0.0,0.0,0.3,14.3,2.5
121,121,1.0,2020-12-04 18:05:28,2020-12-04 18:17:50,1.0,2.6,1.0,N,229,79,1.0,10.5,3.5,0.5,2.95,0.0,0.3,17.75,2.5
122,122,2.0,2020-12-04 18:01:34,2020-12-04 18:08:15,1.0,1.4,1.0,N,249,234,1.0,7.0,1.0,0.5,2.26,0.0,0.3,13.56,2.5
123,123,1.0,2020-12-04 19:21:48,2020-12-04 19:25:57,1.0,0.7,1.0,Y,142,239,1.0,5.0,3.5,0.5,1.85,0.0,0.3,11.15,2.5
124,124,2.0,2020-12-04 19:18:50,2020-12-04 19:33:10,1.0,3.08,1.0,N,48,107,2.0,12.5,1.0,0.5,0.0,0.0,0.3,16.8,2.5
125,125,2.0,2020-12-04 19:13:06,2020-12-04 19:24:08,1.0,2.43,1.0,N,140,43,2.0,10.0,1.0,0.5,0.0,0.0,0.3,14.3,2.5
126,126,2.0,2020-12-04 20:27:37,2020-12-04 20:33:02,1.0,1.13,1.0,N,75,151,2.0,6.0,0.5,0.5,0.0,0.0,0.3,7.3,0.0
127,127,2.0,2020-12-04 22:23:22,2020-12-04 22:37:21,1.0,2.97,1.0,N,230,263,1.0,12.5,0.5,0.5,4.89,0.0,0.3,21.19,2.5
128,128,2.0,2020-12-05 00:12:46,2020-12-05 00:23:27,6.0,2.23,1.0,N,230,140,1.0,10.0,0.5,0.5,4.14,0.0,0.3,17.94,2.5
129,129,2.0,2020-12-05 09:06:50,2020-12-05 09:19:50,1.0,3.92,1.0,N,234,33,2.0,14.0,0.0,0.5,0.0,0.0,0.3,17.3,2.5
130,130,2.0,2020-12-05 10:51:12,2020-12-05 11:11:19,1.0,8.75,1.0,N,264,142,1.0,25.5,0.0,0.5,6.98,6.12,0.3,41.9,2.5
131,131,1.0,2020-12-05 10:39:34,2020-12-05 10:49:06,1.0,2.1,1.0,N,142,236,1.0,9.0,2.5,0.5,1.5,0.0,0.3,13.8,2.5
132,132,1.0,2020-12-05 10:45:03,2020-12-05 10:59:49,1.0,3.2,1.0,N,151,237,2.0,13.0,2.5,0.5,0.0,0.0,0.3,16.3,2.5
133,133,1.0,2020-12-05 12:52:01,2020-12-05 12:58:33,1.0,1.0,1.0,N,114,107,1.0,6.0,2.5,0.5,2.3,0.0,0.3,11.6,2.5
134,134,1.0,2020-12-05 13:53:35,2020-12-05 14:00:05,0.0,1.4,1.0,N,236,238,1.0,7.0,2.5,0.5,3.05,0.0,0.3,13.35,2.5
135,135,1.0,2020-12-05 13:48:42,2020-12-05 13:54:41,1.0,0.7,1.0,N,236,262,1.0,5.5,2.5,0.5,1.75,0.0,0.3,10.55,2.5
136,136,1.0,2020-12-05 13:57:03,2020-12-05 14:01:50,1.0,0.8,1.0,N,239,239,1.0,5.0,2.5,0.5,1.65,0.0,0.3,9.95,2.5
137,137,2.0,2020-12-05 14:24:45,2020-12-05 14:30:16,2.0,0.68,1.0,N,161,229,1.0,5.5,0.0,0.5,0.88,0.0,0.3,9.68,2.5
138,138,2.0,2020-12-05 14:41:01,2020-12-05 15:07:10,1.0,3.41,1.0,N,161,142,1.0,18.0,0.0,0.5,4.26,0.0,0.3,25.56,2.5
139,139,1.0,2020-12-05 15:15:32,2020-12-05 15:36:12,1.0,3.2,1.0,N,170,142,1.0,15.5,2.5,0.5,2.44,0.0,0.3,21.24,2.5
140,140,1.0,2020-12-05 16:09:28,2020-12-05 16:12:20,1.0,0.4,1.0,N,263,236,1.0,4.0,2.5,0.5,1.8,0.0,0.3,9.1,2.5
141,141,1.0,2020-12-05 16:48:58,2020-12-05 17:12:47,1.0,6.9,1.0,N,48,45,1.0,23.5,2.5,0.5,2.0,0.0,0.3,28.8,2.5
142,142,2.0,2020-12-05 16:18:02,2020-12-05 16:23:59,2.0,0.88,1.0,N,234,170,1.0,6.0,0.0,0.5,1.86,0.0,0.3,11.16,2.5
143,143,1.0,2020-12-05 16:49:14,2020-12-05 17:01:23,1.0,3.2,1.0,N,143,152,1.0,12.0,2.5,0.5,0.0,0.0,0.3,15.3,2.5
144,144,2.0,2020-12-05 16:32:45,2020-12-05 16:44:52,1.0,2.05,1.0,N,90,79,1.0,10.0,0.0,0.5,2.66,0.0,0.3,15.96,2.5
145,145,1.0,2020-12-05 17:13:01,2020-12-05 17:13:31,3.0,0.0,1.0,N,88,88,2.0,2.5,2.5,0.5,0.0,0.0,0.3,5.8,2.5
146,146,2.0,2020-12-05 18:44:36,2020-12-05 19:00:34,6.0,2.79,1.0,N,262,151,1.0,12.5,0.0,0.5,3.16,0.0,0.3,18.96,2.5
147,147,2.0,2020-12-05 18:37:09,2020-12-05 18:49:24,2.0,1.98,1.0,N,186,233,1.0,10.0,0.0,0.5,2.66,0.0,0.3,15.96,2.5
148,148,2.0,2020-12-05 20:17:59,2020-12-05 20:32:01,1.0,0.82,1.0,N,113,79,2.0,9.0,0.5,0.5,0.0,0.0,0.3,12.8,2.5
149,149,2.0,2020-12-05 21:35:16,2020-12-05 21:43:14,2.0,1.9,1.0,N,79,261,2.0,8.0,0.5,0.5,0.0,0.0,0.3,11.8,2.5
150,150,2.0,2020-12-05 21:11:40,2020-12-05 21:16:29,2.0,0.83,1.0,N,249,114,1.0,5.0,0.5,0.5,1.0,0.0,0.3,9.8,2.5
151,151,2.0,2020-12-05 22:00:17,2020-12-05 22:18:27,3.0,2.56,1.0,N,170,148,1.0,13.5,0.5,0.5,3.46,0.0,0.3,20.76,2.5
152,152,2.0,2020-12-06 00:24:14,2020-12-06 00:27:39,1.0,1.46,1.0,N,141,262,1.0,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
153,153,2.0,2020-12-06 09:51:35,2020-12-06 10:01:15,1.0,2.04,1.0,N,236,229,2.0,9.5,0.0,0.5,0.0,0.0,0.3,12.8,2.5
154,154,2.0,2020-12-06 12:24:47,2020-12-06 12:28:35,1.0,0.64,1.0,N,162,229,1.0,4.5,0.0,0.5,1.56,0.0,0.3,9.36,2.5
