,Unnamed: 0,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
28,28,2.0,2020-10-01 22:08:38,2020-10-01 22:13:41,3.0,0.73,1.0,N,236,237,1.0,5.5,0.5,0.5,1.86,0.0,0.3,11.16,2.5
29,29,2.0,2020-10-01 22:14:47,2020-10-01 22:26:43,1.0,3.04,1.0,N,170,261,1.0,11.5,0.5,0.5,2.3,0.0,0.3,17.6,2.5
30,30,1.0,2020-10-02 00:40:43,2020-10-02 00:46:59,2.0,1.5,1.0,N,148,107,1.0,7.5,3.0,0.5,1.0,0.0,0.3,12.3,2.5
31,31,1.0,2020-10-02 09:13:29,2020-10-02 09:36:50,1.0,16.0,2.0,N,262,132,2.0,52.0,0.0,0.5,0.0,6.12,0.3,58.92,0.0
32,32,2.0,2020-10-02 09:17:59,2020-10-02 09:21:12,1.0,0.29,1.0,N,50,50,2.0,4.0,0.0,0.5,0.0,0.0,0.3,7.3,2.5
33,33,2.0,2020-10-02 09:56:30,2020-10-02 10:01:07,6.0,1.09,1.0,N,164,161,1.0,6.0,0.0,0.5,2.32,0.0,0.3,11.62,2.5
34,34,2.0,2020-10-02 11:12:45,2020-10-02 11:19:05,1.0,1.11,1.0,N,238,264,2.0,6.5,0.0,0.5,0.0,0.0,0.3,9.8,2.5
35,35,2.0,2020-10-02 11:44:57,2020-10-02 11:56:58,1.0,1.68,1.0,N,162,236,1.0,9.5,0.0,0.5,2.56,0.0,0.3,15.36,2.5
36,36,2.0,2020-10-02 12:21:28,2020-10-02 12:24:04,1.0,0.6,1.0,N,233,233,1.0,4.0,0.0,0.5,1.82,0.0,0.3,9.12,2.5
37,37,1.0,2020-10-02 12:45:24,2020-10-02 12:58:27,1.0,1.8,1.0,N,141,239,1.0,10.0,2.5,0.5,2.65,0.0,0.3,15.95,2.5
38,38,2.0,2020-10-02 12:58:37,2020-10-02 13:10:28,1.0,1.2,1.0,N,164,246,1.0,9.0,0.0,0.5,1.0,0.0,0.3,13.3,2.5
39,39,2.0,2020-10-02 13:38:55,2020-10-02 13:46:53,1.0,1.85,1.0,N,75,239,1.0,8.5,0.0,0.5,2.36,0.0,0.3,14.16,2.5
40,40,2.0,2020-10-02 14:42:30,2020-10-02 14:45:49,1.0,0.43,1.0,N,237,237,1.0,4.0,0.0,0.5,2.19,0.0,0.3,9.49,2.5
41,41,1.0,2020-10-02 15:02:52,2020-10-02 15:07:20,1.0,0.6,1.0,N,107,224,3.0,5.0,2.5,0.5,0.0,0.0,0.3,8.3,2.5
42,42,2.0,2020-10-02 17:25:59,2020-10-02 17:40:17,1.0,1.84,1.0,N,107,141,1.0,10.5,1.0,0.5,1.48,0.0,0.3,16.28,2.5
43,43,1.0,2020-10-02 17:59:25,2020-10-02 18:10:49,3.0,2.1,1.0,N,162,234,1.0,9.5,3.5,0.5,1.0,0.0,0.3,14.8,2.5
44,44,2.0,2020-10-02 17:29:45,2020-10-02 18:03:51,3.0,4.96,1.0,N,224,74,1.0,23.5,1.0,0.5,5.56,0.0,0.3,33.36,2.5
45,45,2.0,2020-10-02 17:59:53,2020-10-02 18:07:04,1.0,1.07,1.0,N,163,100,1.0,6.5,1.0,0.5,1.0,0.0,0.3,11.8,2.5
46,46,2.0,2020-10-02 18:17:36,2020-10-02 18:54:38,1.0,4.05,1.0,N,230,231,1.0,23.0,1.0,0.5,5.46,0.0,0.3,32.76,2.5
47,47,2.0,2020-10-02 18:05:34,2020-10-02 18:18:12,1.0,2.07,1.0,N,237,234,1.0,10.0,1.0,0.5,2.14,0.0,0.3,16.44,2.5
48,48,2.0,2020-10-02 18:30:13,2020-10-02 18:35:14,1.0,1.06,1.0,N,75,263,2.0,5.5,1.0,0.5,0.0,0.0,0.3,9.8,2.5
49,49,2.0,2020-10-02 18:09:33,2020-10-02 18:18:42,5.0,1.73,1.0,N,162,107,1.0,8.5,1.0,0.5,2.56,0.0,0.3,15.36,2.5
50,50,2.0,2020-10-02 18:49:46,2020-10-02 18:58:02,1.0,1.43,1.0,N,224,137,1.0,7.5,1.0,0.5,1.2,0.0,0.3,13.0,2.5
51,51,2.0,2020-10-02 18:31:54,2020-10-02 18:40:15,1.0,1.3,1.0,N,170,161,1.0,7.5,1.0,0.5,1.0,0.0,0.3,12.8,2.5
52,52,1.0,2020-10-02 19:34:41,2020-10-02 19:52:58,0.0,4.0,1.0,N,163,163,1.0,15.5,1.0,0.5,3.45,0.0,0.3,20.75,0.0
53,53,2.0,2020-10-02 19:33:16,2020-10-02 19:42:08,1.0,1.34,1.0,N,234,170,1.0,7.5,1.0,0.5,2.36,0.0,0.3,14.16,2.5
54,54,2.0,2020-10-02 19:46:54,2020-10-02 20:02:43,4.0,2.68,1.0,N,186,148,2.0,12.5,1.0,0.5,0.0,0.0,0.3,16.8,2.5
55,55,1.0,2020-10-02 20:36:08,2020-10-02 20:42:47,1.0,1.1,1.0,N,13,231,1.0,7.0,3.0,0.5,2.0,0.0,0.3,12.8,2.5
56,56,2.0,2020-10-02 20:53:54,2020-10-02 21:07:39,2.0,2.52,1.0,N,141,239,1.0,11.5,0.5,0.5,1.0,0.0,0.3,16.3,2.5
57,57,2.0,2020-10-02 20:01:09,2020-10-02 20:20:28,2.0,2.48,1.0,N,186,148,1.0,13.5,0.5,0.5,0.0,0.0,0.3,17.3,2.5
58,58,1.0,2020-10-02 20:36:20,2020-10-02 20:40:15,1.0,0.9,1.0,N,236,236,1.0,5.0,3.0,0.5,1.0,0.0,0.3,9.8,2.5
59,59,1.0,2020-10-02 20:31:47,2020-10-02 20:42:46,1.0,1.7,1.0,N,41,116,2.0,9.0,0.5,0.5,0.0,0.0,0.3,10.3,0.0
60,60,2.0,2020-10-02 21:21:23,2020-10-02 21:51:40,1.0,18.52,2.0,N,132,79,1.0,52.0,0.0,0.5,12.28,6.12,0.3,73.7,2.5
61,61,2.0,2020-10-02 21:45:04,2020-10-02 21:55:27,2.0,1.26,1.0,N,79,249,1.0,8.0,0.5,0.5,2.0,0.0,0.3,13.8,2.5
62,62,1.0,2020-10-02 22:15:09,2020-10-02 22:17:41,1.0,0.7,1.0,N,263,140,1.0,4.5,3.0,0.5,1.65,0.0,0.3,9.95,2.5
63,63,1.0,2020-10-02 23:02:05,2020-10-02 23:11:54,1.0,1.6,1.0,N,148,231,1.0,8.5,3.0,0.5,2.45,0.0,0.3,14.75,2.5
64,64,2.0,2020-10-02 23:38:59,2020-10-03 00:00:44,5.0,6.06,1.0,N,249,188,1.0,21.0,0.5,0.5,6.2,0.0,0.3,31.0,2.5
65,65,2.0,2020-10-03 01:37:44,2020-10-03 01:37:52,1.0,0.0,5.0,N,159,159,2.0,20.0,0.0,0.0,0.0,0.0,0.3,20.3,0.0
66,66,2.0,2020-10-03 05:57:05,2020-10-03 06:03:33,1.0,1.45,1.0,N,166,239,1.0,7.5,0.5,0.5,2.0,0.0,0.3,13.3,2.5
67,67,1.0,2020-10-03 07:23:01,2020-10-03 07:32:22,2.0,1.8,1.0,N,141,143,1.0,9.0,2.5,0.5,2.45,0.0,0.3,14.75,2.5
68,68,2.0,2020-10-03 07:35:06,2020-10-03 07:37:31,5.0,0.58,1.0,N,230,43,2.0,4.0,0.0,0.5,0.0,0.0,0.3,7.3,2.5
69,69,1.0,2020-10-03 08:48:11,2020-10-03 08:57:11,1.0,2.8,1.0,N,262,74,1.0,10.0,2.5,0.5,2.65,0.0,0.3,15.95,2.5
70,70,1.0,2020-10-03 08:50:33,2020-10-03 09:11:35,1.0,9.7,1.0,Y,163,138,1.0,29.0,2.5,0.5,5.0,0.0,0.3,37.3,2.5
71,71,2.0,2020-10-03 09:55:51,2020-10-03 10:00:44,1.0,1.24,1.0,N,74,75,1.0,6.0,0.0,0.5,1.36,0.0,0.3,8.16,0.0
72,72,2.0,2020-10-03 10:18:52,2020-10-03 10:29:37,1.0,2.04,1.0,N,90,233,1.0,9.0,0.0,0.5,1.5,0.0,0.3,13.8,2.5
73,73,2.0,2020-10-03 10:12:35,2020-10-03 10:15:46,1.0,0.96,1.0,N,236,237,1.0,5.0,0.0,0.5,2.0,0.0,0.3,10.3,2.5
74,74,2.0,2020-10-03 10:01:03,2020-10-03 10:20:39,1.0,4.49,1.0,N,143,211,1.0,18.0,0.0,0.5,5.33,0.0,0.3,26.63,2.5
75,75,1.0,2020-10-03 13:26:18,2020-10-03 13:31:29,1.0,1.4,1.0,N,239,48,1.0,6.5,2.5,0.5,1.95,0.0,0.3,11.75,2.5
76,76,1.0,2020-10-03 14:43:20,2020-10-03 15:10:59,1.0,2.1,1.0,N,234,161,1.0,17.5,2.5,0.5,4.15,0.0,0.3,24.95,2.5
77,77,2.0,2020-10-03 14:49:19,2020-10-03 15:03:17,1.0,2.24,1.0,N,186,163,1.0,11.0,0.0,0.5,0.33,0.0,0.3,14.63,2.5
78,78,1.0,2020-10-03 14:04:16,2020-10-03 14:11:37,1.0,1.5,1.0,N,237,236,1.0,7.5,2.5,0.5,2.15,0.0,0.3,12.95,2.5
79,79,2.0,2020-10-03 14:37:16,2020-10-03 14:49:27,1.0,2.52,1.0,N,239,162,1.0,11.5,0.0,0.5,2.96,0.0,0.3,17.76,2.5
80,80,2.0,2020-10-03 14:24:30,2020-10-03 14:30:53,1.0,1.55,1.0,N,75,74,1.0,7.0,0.0,0.5,1.56,0.0,0.3,9.36,0.0
81,81,1.0,2020-10-03 15:00:59,2020-10-03 15:07:49,1.0,0.9,1.0,N,113,148,1.0,6.5,2.5,0.5,1.95,0.0,0.3,11.75,2.5
82,82,2.0,2020-10-03 15:28:44,2020-10-03 15:38:18,1.0,2.93,1.0,N,137,262,1.0,10.0,0.0,0.5,3.33,0.0,0.3,16.63,2.5
83,83,1.0,2020-10-03 16:51:10,2020-10-03 17:15:04,1.0,3.9,1.0,N,211,162,1.0,17.5,2.5,0.5,4.0,0.0,0.3,24.8,2.5
84,84,1.0,2020-10-03 16:26:18,2020-10-03 16:40:33,1.0,4.3,1.0,N,262,107,1.0,15.0,2.5,0.5,2.5,0.0,0.3,20.8,2.5
85,85,2.0,2020-10-03 16:01:12,2020-10-03 16:04:09,1.0,0.26,1.0,N,238,238,2.0,4.0,0.0,0.5,0.0,0.0,0.3,7.3,2.5
86,86,2.0,2020-10-03 17:11:46,2020-10-03 17:17:33,4.0,1.48,1.0,N,238,236,2.0,7.0,0.0,0.5,0.0,0.0,0.3,10.3,2.5
87,87,2.0,2020-10-03 19:39:42,2020-10-03 19:56:54,2.0,3.56,1.0,N,239,158,1.0,14.0,0.0,0.5,5.19,0.0,0.3,22.49,2.5
88,88,2.0,2020-10-03 21:09:48,2020-10-03 21:26:29,1.0,4.42,1.0,N,237,260,2.0,16.5,0.5,0.5,0.0,0.0,0.3,20.3,2.5
89,89,2.0,2020-10-03 22:38:58,2020-10-03 22:56:10,1.0,5.6,1.0,N,13,239,1.0,19.0,0.5,0.5,4.56,0.0,0.3,27.36,2.5
90,90,2.0,2020-10-03 22:42:10,2020-10-03 23:16:03,1.0,12.04,1.0,N,132,72,1.0,37.0,0.5,0.5,7.66,0.0,0.3,45.96,0.0
91,91,2.0,2020-10-03 23:00:58,2020-10-03 23:15:44,1.0,4.19,1.0,N,170,75,1.0,14.5,0.5,0.5,0.0,0.0,0.3,18.3,2.5
92,92,2.0,2020-10-03 23:29:21,2020-10-03 23:43:03,1.0,8.75,1.0,N,138,262,1.0,24.5,0.5,0.5,10.33,6.12,0.3,44.75,2.5
93,93,1.0,2020-10-04 00:43:21,2020-10-04 00:48:57,1.0,1.9,1.0,N,233,263,1.0,7.5,3.0,0.5,1.5,0.0,0.3,12.8,2.5
94,94,2.0,2020-10-04 01:51:55,2020-10-04 01:55:04,1.0,0.0,1.0,N,234,234,1.0,4.0,0.5,0.5,1.56,0.0,0.3,9.36,2.5
95,95,2.0,2020-10-04 06:22:18,2020-10-04 06:32:15,1.0,3.98,1.0,N,263,186,1.0,12.5,0.0,0.5,3.95,0.0,0.3,19.75,2.5
96,96,1.0,2020-10-04 07:18:47,2020-10-04 07:22:30,1.0,0.8,1.0,N,142,142,1.0,5.0,2.5,0.5,0.5,0.0,0.3,8.8,2.5
97,97,2.0,2020-10-04 08:20:28,2020-10-04 08:23:23,1.0,0.69,1.0,N,48,48,1.0,4.5,0.0,0.5,1.56,0.0,0.3,9.36,2.5
98,98,1.0,2020-10-04 09:00:07,2020-10-04 09:14:47,1.0,5.0,1.0,N,162,79,2.0,17.0,2.5,0.5,0.0,0.0,0.3,20.3,2.5
99,99,2.0,2020-10-04 10:55:00,2020-10-04 11:00:20,1.0,1.38,1.0,N,48,142,2.0,6.5,0.0,0.5,0.0,0.0,0.3,9.8,2.5
100,100,2.0,2020-10-04 10:23:22,2020-10-04 10:32:23,1.0,1.57,1.0,N,163,100,1.0,8.0,0.0,0.5,2.26,0.0,0.3,13.56,2.5
101,101,2.0,2020-10-04 11:26:46,2020-10-04 11:36:52,1.0,3.14,1.0,N,141,74,1.0,11.0,0.0,0.5,2.86,0.0,0.3,17.16,2.5
102,102,2.0,2020-10-04 12:51:19,2020-10-04 12:59:42,2.0,2.47,1.0,N,233,263,1.0,9.5,0.0,0.5,2.0,0.0,0.3,14.8,2.5
103,103,2.0,2020-10-04 12:31:28,2020-10-04 12:41:30,1.0,1.61,1.0,N,238,41,1.0,9.0,0.0,0.5,0.98,0.0,0.3,10.78,0.0
104,104,1.0,2020-10-04 14:39:01,2020-10-04 14:56:03,2.0,4.7,1.0,N,162,232,1.0,17.5,2.5,0.5,4.15,0.0,0.3,24.95,2.5
105,105,2.0,2020-10-04 15:07:26,2020-10-04 15:16:10,1.0,1.97,1.0,N,43,236,1.0,9.0,0.0,0.5,5.0,0.0,0.3,17.3,2.5
106,106,2.0,2020-10-04 16:01:03,2020-10-04 16:02:01,1.0,0.34,1.0,N,90,90,1.0,3.0,0.0,0.5,1.26,0.0,0.3,7.56,2.5
107,107,2.0,2020-10-04 16:37:06,2020-10-04 17:19:54,1.0,41.37,4.0,N,138,265,1.0,109.0,0.0,0.5,28.98,6.12,0.3,144.9,0.0
108,108,1.0,2020-10-04 16:20:22,2020-10-04 16:25:30,1.0,1.3,1.0,N,246,50,1.0,6.0,2.5,0.5,0.93,0.0,0.3,10.23,2.5
109,109,1.0,2020-10-04 17:58:53,2020-10-04 18:03:57,1.0,1.1,1.0,N,238,75,1.0,6.0,0.0,0.5,1.35,0.0,0.3,8.15,0.0
110,110,2.0,2020-10-04 17:31:19,2020-10-04 17:47:52,5.0,3.07,1.0,N,186,263,1.0,13.5,0.0,0.5,3.36,0.0,0.3,20.16,2.5
111,111,2.0,2020-10-04 17:28:32,2020-10-04 17:36:44,1.0,1.91,1.0,N,100,237,2.0,8.0,0.0,0.5,0.0,0.0,0.3,11.3,2.5
112,112,1.0,2020-10-04 17:31:36,2020-10-04 17:43:19,1.0,2.5,1.0,N,142,262,1.0,11.0,2.5,0.5,2.85,0.0,0.3,17.15,2.5
113,113,2.0,2020-10-04 17:14:09,2020-10-04 17:20:34,2.0,1.47,1.0,N,170,113,1.0,7.0,0.0,0.5,1.3,0.0,0.3,11.6,2.5
114,114,1.0,2020-10-04 20:14:28,2020-10-04 20:37:39,1.0,9.4,1.0,N,138,246,1.0,29.0,3.0,0.5,7.75,6.12,0.3,46.67,2.5
115,115,2.0,2020-10-04 19:58:52,2020-10-04 20:07:01,1.0,1.67,1.0,N,237,263,1.0,8.0,0.5,0.5,3.54,0.0,0.3,15.34,2.5
116,116,1.0,2020-10-04 20:34:45,2020-10-04 20:46:49,3.0,3.5,1.0,N,237,145,1.0,12.5,3.0,0.5,1.63,0.0,0.3,17.93,2.5
117,117,2.0,2020-10-04 21:26:48,2020-10-04 21:31:50,1.0,1.4,1.0,N,249,164,1.0,6.5,0.5,0.5,1.5,0.0,0.3,11.8,2.5
118,118,1.0,2020-10-04 22:59:01,2020-10-04 23:06:12,1.0,1.5,1.0,N,142,237,2.0,8.0,3.0,0.5,0.0,0.0,0.3,11.8,2.5
119,119,1.0,2020-10-04 23:55:51,2020-10-04 23:57:30,1.0,0.6,1.0,N,137,107,1.0,4.0,3.0,0.5,1.55,0.0,0.3,9.35,2.5
120,120,2.0,2020-10-05 01:32:45,2020-10-05 01:49:18,1.0,1.96,1.0,N,140,163,1.0,12.5,0.5,0.5,3.26,0.0,0.3,19.56,2.5
121,121,2.0,2020-10-05 05:13:13,2020-10-05 05:18:38,1.0,1.39,1.0,N,48,170,1.0,6.5,0.5,0.5,2.06,0.0,0.3,12.36,2.5
122,122,2.0,2020-10-05 05:40:52,2020-10-05 05:50:47,1.0,2.48,1.0,N,48,237,1.0,10.0,0.5,0.5,1.0,0.0,0.3,14.8,2.5
123,123,2.0,2020-10-05 06:36:28,2020-10-05 06:56:03,1.0,2.62,1.0,N,230,140,1.0,14.0,0.0,0.5,6.0,0.0,0.3,23.3,2.5
124,124,2.0,2020-10-05 07:10:25,2020-10-05 07:14:08,1.0,0.63,1.0,N,230,48,1.0,4.5,0.0,0.5,1.56,0.0,0.3,9.36,2.5
125,125,2.0,2020-10-05 07:34:25,2020-10-05 07:42:15,2.0,1.5,1.0,N,48,90,1.0,7.5,0.0,0.5,2.0,0.0,0.3,12.8,2.5
126,126,2.0,2020-10-05 08:20:57,2020-10-05 08:33:57,1.0,1.72,1.0,N,162,236,1.0,10.5,0.0,0.5,0.0,0.0,0.3,13.8,2.5
127,127,1.0,2020-10-05 08:20:16,2020-10-05 08:30:44,1.0,1.4,1.0,N,186,107,2.0,8.5,2.5,0.5,0.0,0.0,0.3,11.8,2.5
128,128,1.0,2020-10-05 09:08:07,2020-10-05 09:31:41,1.0,3.0,1.0,N,249,163,1.0,16.0,2.5,0.5,2.0,0.0,0.3,21.3,2.5
129,129,2.0,2020-10-05 10:08:05,2020-10-05 10:11:20,1.0,0.39,1.0,N,237,229,1.0,4.0,0.0,0.5,1.3,0.0,0.3,8.6,2.5
130,130,2.0,2020-10-05 10:14:03,2020-10-05 10:17:07,1.0,0.22,1.0,N,236,236,2.0,4.0,0.0,0.5,0.0,0.0,0.3,7.3,2.5
131,131,2.0,2020-10-05 10:03:21,2020-10-05 10:14:20,1.0,2.18,1.0,N,41,244,1.0,10.0,0.0,0.5,3.24,0.0,0.3,14.04,0.0
132,132,2.0,2020-10-05 12:50:42,2020-10-05 12:54:52,1.0,0.74,1.0,N,233,137,1.0,5.0,0.0,0.5,1.66,0.0,0.3,9.96,2.5
133,133,1.0,2020-10-05 12:38:09,2020-10-05 12:58:12,1.0,4.1,1.0,Y,166,161,2.0,16.5,2.5,0.5,0.0,0.0,0.3,19.8,2.5
134,134,2.0,2020-10-05 13:18:00,2020-10-05 13:26:12,1.0,1.08,1.0,N,237,162,1.0,7.5,0.0,0.5,1.2,0.0,0.3,12.0,2.5
135,135,2.0,2020-10-05 15:49:31,2020-10-05 16:01:39,1.0,2.14,1.0,N,249,100,1.0,10.0,0.0,0.5,1.0,0.0,0.3,14.3,2.5
136,136,2.0,2020-10-05 15:32:52,2020-10-05 15:48:50,2.0,2.24,1.0,N,161,236,1.0,12.0,0.0,0.5,3.82,0.0,0.3,19.12,2.5
137,137,2.0,2020-10-05 16:08:13,2020-10-05 16:40:03,2.0,5.41,1.0,N,137,13,1.0,23.0,1.0,0.5,4.1,0.0,0.3,31.4,2.5
138,138,2.0,2020-10-05 17:51:31,2020-10-05 18:08:46,1.0,2.7,1.0,N,162,262,1.0,13.5,1.0,0.5,4.45,0.0,0.3,22.25,2.5
139,139,2.0,2020-10-05 17:14:25,2020-10-05 17:20:51,1.0,0.89,1.0,N,163,50,1.0,6.0,1.0,0.5,2.06,0.0,0.3,12.36,2.5
140,140,2.0,2020-10-05 17:39:52,2020-10-05 17:59:13,3.0,4.04,1.0,N,170,226,1.0,17.0,1.0,0.5,4.26,0.0,0.3,25.56,2.5
141,141,2.0,2020-10-05 17:17:03,2020-10-05 17:32:21,1.0,2.51,1.0,N,140,238,1.0,12.0,1.0,0.5,1.0,0.0,0.3,17.3,2.5
142,142,1.0,2020-10-05 17:21:36,2020-10-05 17:49:10,2.0,4.2,1.0,N,97,37,1.0,19.0,1.0,0.5,4.15,0.0,0.3,24.95,0.0
143,143,1.0,2020-10-05 18:10:44,2020-10-05 18:15:24,0.0,0.6,1.0,N,264,264,1.0,5.0,1.0,0.5,1.36,0.0,0.3,8.16,0.0
144,144,2.0,2020-10-05 18:40:49,2020-10-05 19:08:23,1.0,9.15,1.0,N,132,160,1.0,28.5,1.0,0.5,5.0,0.0,0.3,35.3,0.0
145,145,2.0,2020-10-05 18:54:30,2020-10-05 19:00:53,6.0,1.17,1.0,N,161,161,1.0,6.5,1.0,0.5,2.16,0.0,0.3,12.96,2.5
146,146,2.0,2020-10-05 18:46:15,2020-10-05 19:15:19,6.0,7.3,1.0,N,238,231,1.0,26.0,1.0,0.5,5.0,0.0,0.3,35.3,2.5
147,147,2.0,2020-10-05 21:02:00,2020-10-05 21:03:49,1.0,0.7,1.0,N,74,75,1.0,4.0,0.5,0.5,1.06,0.0,0.3,6.36,0.0
148,148,2.0,2020-10-05 22:09:50,2020-10-05 22:28:42,1.0,4.56,1.0,N,125,141,1.0,17.0,0.5,0.5,4.16,0.0,0.3,24.96,2.5
149,149,2.0,2020-10-06 00:03:53,2020-10-06 00:18:39,1.0,3.77,1.0,N,79,141,1.0,14.0,0.5,0.5,1.0,0.0,0.3,18.8,2.5
150,150,2.0,2020-10-06 00:12:29,2020-10-06 00:20:38,1.0,2.0,1.0,N,162,262,2.0,8.5,0.5,0.5,0.0,0.0,0.3,12.3,2.5
151,151,2.0,2020-10-06 07:42:21,2020-10-06 07:51:37,1.0,2.05,1.0,N,236,161,1.0,9.0,0.0,0.5,2.46,0.0,0.3,14.76,2.5
152,152,2.0,2020-10-06 08:35:15,2020-10-06 08:58:01,1.0,2.22,1.0,N,246,137,1.0,15.0,0.0,0.5,3.66,0.0,0.3,21.96,2.5
153,153,2.0,2020-10-06 09:58:35,2020-10-06 10:09:00,1.0,1.62,1.0,N,140,236,1.0,8.5,0.0,0.5,1.0,0.0,0.3,12.8,2.5
154,154,2.0,2020-10-06 09:08:50,2020-10-06 09:18:46,6.0,1.05,1.0,N,100,170,1.0,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5
