,Unnamed: 0,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
21,21,1.0,2020-06-01 19:03:12,2020-06-01 19:05:34,1.0,0.4,1.0,N,186,234,2.0,4.0,3.5,0.5,0.0,0.0,0.3,8.3,2.5
22,22,1.0,2020-06-01 19:59:01,2020-06-01 20:15:50,3.0,6.1,1.0,N,41,224,2.0,20.0,3.0,0.5,0.0,0.0,0.3,23.8,2.5
23,23,2.0,2020-06-01 20:04:05,2020-06-01 20:14:40,1.0,7.85,1.0,N,232,74,1.0,22.0,0.5,0.5,0.0,0.0,0.3,25.8,2.5
24,24,1.0,2020-06-01 21:57:46,2020-06-01 22:06:50,0.0,2.9,1.0,N,229,7,1.0,11.0,3.0,0.5,5.0,0.0,0.3,19.8,2.5
25,25,1.0,2020-06-01 22:26:40,2020-06-01 22:42:39,1.0,11.1,1.0,N,137,241,1.0,30.5,3.0,0.5,0.0,0.0,0.3,34.3,2.5
26,26,2.0,2020-06-02 07:23:45,2020-06-02 07:27:21,1.0,1.12,1.0,N,75,263,1.0,5.0,0.0,0.5,2.49,0.0,0.3,10.79,2.5
27,27,2.0,2020-06-02 07:35:26,2020-06-02 07:50:15,1.0,1.15,1.0,N,262,75,1.0,10.5,0.0,0.5,3.45,0.0,0.3,17.25,2.5
28,28,2.0,2020-06-02 08:09:06,2020-06-02 08:10:10,1.0,0.28,1.0,N,263,141,1.0,3.0,0.0,0.5,1.2,0.0,0.3,7.5,2.5
29,29,2.0,2020-06-02 08:20:04,2020-06-02 08:25:38,1.0,2.38,1.0,N,262,233,1.0,8.5,0.0,0.5,1.5,0.0,0.3,13.3,2.5
30,30,2.0,2020-06-02 10:55:58,2020-06-02 11:00:20,1.0,0.82,1.0,N,142,163,1.0,5.0,0.0,0.5,1.0,0.0,0.3,9.3,2.5
31,31,1.0,2020-06-02 12:07:25,2020-06-02 12:11:07,1.0,0.5,1.0,N,75,75,2.0,4.5,0.0,0.5,0.0,0.0,0.3,5.3,0.0
32,32,2.0,2020-06-02 12:21:22,2020-06-02 12:33:38,1.0,3.34,1.0,N,68,238,1.0,12.5,0.0,0.5,4.74,0.0,0.3,20.54,2.5
33,33,2.0,2020-06-02 14:11:59,2020-06-02 14:18:21,1.0,1.03,1.0,N,113,4,1.0,6.0,0.0,0.5,0.0,0.0,0.3,9.3,2.5
34,34,2.0,2020-06-02 14:08:02,2020-06-02 14:17:01,1.0,2.17,1.0,N,238,163,2.0,9.0,0.0,0.5,0.0,0.0,0.3,12.3,2.5
35,35,2.0,2020-06-02 15:42:13,2020-06-02 16:01:39,1.0,4.64,1.0,N,68,41,1.0,17.5,0.0,0.5,0.3,0.0,0.3,21.1,2.5
36,36,2.0,2020-06-02 17:31:25,2020-06-02 17:42:50,1.0,1.4,1.0,N,90,79,1.0,9.0,1.0,0.5,3.33,0.0,0.3,16.63,2.5
37,37,2.0,2020-06-02 17:37:00,2020-06-02 17:50:48,1.0,3.09,1.0,N,262,170,1.0,12.0,1.0,0.5,3.26,0.0,0.3,19.56,2.5
38,38,1.0,2020-06-02 18:39:34,2020-06-02 18:43:07,1.0,0.9,1.0,N,100,90,1.0,5.0,3.5,0.5,1.85,0.0,0.3,11.15,2.5
39,39,2.0,2020-06-02 18:24:52,2020-06-02 18:31:41,1.0,1.52,1.0,N,141,229,2.0,7.0,1.0,0.5,0.0,0.0,0.3,11.3,2.5
40,40,1.0,2020-06-03 01:03:33,2020-06-03 01:06:24,1.0,0.4,1.0,N,163,142,1.0,4.0,3.0,0.5,1.55,0.0,0.3,9.35,2.5
41,41,2.0,2020-06-03 06:36:23,2020-06-03 06:40:36,2.0,1.2,1.0,N,107,170,1.0,6.0,0.0,0.5,2.0,0.0,0.3,11.3,2.5
42,42,2.0,2020-06-03 07:16:39,2020-06-03 07:27:42,2.0,2.77,1.0,N,238,161,1.0,10.5,0.0,0.5,0.0,0.0,0.3,13.8,2.5
43,43,1.0,2020-06-03 09:37:31,2020-06-03 09:43:20,1.0,1.3,1.0,N,48,161,1.0,6.0,2.5,0.5,2.75,0.0,0.3,12.05,2.5
44,44,2.0,2020-06-03 09:10:19,2020-06-03 09:15:41,1.0,0.81,1.0,N,239,151,2.0,5.5,0.0,0.5,0.0,0.0,0.3,8.8,2.5
45,45,1.0,2020-06-03 10:39:49,2020-06-03 10:47:35,1.0,2.5,1.0,N,186,231,1.0,9.0,2.5,0.5,1.0,0.0,0.3,13.3,2.5
46,46,2.0,2020-06-03 11:11:49,2020-06-03 11:18:38,1.0,0.71,1.0,N,231,231,1.0,5.5,0.0,0.5,1.76,0.0,0.3,10.56,2.5
47,47,2.0,2020-06-03 12:29:54,2020-06-03 12:36:36,1.0,1.02,1.0,N,137,186,2.0,6.5,0.0,0.5,0.0,0.0,0.3,9.8,2.5
48,48,1.0,2020-06-03 13:31:07,2020-06-03 13:33:54,1.0,0.6,1.0,N,151,151,1.0,4.0,0.0,0.5,1.2,0.0,0.3,6.0,0.0
49,49,2.0,2020-06-03 13:00:43,2020-06-03 13:14:32,1.0,2.78,1.0,N,163,107,1.0,11.5,0.0,0.5,2.0,0.0,0.3,16.8,2.5
50,50,2.0,2020-06-03 13:22:23,2020-06-03 13:30:38,1.0,1.39,1.0,N,143,161,1.0,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5
51,51,2.0,2020-06-03 14:43:15,2020-06-03 14:55:51,1.0,3.39,1.0,N,246,141,1.0,12.5,0.0,0.5,3.16,0.0,0.3,18.96,2.5
52,52,2.0,2020-06-03 15:26:14,2020-06-03 15:31:12,1.0,1.34,1.0,N,236,238,1.0,6.5,0.0,0.5,1.96,0.0,0.3,11.76,2.5
53,53,1.0,2020-06-03 16:11:36,2020-06-03 16:18:25,1.0,2.2,1.0,N,142,151,1.0,8.0,3.5,0.5,0.0,0.0,0.3,12.3,2.5
54,54,1.0,2020-06-03 16:03:30,2020-06-03 16:11:04,1.0,1.8,1.0,N,140,75,1.0,8.0,3.5,0.5,2.45,0.0,0.3,14.75,2.5
55,55,2.0,2020-06-03 17:57:00,2020-06-03 18:00:57,1.0,0.98,1.0,N,141,263,2.0,5.0,1.0,0.5,0.0,0.0,0.3,9.3,2.5
56,56,1.0,2020-06-03 20:27:54,2020-06-03 20:32:41,1.0,1.1,1.0,N,75,151,1.0,6.0,0.5,0.5,1.46,0.0,0.3,8.76,0.0
57,57,2.0,2020-06-03 20:17:15,2020-06-03 20:28:13,1.0,2.12,1.0,N,42,74,1.0,10.0,0.5,0.5,0.0,0.0,0.3,11.3,0.0
58,58,2.0,2020-06-03 22:21:38,2020-06-03 22:40:11,1.0,4.94,1.0,N,91,177,2.0,17.5,0.5,0.5,0.0,0.0,0.3,18.8,0.0
59,59,2.0,2020-06-04 05:45:39,2020-06-04 05:49:42,1.0,1.37,1.0,N,75,262,2.0,6.0,0.5,0.5,0.0,0.0,0.3,9.8,2.5
60,60,2.0,2020-06-04 06:51:09,2020-06-04 06:55:23,1.0,0.62,1.0,N,230,161,1.0,5.0,0.0,0.5,2.08,0.0,0.3,10.38,2.5
61,61,1.0,2020-06-04 08:39:56,2020-06-04 08:45:28,1.0,0.7,1.0,N,48,170,2.0,5.5,2.5,0.5,0.0,0.0,0.3,8.8,2.5
62,62,2.0,2020-06-04 09:35:30,2020-06-04 09:49:27,1.0,4.8,1.0,N,68,151,1.0,16.5,0.0,0.5,5.0,0.0,0.3,24.8,2.5
63,63,2.0,2020-06-04 09:51:14,2020-06-04 10:02:52,1.0,3.0,1.0,N,186,237,1.0,11.0,0.0,0.5,2.86,0.0,0.3,17.16,2.5
64,64,1.0,2020-06-04 10:12:30,2020-06-04 10:17:47,1.0,0.7,1.0,N,236,75,1.0,5.5,2.5,0.5,2.2,0.0,0.3,11.0,2.5
65,65,2.0,2020-06-04 10:16:49,2020-06-04 10:20:14,1.0,1.2,1.0,N,143,230,1.0,5.5,0.0,0.5,1.0,0.0,0.3,9.8,2.5
66,66,2.0,2020-06-04 10:30:53,2020-06-04 10:35:50,2.0,1.43,1.0,N,137,229,2.0,6.5,0.0,0.5,0.0,0.0,0.3,9.8,2.5
67,67,2.0,2020-06-04 11:02:51,2020-06-04 11:45:38,1.0,18.19,1.0,N,132,97,2.0,52.0,0.0,0.5,0.0,0.0,0.3,52.8,0.0
68,68,1.0,2020-06-04 11:12:19,2020-06-04 11:18:12,0.0,1.0,1.0,N,234,79,2.0,6.0,2.5,0.5,0.0,0.0,0.3,9.3,2.5
69,69,2.0,2020-06-04 11:40:51,2020-06-04 11:45:46,2.0,0.73,1.0,N,7,179,2.0,5.0,0.0,0.5,0.0,0.0,0.3,5.8,0.0
70,70,1.0,2020-06-04 12:33:27,2020-06-04 12:41:45,1.0,2.6,1.0,N,231,164,1.0,9.5,2.5,0.5,2.55,0.0,0.3,15.35,2.5
71,71,2.0,2020-06-04 12:34:44,2020-06-04 12:52:48,1.0,4.04,1.0,N,75,234,2.0,16.0,0.0,0.5,0.0,0.0,0.3,19.3,2.5
72,72,2.0,2020-06-04 12:50:07,2020-06-04 13:02:34,6.0,2.54,1.0,N,107,163,1.0,11.0,0.0,0.5,3.58,0.0,0.3,17.88,2.5
73,73,1.0,2020-06-04 13:55:46,2020-06-04 14:20:11,1.0,12.7,1.0,N,233,14,1.0,36.0,2.5,0.5,13.6,6.12,0.3,59.02,2.5
74,74,2.0,2020-06-04 13:04:13,2020-06-04 13:11:17,1.0,1.68,1.0,N,234,48,2.0,7.5,0.0,0.5,0.0,0.0,0.3,10.8,2.5
75,75,1.0,2020-06-04 14:30:15,2020-06-04 14:49:04,1.0,4.7,1.0,N,137,256,2.0,18.5,2.5,0.5,0.0,0.0,0.3,21.8,2.5
76,76,1.0,2020-06-04 16:35:41,2020-06-04 16:48:25,1.0,3.5,1.0,N,141,79,1.0,13.5,3.5,0.5,1.0,0.0,0.3,18.8,2.5
77,77,2.0,2020-06-04 16:18:01,2020-06-04 16:32:06,1.0,3.28,1.0,N,186,238,1.0,12.5,1.0,0.5,3.36,0.0,0.3,20.16,2.5
78,78,1.0,2020-06-04 17:19:08,2020-06-04 17:22:58,1.0,1.1,1.0,N,140,263,1.0,5.5,3.5,0.5,1.95,0.0,0.3,11.75,2.5
79,79,1.0,2020-06-04 19:43:32,2020-06-04 19:58:58,1.0,4.5,1.0,N,202,170,1.0,15.0,3.5,0.5,3.86,0.0,0.3,23.16,2.5
80,80,2.0,2020-06-04 19:08:04,2020-06-04 19:14:42,1.0,1.1,1.0,N,161,137,1.0,6.5,1.0,0.5,2.16,0.0,0.3,12.96,2.5
81,81,1.0,2020-06-04 21:10:07,2020-06-04 21:10:15,1.0,0.0,1.0,Y,94,94,1.0,2.5,0.5,0.0,7.0,0.0,0.3,10.3,0.0
82,82,2.0,2020-06-05 03:48:26,2020-06-05 03:59:29,1.0,3.93,1.0,N,100,145,1.0,13.5,0.5,0.5,3.46,0.0,0.3,20.76,2.5
83,83,2.0,2020-06-05 06:13:14,2020-06-05 06:29:27,1.0,7.49,1.0,N,74,148,2.0,22.5,0.0,0.5,0.0,0.0,0.3,25.8,2.5
84,84,1.0,2020-06-05 07:22:44,2020-06-05 07:30:48,1.0,2.7,1.0,N,142,236,1.0,10.0,2.5,0.5,2.0,0.0,0.3,15.3,2.5
85,85,2.0,2020-06-05 07:00:38,2020-06-05 07:05:39,3.0,1.72,1.0,N,140,75,2.0,7.0,0.0,0.5,0.0,0.0,0.3,10.3,2.5
86,86,2.0,2020-06-05 09:02:04,2020-06-05 09:10:49,1.0,1.56,1.0,N,263,140,1.0,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5
87,87,2.0,2020-06-05 10:42:11,2020-06-05 10:49:47,1.0,2.15,1.0,N,164,249,2.0,8.0,0.0,0.5,0.0,0.0,0.3,11.3,2.5
88,88,1.0,2020-06-05 10:19:12,2020-06-05 10:36:30,1.0,3.5,1.0,N,75,143,1.0,14.5,2.5,0.5,3.55,0.0,0.3,21.35,2.5
89,89,1.0,2020-06-05 11:55:51,2020-06-05 12:03:20,1.0,1.4,1.0,N,161,68,1.0,7.0,2.5,0.5,3.09,0.0,0.3,13.39,2.5
90,90,1.0,2020-06-05 11:31:22,2020-06-05 11:43:04,2.0,1.0,1.0,N,75,75,1.0,8.5,0.0,0.5,1.0,0.0,0.3,10.3,0.0
91,91,2.0,2020-06-05 12:40:20,2020-06-05 12:52:36,1.0,1.84,1.0,N,236,229,1.0,9.5,0.0,0.5,1.92,0.0,0.3,14.72,2.5
92,92,1.0,2020-06-05 12:00:04,2020-06-05 12:10:18,1.0,2.0,1.0,N,142,151,1.0,9.5,2.5,0.5,1.0,0.0,0.3,13.8,2.5
93,93,1.0,2020-06-05 12:39:09,2020-06-05 12:52:51,4.0,4.3,1.0,N,90,265,1.0,14.5,2.5,0.5,5.9,11.75,0.3,35.45,2.5
94,94,1.0,2020-06-05 12:26:15,2020-06-05 12:39:58,1.0,2.2,1.0,N,162,90,1.0,11.0,2.5,0.5,2.85,0.0,0.3,17.15,2.5
95,95,1.0,2020-06-05 13:13:36,2020-06-05 13:17:26,1.0,0.5,1.0,N,262,140,1.0,4.5,2.5,0.5,3.0,0.0,0.3,10.8,2.5
96,96,2.0,2020-06-05 13:34:46,2020-06-05 13:39:15,3.0,1.28,1.0,N,236,238,2.0,6.0,0.0,0.5,0.0,0.0,0.3,9.3,2.5
97,97,2.0,2020-06-05 13:44:04,2020-06-05 13:45:44,1.0,0.33,1.0,N,90,68,2.0,3.5,0.0,0.5,0.0,0.0,0.3,6.8,2.5
98,98,2.0,2020-06-05 14:01:32,2020-06-05 14:06:10,1.0,1.16,1.0,N,234,100,1.0,6.0,0.0,0.5,1.86,0.0,0.3,11.16,2.5
99,99,2.0,2020-06-05 15:17:19,2020-06-05 15:28:17,1.0,1.77,1.0,N,151,42,2.0,9.5,0.0,0.5,0.0,0.0,0.3,10.3,0.0
100,100,2.0,2020-06-05 17:35:03,2020-06-05 17:44:02,2.0,1.87,1.0,N,186,170,1.0,8.5,1.0,0.5,0.0,0.0,0.3,12.8,2.5
101,101,1.0,2020-06-05 18:56:03,2020-06-05 19:10:19,1.0,2.5,1.0,N,237,237,3.0,12.0,3.5,0.5,0.0,0.0,0.3,16.3,2.5
102,102,1.0,2020-06-05 23:26:08,2020-06-05 23:26:39,1.0,0.1,5.0,N,138,138,1.0,25.0,0.0,0.0,0.05,0.0,0.3,25.35,0.0
103,103,2.0,2020-06-06 04:52:32,2020-06-06 05:20:59,1.0,13.96,1.0,N,48,47,4.0,-40.5,-0.5,-0.5,0.0,0.0,-0.3,-44.3,-2.5
104,104,2.0,2020-06-06 07:03:55,2020-06-06 07:09:55,1.0,1.1,1.0,N,229,140,1.0,6.0,0.0,0.5,1.86,0.0,0.3,11.16,2.5
105,105,1.0,2020-06-06 09:04:46,2020-06-06 09:09:50,1.0,1.4,1.0,N,170,107,1.0,6.5,2.5,0.5,2.9,0.0,0.3,12.7,2.5
106,106,2.0,2020-06-06 10:33:05,2020-06-06 10:35:34,1.0,0.97,1.0,N,140,262,2.0,4.5,0.0,0.5,0.0,0.0,0.3,7.8,2.5
107,107,1.0,2020-06-06 11:19:46,2020-06-06 11:32:26,1.0,4.1,1.0,N,233,75,1.0,14.0,2.5,0.5,3.45,0.0,0.3,20.75,2.5
108,108,2.0,2020-06-06 11:38:37,2020-06-06 11:42:44,5.0,0.54,1.0,N,262,236,1.0,5.0,0.0,0.5,1.66,0.0,0.3,9.96,2.5
109,109,1.0,2020-06-06 11:28:25,2020-06-06 11:33:54,2.0,1.1,1.0,N,237,262,1.0,6.0,2.5,0.5,1.85,0.0,0.3,11.15,2.5
110,110,1.0,2020-06-06 12:55:20,2020-06-06 13:11:55,1.0,8.6,1.0,N,138,234,1.0,25.5,2.5,0.5,6.95,6.12,0.3,41.87,2.5
111,111,2.0,2020-06-06 12:26:39,2020-06-06 12:31:57,1.0,1.03,1.0,N,161,229,1.0,5.5,0.0,0.5,1.76,0.0,0.3,10.56,2.5
112,112,2.0,2020-06-06 14:57:56,2020-06-06 15:04:01,1.0,0.81,1.0,N,74,75,1.0,6.0,0.0,0.5,1.36,0.0,0.3,8.16,0.0
113,113,2.0,2020-06-06 16:37:09,2020-06-06 16:48:01,1.0,2.61,1.0,N,170,114,1.0,10.5,0.0,0.5,3.45,0.0,0.3,17.25,2.5
114,114,1.0,2020-06-06 17:50:55,2020-06-06 18:18:34,0.0,16.5,2.0,N,132,211,1.0,52.0,2.5,0.5,5.0,0.0,0.3,60.3,2.5
115,115,1.0,2020-06-06 17:00:52,2020-06-06 17:05:13,1.0,1.4,1.0,N,164,162,1.0,6.0,2.5,0.5,2.3,0.0,0.3,11.6,2.5
116,116,2.0,2020-06-06 17:56:34,2020-06-06 18:00:03,1.0,0.42,1.0,N,87,13,2.0,4.5,0.0,0.5,0.0,0.0,0.3,7.8,2.5
117,117,2.0,2020-06-06 17:57:57,2020-06-06 18:04:52,2.0,1.69,1.0,N,100,137,2.0,7.5,0.0,0.5,0.0,0.0,0.3,10.8,2.5
118,118,2.0,2020-06-06 17:21:19,2020-06-06 17:37:09,2.0,2.55,1.0,N,90,144,2.0,12.0,0.0,0.5,0.0,0.0,0.3,15.3,2.5
119,119,2.0,2020-06-06 17:26:19,2020-06-06 18:14:35,2.0,7.34,1.0,N,159,182,1.0,33.5,0.0,0.5,2.75,0.0,0.3,37.05,0.0
120,120,2.0,2020-06-06 18:26:40,2020-06-06 18:51:17,1.0,12.24,1.0,N,138,87,1.0,36.0,0.0,0.5,6.0,0.0,0.3,45.3,2.5
121,121,2.0,2020-06-06 18:13:03,2020-06-06 18:17:18,1.0,1.31,1.0,N,237,263,1.0,6.0,0.0,0.5,0.0,0.0,0.3,9.3,2.5
122,122,1.0,2020-06-06 19:31:20,2020-06-06 19:37:51,1.0,2.8,1.0,N,264,264,1.0,10.0,0.0,0.5,1.94,0.0,0.3,12.74,0.0
123,123,1.0,2020-06-06 20:10:00,2020-06-06 20:13:40,1.0,0.7,1.0,N,264,193,2.0,5.0,0.5,0.5,0.0,0.0,0.3,6.3,0.0
124,124,2.0,2020-06-06 22:13:25,2020-06-06 22:30:11,1.0,8.4,1.0,N,159,32,1.0,25.5,0.5,0.5,2.0,0.0,0.3,28.8,0.0
125,125,2.0,2020-06-07 00:13:56,2020-06-07 00:36:46,2.0,4.58,1.0,N,238,233,1.0,19.0,0.5,0.5,4.56,0.0,0.3,27.36,2.5
126,126,2.0,2020-06-07 00:12:30,2020-06-07 00:31:10,1.0,4.5,1.0,N,82,80,1.0,18.5,0.5,0.5,1.98,0.0,0.3,23.73,0.0
127,127,1.0,2020-06-07 02:01:39,2020-06-07 02:03:42,1.0,1.0,1.0,N,74,75,2.0,5.0,0.5,0.5,0.0,0.0,0.3,6.3,0.0
128,128,2.0,2020-06-07 03:07:49,2020-06-07 03:36:37,1.0,13.39,1.0,N,147,88,2.0,38.5,0.5,0.5,0.0,0.0,0.3,42.3,2.5
129,129,2.0,2020-06-07 06:30:22,2020-06-07 06:34:45,1.0,0.64,1.0,N,141,237,1.0,5.0,0.0,0.5,1.8,0.0,0.3,10.1,2.5
130,130,2.0,2020-06-07 08:57:18,2020-06-07 09:01:30,1.0,1.47,1.0,N,239,236,1.0,6.0,0.0,0.5,1.5,0.0,0.3,10.8,2.5
131,131,1.0,2020-06-07 09:47:23,2020-06-07 09:52:33,1.0,1.7,1.0,N,229,236,1.0,7.0,2.5,0.5,2.55,0.0,0.3,12.85,2.5
132,132,2.0,2020-06-07 10:21:16,2020-06-07 10:24:50,5.0,0.36,1.0,N,142,142,2.0,4.5,0.0,0.5,0.0,0.0,0.3,7.8,2.5
133,133,2.0,2020-06-07 13:11:12,2020-06-07 13:32:40,1.0,9.45,1.0,N,138,186,1.0,29.5,0.0,0.5,9.73,6.12,0.3,48.65,2.5
134,134,1.0,2020-06-07 14:19:24,2020-06-07 14:25:07,1.0,1.8,1.0,N,236,163,1.0,7.5,2.5,0.5,2.7,0.0,0.3,13.5,2.5
135,135,1.0,2020-06-07 15:12:33,2020-06-07 15:21:33,1.0,1.4,1.0,N,142,239,1.0,8.0,2.5,0.5,2.8,0.0,0.3,14.1,2.5
136,136,2.0,2020-06-07 15:11:51,2020-06-07 15:14:39,2.0,0.79,1.0,N,238,142,1.0,4.5,0.0,0.5,1.0,0.0,0.3,8.8,2.5
137,137,2.0,2020-06-07 15:25:09,2020-06-07 15:31:47,1.0,2.38,1.0,N,236,74,1.0,8.5,0.0,0.5,2.36,0.0,0.3,14.16,2.5
138,138,2.0,2020-06-07 16:44:34,2020-06-07 16:58:55,1.0,2.61,1.0,N,186,144,2.0,11.5,0.0,0.5,0.0,0.0,0.3,14.8,2.5
139,139,1.0,2020-06-07 19:05:46,2020-06-07 19:14:12,0.0,2.5,1.0,N,141,107,1.0,9.0,2.5,0.5,0.0,0.0,0.3,12.3,2.5
140,140,2.0,2020-06-08 08:08:56,2020-06-08 08:20:57,1.0,2.99,1.0,N,116,168,2.0,12.0,0.0,0.5,0.0,0.0,0.3,12.8,0.0
141,141,2.0,2020-06-08 08:47:57,2020-06-08 08:55:14,1.0,1.5,1.0,N,161,162,1.0,7.5,0.0,0.5,2.7,0.0,0.3,13.5,2.5
142,142,1.0,2020-06-08 09:43:03,2020-06-08 09:47:43,1.0,0.6,1.0,N,238,239,1.0,5.0,2.5,0.5,1.65,0.0,0.3,9.95,2.5
143,143,2.0,2020-06-08 10:41:31,2020-06-08 10:49:50,1.0,1.66,1.0,N,148,231,2.0,7.5,0.0,0.5,0.0,0.0,0.3,10.8,2.5
144,144,2.0,2020-06-08 11:21:49,2020-06-08 11:34:50,1.0,2.19,1.0,N,74,152,2.0,10.5,0.0,0.5,0.0,0.0,0.3,11.3,0.0
145,145,1.0,2020-06-08 11:59:10,2020-06-08 12:04:56,1.0,1.5,1.0,N,68,163,1.0,7.0,2.5,0.5,1.03,0.0,0.3,11.33,2.5
146,146,2.0,2020-06-08 11:02:36,2020-06-08 11:11:10,1.0,4.6,1.0,N,238,244,2.0,14.0,0.0,0.5,0.0,0.0,0.3,14.8,0.0
147,147,1.0,2020-06-08 11:16:13,2020-06-08 11:21:40,1.0,0.0,1.0,N,225,225,1.0,24.2,0.0,0.5,0.0,0.0,0.3,25.0,0.0
148,148,2.0,2020-06-08 11:45:01,2020-06-08 11:50:48,1.0,1.69,1.0,N,237,236,2.0,7.0,0.0,0.5,0.0,0.0,0.3,10.3,2.5
149,149,2.0,2020-06-08 11:46:40,2020-06-08 11:49:17,1.0,0.86,1.0,N,74,263,2.0,4.5,0.0,0.5,0.0,0.0,0.3,7.8,2.5
150,150,1.0,2020-06-08 13:47:26,2020-06-08 13:54:47,1.0,2.2,1.0,N,170,141,2.0,8.5,2.5,0.5,0.0,0.0,0.3,11.8,2.5
151,151,1.0,2020-06-08 14:31:54,2020-06-08 14:41:49,0.0,2.9,1.0,N,140,224,1.0,11.5,2.5,0.5,3.7,0.0,0.3,18.5,2.5
152,152,1.0,2020-06-08 14:05:14,2020-06-08 14:34:25,1.0,1.6,1.0,N,230,48,2.0,18.0,2.5,0.5,0.0,0.0,0.3,21.3,2.5
153,153,1.0,2020-06-08 15:46:55,2020-06-08 15:53:46,2.0,1.2,1.0,N,143,230,2.0,7.0,2.5,0.5,0.0,0.0,0.3,10.3,2.5
154,154,1.0,2020-06-08 18:36:14,2020-06-08 18:39:53,1.0,0.3,1.0,N,170,170,1.0,4.0,3.5,0.5,1.0,0.0,0.3,9.3,2.5
