,Unnamed: 0,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
23,23,2.0,2020-08-02 00:03:43,2020-08-02 00:13:44,1.0,2.28,1.0,N,125,12,1.0,9.5,0.5,0.5,3.32,0.0,0.3,16.62,2.5
24,24,2.0,2020-08-02 01:37:34,2020-08-02 01:48:10,1.0,2.63,1.0,N,237,90,1.0,10.5,0.5,0.5,1.0,0.0,0.3,15.3,2.5
25,25,1.0,2020-08-02 10:49:44,2020-08-02 10:53:44,1.0,1.2,1.0,Y,230,142,1.0,6.0,2.5,0.5,1.85,0.0,0.3,11.15,2.5
26,26,2.0,2020-08-02 11:45:07,2020-08-02 11:46:37,2.0,0.09,1.0,N,162,229,3.0,-3.0,0.0,-0.5,0.0,0.0,-0.3,-6.3,-2.5
27,27,1.0,2020-08-02 12:12:13,2020-08-02 12:20:11,1.0,2.3,1.0,N,237,239,1.0,9.0,2.5,0.5,2.45,0.0,0.3,14.75,2.5
28,28,1.0,2020-08-02 18:04:58,2020-08-02 18:07:20,1.0,1.0,1.0,N,75,74,2.0,4.5,0.0,0.5,0.0,0.0,0.3,5.3,0.0
29,29,1.0,2020-08-02 19:15:05,2020-08-02 19:48:24,1.0,19.2,2.0,N,132,113,1.0,52.0,2.5,0.5,11.05,0.0,0.3,66.35,2.5
30,30,1.0,2020-08-02 19:23:57,2020-08-02 19:38:34,1.0,4.6,1.0,N,107,43,1.0,15.0,3.5,0.5,2.0,0.0,0.3,21.3,2.5
31,31,1.0,2020-08-02 20:07:50,2020-08-02 20:24:09,1.0,6.1,1.0,N,116,100,1.0,20.0,3.0,0.5,2.0,0.0,0.3,25.8,2.5
32,32,2.0,2020-08-02 20:45:26,2020-08-02 20:54:34,2.0,2.94,1.0,N,162,236,1.0,10.0,0.5,0.5,1.5,0.0,0.3,15.3,2.5
33,33,2.0,2020-08-02 19:53:16,2020-08-02 20:01:48,1.0,1.82,1.0,N,186,162,1.0,8.5,0.5,0.5,3.08,0.0,0.3,15.38,2.5
34,34,1.0,2020-08-02 23:48:20,2020-08-02 23:54:03,2.0,1.2,1.0,N,90,79,1.0,6.5,3.0,0.5,2.05,0.0,0.3,12.35,2.5
35,35,2.0,2020-08-03 03:29:11,2020-08-03 03:44:19,1.0,6.03,1.0,N,142,261,1.0,18.5,0.5,0.5,4.46,0.0,0.3,26.76,2.5
36,36,2.0,2020-08-03 05:43:17,2020-08-03 05:54:42,1.0,3.49,1.0,N,239,164,2.0,12.5,0.5,0.5,0.0,0.0,0.3,16.3,2.5
37,37,1.0,2020-08-03 07:01:04,2020-08-03 07:06:36,1.0,1.1,1.0,N,186,50,1.0,6.0,2.5,0.5,2.75,0.0,0.3,12.05,2.5
38,38,2.0,2020-08-03 08:02:54,2020-08-03 08:07:48,1.0,1.02,1.0,N,170,162,1.0,6.0,0.0,0.5,2.32,0.0,0.3,11.62,2.5
39,39,2.0,2020-08-03 09:23:53,2020-08-03 09:26:28,2.0,0.58,1.0,N,238,151,2.0,4.0,0.0,0.5,0.0,0.0,0.3,4.8,0.0
40,40,1.0,2020-08-03 10:31:00,2020-08-03 10:43:02,1.0,1.4,1.0,N,237,75,1.0,9.5,2.5,0.5,3.8,0.0,0.3,16.6,2.5
41,41,2.0,2020-08-03 10:48:21,2020-08-03 10:59:56,1.0,1.7,1.0,N,164,237,1.0,9.5,0.0,0.5,2.56,0.0,0.3,15.36,2.5
42,42,2.0,2020-08-03 10:59:55,2020-08-03 11:08:44,1.0,1.55,1.0,N,141,262,1.0,8.0,0.0,0.5,2.26,0.0,0.3,13.56,2.5
43,43,2.0,2020-08-03 11:34:28,2020-08-03 11:48:29,1.0,2.24,1.0,N,107,163,1.0,11.0,0.0,0.5,4.29,0.0,0.3,18.59,2.5
44,44,1.0,2020-08-03 12:30:11,2020-08-03 12:42:35,1.0,5.0,1.0,N,164,88,1.0,16.5,2.5,0.5,3.95,0.0,0.3,23.75,2.5
45,45,2.0,2020-08-03 12:48:15,2020-08-03 13:00:03,1.0,2.05,1.0,N,163,141,1.0,10.0,0.0,0.5,2.66,0.0,0.3,15.96,2.5
46,46,2.0,2020-08-03 13:53:32,2020-08-03 13:57:00,1.0,0.94,1.0,N,230,186,2.0,5.0,0.0,0.5,0.0,0.0,0.3,8.3,2.5
47,47,2.0,2020-08-03 14:17:16,2020-08-03 14:22:19,1.0,1.38,1.0,N,238,43,1.0,6.5,0.0,0.5,2.45,0.0,0.3,12.25,2.5
48,48,1.0,2020-08-03 14:39:30,2020-08-03 14:47:37,1.0,1.4,1.0,N,230,234,2.0,7.5,2.5,0.5,0.0,0.0,0.3,10.8,2.5
49,49,2.0,2020-08-03 15:57:12,2020-08-03 16:11:25,1.0,3.24,1.0,N,239,68,2.0,12.0,0.0,0.5,0.0,0.0,0.3,15.3,2.5
50,50,1.0,2020-08-03 16:53:03,2020-08-03 16:56:19,1.0,0.7,1.0,N,161,100,2.0,4.5,3.5,0.5,0.0,0.0,0.3,8.8,2.5
51,51,1.0,2020-08-03 16:26:22,2020-08-03 16:32:46,2.0,1.2,1.0,N,90,113,1.0,6.5,3.5,0.5,0.0,0.0,0.3,10.8,2.5
52,52,2.0,2020-08-03 16:27:43,2020-08-03 16:38:06,1.0,1.08,1.0,N,141,162,1.0,8.0,1.0,0.5,2.46,0.0,0.3,14.76,2.5
53,53,2.0,2020-08-03 17:37:57,2020-08-03 17:50:28,1.0,2.69,1.0,N,161,263,2.0,11.0,1.0,0.5,0.0,0.0,0.3,15.3,2.5
54,54,1.0,2020-08-03 17:38:26,2020-08-03 17:44:16,0.0,1.2,1.0,N,137,162,1.0,6.5,3.5,0.5,2.16,0.0,0.3,12.96,2.5
55,55,1.0,2020-08-03 17:55:46,2020-08-03 18:36:34,1.0,0.0,1.0,N,209,72,1.0,24.2,0.0,0.5,0.0,0.0,0.3,25.0,0.0
56,56,2.0,2020-08-03 17:16:41,2020-08-03 17:26:59,5.0,1.72,1.0,N,141,239,1.0,9.0,1.0,0.5,2.66,0.0,0.3,15.96,2.5
57,57,2.0,2020-08-03 18:06:43,2020-08-03 18:11:58,1.0,1.53,1.0,N,151,143,1.0,6.5,1.0,0.5,2.16,0.0,0.3,12.96,2.5
58,58,1.0,2020-08-03 19:18:52,2020-08-03 19:36:55,1.0,6.4,1.0,N,138,198,1.0,21.0,1.0,0.5,4.55,0.0,0.3,27.35,0.0
59,59,1.0,2020-08-03 20:32:28,2020-08-03 20:41:36,3.0,2.2,1.0,N,234,50,1.0,9.5,3.0,0.5,1.7,0.0,0.3,15.0,2.5
60,60,2.0,2020-08-03 20:13:50,2020-08-03 20:21:04,1.0,1.43,1.0,N,163,263,1.0,7.0,1.0,0.5,2.26,0.0,0.3,13.56,2.5
61,61,2.0,2020-08-03 22:04:28,2020-08-03 22:07:28,1.0,0.62,1.0,N,237,237,1.0,4.5,0.5,0.5,2.49,0.0,0.3,10.79,2.5
62,62,1.0,2020-08-04 00:15:43,2020-08-04 00:28:02,1.0,3.5,1.0,N,141,68,2.0,13.0,3.0,0.5,0.0,0.0,0.3,16.8,2.5
63,63,2.0,2020-08-04 06:29:56,2020-08-04 06:38:27,5.0,2.8,1.0,N,238,68,2.0,10.0,0.0,0.5,0.0,0.0,0.3,13.3,2.5
64,64,2.0,2020-08-04 07:30:54,2020-08-04 07:43:39,2.0,3.1,1.0,N,163,166,1.0,12.0,0.0,0.5,3.06,0.0,0.3,18.36,2.5
65,65,1.0,2020-08-04 08:05:04,2020-08-04 08:16:36,1.0,3.5,1.0,N,74,244,1.0,13.0,0.0,0.5,2.75,0.0,0.3,16.55,0.0
66,66,1.0,2020-08-04 08:53:44,2020-08-04 08:58:30,1.0,0.7,1.0,N,141,140,1.0,5.0,2.5,0.5,1.0,0.0,0.3,9.3,2.5
67,67,2.0,2020-08-04 08:52:30,2020-08-04 08:59:10,1.0,1.04,1.0,N,140,237,1.0,6.5,0.0,0.5,1.2,0.0,0.3,11.0,2.5
68,68,2.0,2020-08-04 09:02:44,2020-08-04 09:05:38,1.0,0.66,1.0,N,230,100,1.0,4.5,0.0,0.5,1.56,0.0,0.3,9.36,2.5
69,69,2.0,2020-08-04 10:57:26,2020-08-04 11:05:13,2.0,1.65,1.0,N,90,170,1.0,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5
70,70,2.0,2020-08-04 10:58:26,2020-08-04 11:04:36,1.0,1.03,1.0,N,116,244,2.0,6.5,0.0,0.5,0.0,0.0,0.3,7.3,0.0
71,71,2.0,2020-08-04 10:37:30,2020-08-04 10:43:09,3.0,0.87,1.0,N,229,161,1.0,5.5,0.0,0.5,1.5,0.0,0.3,10.3,2.5
72,72,2.0,2020-08-04 10:20:26,2020-08-04 10:36:28,1.0,2.54,1.0,N,239,262,1.0,13.0,0.0,0.5,3.26,0.0,0.3,19.56,2.5
73,73,2.0,2020-08-04 11:01:35,2020-08-04 11:16:41,1.0,2.99,1.0,N,237,107,1.0,12.5,0.0,0.5,3.16,0.0,0.3,18.96,2.5
74,74,2.0,2020-08-04 11:40:58,2020-08-04 11:59:19,1.0,2.94,1.0,N,236,166,2.0,14.0,0.0,0.5,0.0,0.0,0.3,17.3,2.5
75,75,2.0,2020-08-04 13:24:43,2020-08-04 13:37:59,1.0,3.0,1.0,N,140,234,1.0,12.0,0.0,0.5,3.83,0.0,0.3,19.13,2.5
76,76,2.0,2020-08-04 13:15:24,2020-08-04 13:45:14,1.0,20.61,2.0,N,132,132,2.0,52.0,0.0,0.5,0.0,6.12,0.3,61.42,2.5
77,77,1.0,2020-08-04 14:20:35,2020-08-04 14:26:00,1.0,0.8,1.0,N,48,186,1.0,5.5,2.5,0.5,1.0,0.0,0.3,9.8,2.5
78,78,2.0,2020-08-04 14:30:45,2020-08-04 14:36:47,6.0,1.11,1.0,N,142,163,2.0,6.0,0.0,0.5,0.0,0.0,0.3,9.3,2.5
79,79,2.0,2020-08-04 14:21:50,2020-08-04 14:31:44,1.0,2.14,1.0,N,263,74,1.0,9.0,0.0,0.5,1.0,0.0,0.3,13.3,2.5
80,80,1.0,2020-08-04 15:11:28,2020-08-04 15:39:55,1.0,5.6,1.0,N,170,74,1.0,22.0,2.5,0.5,0.0,0.0,0.3,25.3,2.5
81,81,2.0,2020-08-04 15:49:06,2020-08-04 15:53:54,1.0,1.21,1.0,N,237,141,2.0,6.0,0.0,0.5,0.0,0.0,0.3,9.3,2.5
82,82,2.0,2020-08-04 16:11:10,2020-08-04 16:23:55,1.0,2.42,1.0,N,186,162,2.0,10.5,1.0,0.5,0.0,0.0,0.3,14.8,2.5
83,83,1.0,2020-08-04 16:36:39,2020-08-04 16:45:10,1.0,1.5,1.0,N,234,79,1.0,8.0,3.5,0.5,2.45,0.0,0.3,14.75,2.5
84,84,1.0,2020-08-04 17:48:28,2020-08-04 17:57:52,1.0,2.1,1.0,N,100,141,3.0,9.0,3.5,0.5,0.0,0.0,0.3,13.3,2.5
85,85,2.0,2020-08-04 17:11:18,2020-08-04 17:13:18,2.0,0.61,1.0,N,246,48,2.0,4.0,1.0,0.5,0.0,0.0,0.3,8.3,2.5
86,86,1.0,2020-08-04 17:56:29,2020-08-04 17:59:58,2.0,0.8,1.0,N,166,166,2.0,5.0,1.0,0.5,0.0,0.0,0.3,6.8,0.0
87,87,2.0,2020-08-04 20:01:50,2020-08-04 20:07:43,4.0,0.76,1.0,N,249,211,1.0,5.5,0.5,0.5,1.4,0.0,0.3,10.7,2.5
88,88,1.0,2020-08-04 20:52:55,2020-08-04 21:08:17,2.0,4.3,1.0,N,249,25,1.0,15.0,3.0,0.5,3.75,0.0,0.3,22.55,2.5
89,89,2.0,2020-08-04 20:39:46,2020-08-04 20:48:31,1.0,2.33,1.0,N,186,229,1.0,9.0,0.5,0.5,2.56,0.0,0.3,15.36,2.5
90,90,1.0,2020-08-05 07:12:20,2020-08-05 07:20:26,1.0,1.9,1.0,N,151,236,2.0,8.5,2.5,0.5,0.0,0.0,0.3,11.8,2.5
91,91,1.0,2020-08-05 07:00:42,2020-08-05 07:08:21,2.0,2.5,1.0,Y,107,140,1.0,9.0,2.5,0.5,2.0,0.0,0.3,14.3,2.5
92,92,2.0,2020-08-05 07:28:45,2020-08-05 07:31:28,1.0,0.7,1.0,N,239,143,1.0,4.5,0.0,0.5,1.17,0.0,0.3,8.97,2.5
93,93,2.0,2020-08-05 08:15:54,2020-08-05 08:24:16,3.0,1.63,1.0,N,142,162,1.0,8.0,0.0,0.5,1.13,0.0,0.3,12.43,2.5
94,94,1.0,2020-08-05 09:28:23,2020-08-05 09:34:14,1.0,1.6,1.0,N,90,161,1.0,7.0,2.5,0.5,2.55,0.0,0.3,12.85,2.5
95,95,1.0,2020-08-05 09:57:54,2020-08-05 10:12:54,1.0,2.7,1.0,N,50,43,1.0,12.5,2.5,0.5,2.5,0.0,0.3,18.3,2.5
96,96,1.0,2020-08-05 10:12:53,2020-08-05 10:23:29,1.0,1.5,1.0,N,75,263,1.0,9.0,2.5,0.5,2.46,0.0,0.3,14.76,2.5
97,97,2.0,2020-08-05 10:33:12,2020-08-05 10:42:18,2.0,1.16,1.0,N,141,236,2.0,7.5,0.0,0.5,0.0,0.0,0.3,10.8,2.5
98,98,2.0,2020-08-05 11:00:43,2020-08-05 11:11:17,1.0,1.33,1.0,N,164,79,1.0,8.5,0.0,0.5,2.36,0.0,0.3,14.16,2.5
99,99,2.0,2020-08-05 09:56:57,2020-08-05 10:08:53,1.0,2.07,1.0,N,170,236,1.0,10.5,0.0,0.5,1.0,0.0,0.3,14.8,2.5
100,100,1.0,2020-08-05 11:32:52,2020-08-05 11:44:28,1.0,1.9,1.0,N,170,140,1.0,9.5,2.5,0.5,2.55,0.0,0.3,15.35,2.5
101,101,2.0,2020-08-05 11:34:18,2020-08-05 11:56:51,2.0,5.21,1.0,N,75,244,2.0,20.0,0.0,0.5,0.0,0.0,0.3,20.8,0.0
102,102,2.0,2020-08-05 11:32:55,2020-08-05 11:38:16,3.0,0.47,1.0,N,142,48,1.0,5.0,0.0,0.5,0.0,0.0,0.3,8.3,2.5
103,103,1.0,2020-08-05 11:55:28,2020-08-05 12:05:39,0.0,1.9,1.0,N,163,164,1.0,9.5,2.5,0.5,2.55,0.0,0.3,15.35,2.5
104,104,2.0,2020-08-05 12:01:47,2020-08-05 12:12:15,2.0,1.94,1.0,N,239,163,1.0,9.0,0.0,0.5,2.46,0.0,0.3,14.76,2.5
105,105,2.0,2020-08-05 12:40:23,2020-08-05 12:45:14,1.0,0.82,1.0,N,162,141,2.0,5.0,0.0,0.5,0.0,0.0,0.3,8.3,2.5
106,106,2.0,2020-08-05 12:47:56,2020-08-05 13:08:28,1.0,4.01,1.0,N,230,231,1.0,16.0,0.0,0.5,3.86,0.0,0.3,23.16,2.5
107,107,1.0,2020-08-05 12:32:42,2020-08-05 12:39:03,1.0,0.8,1.0,N,75,166,2.0,6.0,0.0,0.5,0.0,0.0,0.3,6.8,0.0
108,108,2.0,2020-08-05 12:33:16,2020-08-05 12:48:50,1.0,1.84,1.0,N,142,141,2.0,11.0,0.0,0.5,0.0,0.0,0.3,14.3,2.5
109,109,2.0,2020-08-05 14:04:48,2020-08-05 14:09:14,1.0,0.9,1.0,N,238,24,2.0,5.5,0.0,0.5,0.0,0.0,0.3,8.8,2.5
110,110,2.0,2020-08-05 14:46:27,2020-08-05 14:50:44,1.0,0.89,1.0,N,164,161,1.0,5.5,0.0,0.5,2.2,0.0,0.3,11.0,2.5
111,111,2.0,2020-08-05 14:59:22,2020-08-05 15:12:43,1.0,1.63,1.0,N,263,237,1.0,10.0,0.0,0.5,2.66,0.0,0.3,15.96,2.5
112,112,2.0,2020-08-05 15:30:43,2020-08-05 15:42:18,1.0,1.83,1.0,N,239,237,1.0,9.5,0.0,0.5,2.56,0.0,0.3,15.36,2.5
113,113,2.0,2020-08-05 17:27:03,2020-08-05 17:33:36,1.0,0.83,1.0,N,140,237,1.0,6.0,1.0,0.5,1.03,0.0,0.3,11.33,2.5
114,114,1.0,2020-08-05 18:25:21,2020-08-05 18:45:15,2.0,8.2,1.0,N,132,76,2.0,25.5,1.0,0.5,0.0,0.0,0.3,27.3,0.0
115,115,1.0,2020-08-05 18:51:11,2020-08-05 19:01:34,1.0,2.4,1.0,Y,137,237,1.0,9.5,3.5,0.5,1.0,0.0,0.3,14.8,2.5
116,116,2.0,2020-08-05 18:51:13,2020-08-05 18:57:19,1.0,1.2,1.0,N,170,161,1.0,6.5,1.0,0.5,2.16,0.0,0.3,12.96,2.5
117,117,2.0,2020-08-05 19:24:27,2020-08-05 19:28:25,2.0,0.95,1.0,N,230,48,2.0,5.0,1.0,0.5,0.0,0.0,0.3,9.3,2.5
118,118,2.0,2020-08-05 19:05:03,2020-08-05 19:10:26,1.0,0.8,1.0,N,140,141,1.0,5.5,1.0,0.5,1.5,0.0,0.3,11.3,2.5
119,119,1.0,2020-08-05 20:39:45,2020-08-05 20:52:06,1.0,3.5,1.0,N,230,7,3.0,13.0,3.0,0.5,0.0,0.0,0.3,16.8,2.5
120,120,2.0,2020-08-05 22:48:45,2020-08-05 22:53:31,4.0,1.35,1.0,N,234,161,2.0,6.5,0.5,0.5,0.0,0.0,0.3,10.3,2.5
121,121,1.0,2020-08-05 22:39:03,2020-08-05 22:48:56,1.0,1.9,1.0,N,239,141,1.0,9.5,3.0,0.5,2.65,0.0,0.3,15.95,2.5
122,122,2.0,2020-08-05 22:21:58,2020-08-06 22:17:28,1.0,6.73,1.0,N,237,243,1.0,21.5,0.5,0.5,1.26,0.0,0.3,26.56,2.5
123,123,1.0,2020-08-05 23:02:40,2020-08-05 23:13:07,1.0,3.2,1.0,N,75,42,2.0,12.0,0.5,0.5,0.0,0.0,0.3,13.3,0.0
124,124,2.0,2020-08-06 00:42:20,2020-08-06 00:44:49,1.0,0.78,1.0,N,263,141,1.0,4.5,0.5,0.5,2.08,0.0,0.3,10.38,2.5
125,125,1.0,2020-08-06 02:17:52,2020-08-06 02:26:24,1.0,2.4,1.0,N,132,219,2.0,8.5,0.5,0.5,0.0,0.0,0.3,9.8,0.0
126,126,2.0,2020-08-06 07:36:15,2020-08-06 07:42:48,2.0,1.91,1.0,N,79,162,1.0,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5
127,127,1.0,2020-08-06 07:32:49,2020-08-06 07:43:29,1.0,3.4,1.0,N,230,231,1.0,11.5,2.5,0.5,4.4,0.0,0.3,19.2,2.5
128,128,1.0,2020-08-06 07:25:09,2020-08-06 07:34:06,1.0,1.9,1.0,N,141,161,1.0,8.5,2.5,0.5,2.35,0.0,0.3,14.15,2.5
129,129,2.0,2020-08-06 07:17:59,2020-08-06 07:23:52,1.0,1.02,1.0,N,68,234,1.0,6.0,0.0,0.5,1.86,0.0,0.3,11.16,2.5
130,130,2.0,2020-08-06 07:48:33,2020-08-06 07:55:53,1.0,1.14,1.0,N,186,107,1.0,7.0,0.0,0.5,2.0,0.0,0.3,12.3,2.5
131,131,2.0,2020-08-06 08:26:15,2020-08-06 08:50:19,1.0,14.15,4.0,N,132,265,2.0,57.5,0.0,0.5,0.0,0.0,0.3,58.3,0.0
132,132,2.0,2020-08-06 09:47:48,2020-08-06 10:05:06,1.0,10.36,1.0,N,238,200,1.0,29.0,0.0,0.5,8.15,2.8,0.3,40.75,0.0
133,133,2.0,2020-08-06 09:54:40,2020-08-06 10:04:44,1.0,2.56,1.0,N,170,263,2.0,10.0,0.0,0.5,0.0,0.0,0.3,13.3,2.5
134,134,2.0,2020-08-06 09:52:32,2020-08-06 10:08:49,1.0,2.75,1.0,N,48,151,1.0,13.0,0.0,0.5,3.26,0.0,0.3,19.56,2.5
135,135,1.0,2020-08-06 10:29:06,2020-08-06 10:33:22,1.0,0.5,1.0,N,142,239,1.0,4.5,2.5,0.5,1.55,0.0,0.3,9.35,2.5
136,136,1.0,2020-08-06 10:16:49,2020-08-06 10:26:10,1.0,0.9,1.0,N,262,140,2.0,7.5,2.5,0.5,0.0,0.0,0.3,10.8,2.5
137,137,2.0,2020-08-06 10:45:40,2020-08-06 10:53:29,1.0,3.51,1.0,N,79,87,1.0,11.5,0.0,0.5,2.08,0.0,0.3,16.88,2.5
138,138,2.0,2020-08-06 10:23:36,2020-08-06 10:37:52,1.0,3.06,1.0,N,236,48,1.0,12.5,0.0,0.5,3.03,0.0,0.3,18.83,2.5
139,139,1.0,2020-08-06 11:52:03,2020-08-06 11:59:52,0.0,0.6,1.0,N,75,236,2.0,6.5,2.5,0.5,0.0,0.0,0.3,9.8,2.5
140,140,1.0,2020-08-06 12:07:23,2020-08-06 12:10:45,1.0,0.6,1.0,N,263,262,1.0,4.5,2.5,0.5,1.17,0.0,0.3,8.97,2.5
141,141,2.0,2020-08-06 12:57:31,2020-08-06 13:11:47,1.0,2.48,1.0,N,48,229,1.0,11.0,0.0,0.5,1.0,0.0,0.3,15.3,2.5
142,142,2.0,2020-08-06 12:25:29,2020-08-06 12:33:48,2.0,0.85,1.0,N,114,211,1.0,7.0,0.0,0.5,2.06,0.0,0.3,12.36,2.5
143,143,1.0,2020-08-06 13:38:52,2020-08-06 13:42:48,1.0,0.7,1.0,N,161,161,1.0,5.0,2.5,0.5,1.0,0.0,0.3,9.3,2.5
144,144,2.0,2020-08-06 14:01:55,2020-08-06 14:08:14,1.0,0.65,1.0,N,263,236,2.0,5.5,0.0,0.5,0.0,0.0,0.3,8.8,2.5
145,145,2.0,2020-08-06 14:06:17,2020-08-06 14:22:31,1.0,2.48,1.0,N,236,164,1.0,12.5,0.0,0.5,1.5,0.0,0.3,17.3,2.5
146,146,2.0,2020-08-06 15:20:19,2020-08-06 16:00:52,1.0,17.87,2.0,N,132,163,2.0,52.0,0.0,0.5,0.0,6.12,0.3,61.42,2.5
147,147,2.0,2020-08-06 15:38:34,2020-08-06 15:43:11,1.0,0.6,1.0,N,79,79,2.0,4.5,0.0,0.5,0.0,0.0,0.3,7.8,2.5
148,148,2.0,2020-08-06 16:11:43,2020-08-06 16:17:49,1.0,0.81,1.0,N,234,186,1.0,5.5,1.0,0.5,3.0,0.0,0.3,12.8,2.5
149,149,2.0,2020-08-06 16:22:28,2020-08-06 16:49:23,1.0,3.76,1.0,N,43,7,1.0,19.5,1.0,0.5,4.76,0.0,0.3,28.56,2.5
150,150,1.0,2020-08-06 16:01:09,2020-08-06 16:25:43,1.0,3.4,1.0,N,264,264,1.0,17.5,1.0,0.5,0.0,0.0,0.3,19.3,0.0
151,151,1.0,2020-08-06 17:30:53,2020-08-06 17:55:45,2.0,7.7,1.0,N,236,87,1.0,25.5,3.5,0.5,5.0,0.0,0.3,34.8,2.5
152,152,2.0,2020-08-06 17:11:39,2020-08-06 17:27:23,1.0,2.08,1.0,N,233,263,1.0,12.0,1.0,0.5,1.63,0.0,0.3,17.93,2.5
153,153,1.0,2020-08-06 17:53:28,2020-08-06 18:05:12,2.0,2.6,1.0,N,161,236,1.0,11.0,3.5,0.5,2.0,0.0,0.3,17.3,2.5
154,154,2.0,2020-08-06 17:36:43,2020-08-06 17:45:34,1.0,2.02,1.0,N,161,113,1.0,8.5,1.0,0.5,3.2,0.0,0.3,16.0,2.5
