,Unnamed:_0,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
39,39,2.0,2020-09-02 12:04:53,2020-09-02 12:12:42,1.0,1.04,1.0,N,140,262,2.0,6.5,0.0,0.5,0.0,0.0,0.3,9.8,2.5
40,40,2.0,2020-09-02 13:33:44,2020-09-02 13:45:47,1.0,1.95,1.0,N,141,145,1.0,10.0,0.0,0.5,1.0,0.0,0.3,14.3,2.5
41,41,1.0,2020-09-02 13:58:05,2020-09-02 14:09:44,1.0,3.7,1.0,N,224,231,1.0,13.5,2.5,0.5,3.0,0.0,0.3,19.8,2.5
42,42,2.0,2020-09-02 13:46:23,2020-09-02 13:54:40,1.0,1.16,1.0,N,186,107,2.0,7.0,0.0,0.5,0.0,0.0,0.3,10.3,2.5
43,43,2.0,2020-09-02 14:12:24,2020-09-02 14:18:04,1.0,0.56,1.0,N,229,141,1.0,5.5,0.0,0.5,1.76,0.0,0.3,10.56,2.5
44,44,2.0,2020-09-02 14:24:51,2020-09-02 14:43:42,4.0,4.59,1.0,N,161,223,1.0,17.0,0.0,0.5,4.06,0.0,0.3,24.36,2.5
45,45,1.0,2020-09-02 15:18:57,2020-09-02 15:32:41,3.0,3.0,1.0,N,237,74,2.0,12.0,2.5,0.5,0.0,0.0,0.3,15.3,2.5
46,46,2.0,2020-09-02 15:54:35,2020-09-02 16:15:22,1.0,3.13,1.0,N,75,247,2.0,15.5,0.0,0.5,0.0,0.0,0.3,16.3,0.0
47,47,2.0,2020-09-02 16:18:33,2020-09-02 16:32:54,2.0,2.65,1.0,N,237,238,2.0,12.0,1.0,0.5,0.0,0.0,0.3,16.3,2.5
48,48,2.0,2020-09-02 16:50:41,2020-09-02 17:21:38,5.0,7.84,1.0,N,65,239,1.0,27.0,1.0,0.5,1.0,0.0,0.3,32.3,2.5
49,49,1.0,2020-09-02 17:36:57,2020-09-02 17:40:49,2.0,0.5,1.0,N,90,68,1.0,4.5,3.5,0.5,0.0,0.0,0.3,8.8,2.5
50,50,1.0,2020-09-02 17:08:54,2020-09-02 17:15:26,1.0,1.2,1.0,N,48,142,2.0,6.5,3.5,0.5,0.0,0.0,0.3,10.8,2.5
51,51,2.0,2020-09-02 18:48:35,2020-09-02 18:56:12,1.0,1.46,1.0,N,170,68,1.0,7.5,1.0,0.5,2.36,0.0,0.3,14.16,2.5
52,52,2.0,2020-09-02 15:52:38,2020-09-02 15:55:23,2.0,0.46,1.0,N,151,151,1.0,4.0,1.0,0.5,1.45,0.0,0.3,7.25,0.0
53,53,2.0,2020-09-02 19:25:12,2020-09-02 19:32:01,2.0,1.17,1.0,N,141,237,1.0,6.5,1.0,0.5,2.16,0.0,0.3,12.96,2.5
54,54,1.0,2020-09-02 19:04:58,2020-09-02 19:09:14,1.0,0.8,1.0,N,170,234,1.0,5.5,3.5,0.5,2.45,0.0,0.3,12.25,2.5
55,55,1.0,2020-09-02 20:38:51,2020-09-02 20:46:53,0.0,1.8,1.0,N,68,249,1.0,8.0,3.0,0.5,2.95,0.0,0.3,14.75,2.5
56,56,2.0,2020-09-02 20:07:02,2020-09-02 20:12:15,2.0,0.75,1.0,N,163,229,1.0,5.5,0.5,0.5,1.0,0.0,0.3,10.3,2.5
57,57,1.0,2020-09-02 20:05:44,2020-09-02 20:17:25,2.0,2.0,1.0,N,231,158,1.0,9.5,3.0,0.5,2.65,0.0,0.3,15.95,2.5
58,58,1.0,2020-09-02 22:14:49,2020-09-02 22:22:42,1.0,1.9,1.0,N,141,170,1.0,8.5,3.0,0.5,1.85,0.0,0.3,14.15,2.5
59,59,1.0,2020-09-02 23:08:03,2020-09-02 23:35:02,2.0,6.9,1.0,N,100,116,1.0,24.0,3.0,0.5,5.55,0.0,0.3,33.35,2.5
60,60,2.0,2020-09-03 00:12:08,2020-09-03 00:19:28,1.0,2.61,1.0,N,230,238,1.0,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5
61,61,2.0,2020-09-03 06:52:16,2020-09-03 06:54:49,1.0,0.82,1.0,N,48,163,1.0,4.5,0.0,0.5,0.0,0.0,0.3,7.8,2.5
62,62,1.0,2020-09-03 08:46:11,2020-09-03 09:12:34,1.0,4.6,1.0,N,24,164,1.0,19.0,2.5,0.5,2.0,0.0,0.3,24.3,2.5
63,63,1.0,2020-09-03 08:40:33,2020-09-03 08:55:22,1.0,3.1,1.0,N,148,100,1.0,12.5,2.5,0.5,3.15,0.0,0.3,18.95,2.5
64,64,1.0,2020-09-03 09:07:46,2020-09-03 09:24:27,2.0,4.1,1.0,N,262,79,2.0,15.5,2.5,0.5,0.0,0.0,0.3,18.8,2.5
65,65,1.0,2020-09-03 09:26:30,2020-09-03 09:30:25,1.0,0.9,1.0,N,141,141,2.0,5.0,2.5,0.5,0.0,0.0,0.3,8.3,2.5
66,66,2.0,2020-09-03 10:19:28,2020-09-03 10:34:58,1.0,2.19,1.0,N,262,239,1.0,11.5,0.0,0.5,3.7,0.0,0.3,18.5,2.5
67,67,2.0,2020-09-03 10:41:15,2020-09-03 10:47:11,3.0,1.04,1.0,N,239,236,2.0,6.5,0.0,0.5,0.0,0.0,0.3,9.8,2.5
68,68,1.0,2020-09-03 12:40:36,2020-09-03 13:07:27,1.0,4.6,1.0,N,249,140,1.0,20.0,2.5,0.5,4.0,0.0,0.3,27.3,2.5
69,69,1.0,2020-09-03 12:31:05,2020-09-03 12:39:46,3.0,1.6,1.0,N,229,262,2.0,8.0,2.5,0.5,0.0,0.0,0.3,11.3,2.5
70,70,2.0,2020-09-03 13:34:35,2020-09-03 13:51:56,1.0,3.15,1.0,N,233,142,1.0,14.0,0.0,0.5,2.0,0.0,0.3,19.3,2.5
71,71,2.0,2020-09-03 14:42:12,2020-09-03 15:26:11,1.0,12.41,1.0,N,138,61,1.0,41.0,0.0,0.5,0.0,0.0,0.3,41.8,0.0
72,72,2.0,2020-09-03 15:58:32,2020-09-03 16:01:51,1.0,1.0,1.0,N,170,233,1.0,5.0,0.0,0.5,2.08,0.0,0.3,10.38,2.5
73,73,2.0,2020-09-03 15:38:51,2020-09-03 15:56:17,2.0,2.61,1.0,N,137,141,2.0,13.0,0.0,0.5,0.0,0.0,0.3,16.3,2.5
74,74,1.0,2020-09-03 15:44:41,2020-09-03 15:59:18,4.0,2.5,1.0,N,68,4,2.0,11.5,3.5,0.5,0.0,0.0,0.3,15.8,2.5
75,75,2.0,2020-09-03 15:51:18,2020-09-03 16:11:43,1.0,6.65,1.0,N,116,68,1.0,22.0,0.0,0.5,5.06,0.0,0.3,30.36,2.5
76,76,2.0,2020-09-03 15:14:06,2020-09-03 15:20:15,1.0,1.09,1.0,N,161,237,1.0,6.5,0.0,0.5,1.96,0.0,0.3,11.76,2.5
77,77,2.0,2020-09-03 15:04:30,2020-09-03 15:10:09,1.0,0.96,1.0,N,170,162,2.0,6.0,0.0,0.5,0.0,0.0,0.3,9.3,2.5
78,78,1.0,2020-09-03 16:30:54,2020-09-03 17:53:43,1.0,15.3,1.0,N,140,178,3.0,48.5,3.5,0.5,0.0,12.24,0.3,65.04,2.5
79,79,1.0,2020-09-03 16:21:02,2020-09-03 16:27:48,1.0,1.0,1.0,N,75,263,1.0,6.5,3.5,0.5,2.15,0.0,0.3,12.95,2.5
80,80,1.0,2020-09-03 16:10:32,2020-09-03 16:13:57,1.0,0.6,1.0,N,161,163,1.0,4.5,3.5,0.5,2.2,0.0,0.3,11.0,2.5
81,81,2.0,2020-09-03 17:57:22,2020-09-03 18:04:07,1.0,0.81,1.0,N,263,75,1.0,6.0,1.0,0.5,1.54,0.0,0.3,11.84,2.5
82,82,2.0,2020-09-03 18:20:07,2020-09-03 18:41:21,4.0,3.39,1.0,N,249,88,1.0,15.0,1.0,0.5,3.86,0.0,0.3,23.16,2.5
83,83,2.0,2020-09-03 19:09:07,2020-09-03 19:26:37,1.0,4.21,1.0,N,161,42,1.0,15.5,1.0,0.5,1.0,0.0,0.3,20.8,2.5
84,84,2.0,2020-09-03 19:04:11,2020-09-03 19:10:02,1.0,1.01,1.0,N,238,24,1.0,6.0,1.0,0.5,3.09,0.0,0.3,13.39,2.5
85,85,1.0,2020-09-03 19:18:33,2020-09-03 19:58:39,1.0,4.5,1.0,Y,114,17,2.0,25.5,3.5,0.5,0.0,0.0,0.3,29.8,2.5
86,86,1.0,2020-09-03 19:13:30,2020-09-03 19:16:03,1.0,0.6,1.0,N,162,162,1.0,4.0,3.5,0.5,1.65,0.0,0.3,9.95,2.5
87,87,1.0,2020-09-03 20:17:06,2020-09-03 20:25:00,1.0,2.6,1.0,Y,140,224,2.0,9.5,3.0,0.0,0.0,0.0,0.3,12.8,2.5
88,88,1.0,2020-09-03 20:13:23,2020-09-03 20:24:26,4.0,1.9,1.0,N,163,236,1.0,10.0,3.0,0.5,2.75,0.0,0.3,16.55,2.5
89,89,2.0,2020-09-03 20:04:14,2020-09-03 20:10:36,1.0,1.1,1.0,N,87,148,2.0,6.5,0.5,0.5,0.0,0.0,0.3,10.3,2.5
90,90,2.0,2020-09-03 20:04:12,2020-09-03 20:10:12,1.0,0.65,1.0,N,141,141,2.0,5.0,0.5,0.5,0.0,0.0,0.3,8.8,2.5
91,91,2.0,2020-09-03 21:44:37,2020-09-03 21:49:27,1.0,1.26,1.0,N,237,43,2.0,6.0,0.5,0.5,0.0,0.0,0.3,9.8,2.5
92,92,2.0,2020-09-04 00:21:17,2020-09-04 00:23:30,1.0,0.88,1.0,N,186,50,2.0,4.5,0.5,0.5,0.0,0.0,0.3,8.3,2.5
93,93,2.0,2020-09-04 01:30:27,2020-09-04 01:33:12,1.0,0.58,1.0,N,48,163,2.0,4.0,0.5,0.5,0.0,0.0,0.3,7.8,2.5
94,94,2.0,2020-09-04 06:59:02,2020-09-04 07:06:24,1.0,1.14,1.0,N,100,162,2.0,6.5,0.0,0.5,0.0,0.0,0.3,9.8,2.5
95,95,1.0,2020-09-04 07:19:21,2020-09-04 07:50:37,1.0,7.3,1.0,N,107,152,1.0,26.5,2.5,0.5,5.95,0.0,0.3,35.75,2.5
96,96,1.0,2020-09-04 07:15:42,2020-09-04 07:23:03,1.0,1.4,1.0,Y,140,162,1.0,7.5,2.5,0.5,2.15,0.0,0.3,12.95,2.5
97,97,2.0,2020-09-04 08:55:27,2020-09-04 09:06:03,2.0,1.21,1.0,N,263,237,1.0,8.5,0.0,0.5,3.54,0.0,0.3,15.34,2.5
98,98,1.0,2020-09-04 09:24:57,2020-09-04 09:38:35,1.0,2.8,1.0,N,162,75,1.0,11.5,2.5,0.5,2.0,0.0,0.3,16.8,2.5
99,99,2.0,2020-09-04 09:46:23,2020-09-04 09:46:46,1.0,0.15,1.0,N,100,230,2.0,2.5,0.0,0.5,0.0,0.0,0.3,5.8,2.5
100,100,2.0,2020-09-04 10:20:11,2020-09-04 10:29:54,3.0,1.98,1.0,N,170,113,1.0,9.0,0.0,0.5,3.08,0.0,0.3,15.38,2.5
101,101,2.0,2020-09-04 10:24:07,2020-09-04 10:31:38,1.0,1.52,1.0,N,236,238,1.0,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5
102,102,2.0,2020-09-04 11:48:54,2020-09-04 11:54:15,1.0,1.13,1.0,N,162,186,1.0,6.0,0.0,0.5,2.32,0.0,0.3,11.62,2.5
103,103,2.0,2020-09-04 11:48:39,2020-09-04 11:58:06,1.0,1.94,1.0,N,170,141,1.0,9.0,0.0,0.5,2.46,0.0,0.3,14.76,2.5
104,104,1.0,2020-09-04 11:20:31,2020-09-04 11:37:09,0.0,3.5,1.0,N,186,43,1.0,14.5,2.5,0.5,3.0,0.0,0.3,20.8,2.5
105,105,2.0,2020-09-04 12:46:33,2020-09-04 12:48:46,1.0,0.47,1.0,N,75,75,2.0,3.5,0.0,0.5,0.0,0.0,0.3,4.3,0.0
106,106,2.0,2020-09-04 14:57:58,2020-09-04 15:08:34,1.0,1.53,1.0,N,263,237,1.0,8.5,0.0,0.5,2.0,0.0,0.3,13.8,2.5
107,107,2.0,2020-09-04 14:50:28,2020-09-04 14:55:31,2.0,0.63,1.0,N,162,229,2.0,4.5,0.0,0.5,0.0,0.0,0.3,7.8,2.5
108,108,2.0,2020-09-04 14:37:43,2020-09-04 14:44:38,1.0,1.1,1.0,N,161,100,1.0,6.5,0.0,0.5,1.8,0.0,0.3,11.6,2.5
109,109,1.0,2020-09-04 14:02:23,2020-09-04 14:14:38,1.0,1.8,1.0,N,236,161,1.0,9.5,2.5,0.5,1.0,0.0,0.3,13.8,2.5
110,110,2.0,2020-09-04 15:53:37,2020-09-04 16:14:59,1.0,6.32,1.0,N,254,213,2.0,21.5,0.0,0.5,0.0,0.0,0.3,22.3,0.0
111,111,2.0,2020-09-04 15:30:59,2020-09-04 15:50:29,2.0,3.65,1.0,N,237,249,1.0,15.0,0.0,0.5,2.5,0.0,0.3,20.8,2.5
112,112,1.0,2020-09-04 15:40:38,2020-09-04 15:49:25,1.0,1.4,1.0,N,137,229,2.0,8.0,2.5,0.5,0.0,0.0,0.3,11.3,2.5
113,113,2.0,2020-09-04 16:08:54,2020-09-04 16:33:45,1.0,4.14,1.0,N,50,231,1.0,18.5,1.0,0.5,4.56,0.0,0.3,27.36,2.5
114,114,2.0,2020-09-04 16:13:08,2020-09-04 16:16:39,1.0,0.7,1.0,N,75,262,1.0,4.5,1.0,0.5,1.76,0.0,0.3,10.56,2.5
115,115,1.0,2020-09-04 17:24:08,2020-09-04 17:28:33,1.0,0.9,1.0,N,239,143,1.0,5.5,3.5,0.5,1.95,0.0,0.3,11.75,2.5
116,116,2.0,2020-09-04 17:26:04,2020-09-04 17:32:43,1.0,1.56,1.0,N,79,233,1.0,7.5,1.0,0.5,2.36,0.0,0.3,14.16,2.5
117,117,2.0,2020-09-04 18:16:43,2020-09-04 18:23:15,1.0,1.11,1.0,N,43,237,1.0,6.5,1.0,0.5,1.5,0.0,0.3,12.3,2.5
118,118,2.0,2020-09-04 18:13:31,2020-09-04 18:16:26,4.0,0.45,1.0,N,41,74,1.0,4.0,1.0,0.5,1.16,0.0,0.3,6.96,0.0
119,119,1.0,2020-09-04 18:32:02,2020-09-04 18:50:40,0.0,3.1,1.0,N,100,236,1.0,14.0,3.5,0.5,4.55,0.0,0.3,22.85,2.5
120,120,1.0,2020-09-04 19:04:19,2020-09-04 19:11:47,1.0,1.2,1.0,N,142,48,1.0,7.0,3.5,0.5,2.8,0.0,0.3,14.1,2.5
121,121,1.0,2020-09-04 19:14:52,2020-09-04 19:30:56,2.0,2.8,1.0,N,42,238,1.0,13.0,3.5,0.5,0.0,0.0,0.3,17.3,2.5
122,122,2.0,2020-09-04 19:26:47,2020-09-04 19:30:26,1.0,1.03,1.0,N,186,68,2.0,5.0,1.0,0.5,0.0,0.0,0.3,9.3,2.5
123,123,2.0,2020-09-04 20:42:08,2020-09-04 20:52:25,2.0,4.89,1.0,N,152,246,1.0,15.5,0.5,0.5,3.0,0.0,0.3,22.3,2.5
124,124,1.0,2020-09-04 20:08:49,2020-09-04 20:17:46,3.0,1.5,1.0,N,142,141,1.0,8.5,3.0,0.5,2.45,0.0,0.3,14.75,2.5
125,125,2.0,2020-09-04 22:12:53,2020-09-04 22:20:55,2.0,1.4,1.0,N,239,141,1.0,7.5,0.5,0.5,3.39,0.0,0.3,14.69,2.5
126,126,1.0,2020-09-04 22:13:49,2020-09-04 22:22:10,1.0,1.9,1.0,N,211,158,2.0,8.5,3.0,0.5,0.0,0.0,0.3,12.3,2.5
127,127,2.0,2020-09-05 10:18:34,2020-09-05 10:20:20,1.0,0.46,1.0,N,48,142,2.0,3.5,0.0,0.5,0.0,0.0,0.3,6.8,2.5
128,128,1.0,2020-09-05 11:08:51,2020-09-05 11:15:06,1.0,2.0,1.0,N,137,140,2.0,8.0,2.5,0.5,0.0,0.0,0.3,11.3,2.5
129,129,1.0,2020-09-05 12:17:26,2020-09-05 12:22:15,1.0,1.0,1.0,N,239,238,1.0,6.0,2.5,0.5,2.3,0.0,0.3,11.6,2.5
130,130,1.0,2020-09-05 12:37:49,2020-09-05 13:05:52,1.0,6.8,1.0,N,236,260,2.0,24.0,2.5,0.5,0.0,0.0,0.3,27.3,2.5
131,131,1.0,2020-09-05 12:01:45,2020-09-05 12:20:27,2.0,5.5,1.0,N,116,59,2.0,18.5,0.0,0.5,0.0,0.0,0.3,19.3,0.0
132,132,2.0,2020-09-05 15:11:38,2020-09-05 15:30:22,2.0,3.74,1.0,N,234,236,1.0,15.5,0.0,0.5,3.76,0.0,0.3,22.56,2.5
133,133,2.0,2020-09-05 15:36:26,2020-09-05 15:43:00,1.0,1.38,1.0,N,236,263,1.0,7.0,0.0,0.5,2.06,0.0,0.3,12.36,2.5
134,134,2.0,2020-09-05 15:35:19,2020-09-05 15:49:55,1.0,3.49,1.0,N,125,48,1.0,14.5,0.0,0.5,3.56,0.0,0.3,21.36,2.5
135,135,2.0,2020-09-05 15:00:29,2020-09-05 15:01:19,1.0,0.36,1.0,N,142,142,2.0,3.0,0.0,0.5,0.0,0.0,0.3,6.3,2.5
136,136,2.0,2020-09-05 16:15:20,2020-09-05 16:21:19,1.0,0.48,1.0,N,48,164,1.0,5.0,0.0,0.5,1.66,0.0,0.3,9.96,2.5
137,137,1.0,2020-09-05 18:02:35,2020-09-05 18:09:25,2.0,1.7,1.0,N,141,263,1.0,7.5,2.5,0.5,3.0,0.0,0.3,13.8,2.5
138,138,2.0,2020-09-05 18:35:45,2020-09-05 18:40:42,1.0,1.38,1.0,N,162,164,1.0,6.0,0.0,0.5,1.86,0.0,0.3,11.16,2.5
139,139,2.0,2020-09-05 19:43:04,2020-09-05 19:46:52,1.0,0.73,1.0,N,107,234,1.0,4.5,0.0,0.5,1.56,0.0,0.3,9.36,2.5
140,140,2.0,2020-09-05 20:32:56,2020-09-05 21:12:04,1.0,19.09,1.0,N,132,25,1.0,53.0,0.5,0.5,10.86,0.0,0.3,65.16,0.0
141,141,2.0,2020-09-05 21:56:49,2020-09-05 22:06:08,1.0,1.84,1.0,N,79,232,2.0,9.0,0.5,0.5,0.0,0.0,0.3,12.8,2.5
142,142,1.0,2020-09-05 21:41:18,2020-09-05 21:46:02,1.0,0.9,1.0,N,74,74,2.0,5.5,0.5,0.5,0.0,0.0,0.3,6.8,0.0
143,143,2.0,2020-09-05 23:10:32,2020-09-05 23:16:32,1.0,1.58,1.0,N,48,239,1.0,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
144,144,1.0,2020-09-06 00:11:41,2020-09-06 00:17:06,1.0,1.1,1.0,N,236,142,1.0,6.5,3.0,0.5,2.05,0.0,0.3,12.35,2.5
145,145,2.0,2020-09-06 01:41:27,2020-09-06 01:57:20,1.0,3.57,1.0,N,168,59,2.0,15.0,0.5,0.5,0.0,0.0,0.3,16.3,0.0
146,146,2.0,2020-09-06 07:36:14,2020-09-06 07:56:48,1.0,11.07,1.0,N,75,54,2.0,32.0,0.0,0.5,0.0,0.0,0.3,35.3,2.5
147,147,2.0,2020-09-06 09:41:58,2020-09-06 09:43:59,2.0,0.34,1.0,N,236,43,1.0,3.5,0.0,0.5,1.0,0.0,0.3,7.8,2.5
148,148,1.0,2020-09-06 11:06:44,2020-09-06 11:15:06,1.0,1.5,1.0,N,238,41,2.0,8.0,2.5,0.5,0.0,0.0,0.3,11.3,2.5
149,149,2.0,2020-09-06 11:38:43,2020-09-06 11:45:01,1.0,1.39,1.0,N,125,4,1.0,7.0,0.0,0.5,2.58,0.0,0.3,12.88,2.5
150,150,2.0,2020-09-06 11:25:15,2020-09-06 11:40:50,1.0,3.29,1.0,N,236,166,2.0,13.5,0.0,0.5,0.0,0.0,0.3,16.8,2.5
151,151,1.0,2020-09-06 12:51:59,2020-09-06 13:02:16,1.0,2.0,1.0,N,140,236,2.0,9.5,2.5,0.5,0.0,0.0,0.3,12.8,2.5
152,152,2.0,2020-09-06 13:21:13,2020-09-06 13:36:25,1.0,3.13,1.0,N,90,43,1.0,13.0,0.0,0.5,3.26,0.0,0.3,19.56,2.5
153,153,1.0,2020-09-06 13:13:12,2020-09-06 13:18:49,3.0,1.0,1.0,N,75,43,1.0,6.0,2.5,0.5,1.85,0.0,0.3,11.15,2.5
154,154,1.0,2020-09-06 15:50:12,2020-09-06 15:59:18,1.0,1.7,1.0,N,141,142,2.0,8.5,2.5,0.5,0.0,0.0,0.3,11.8,2.5
