parking_zone,bay_id,st_marker_id,status,location,lat,lon
,3555,7081S,Unoccupied,"(-37.808902940538886, 144.95381844311694)",-37.808902940538886,144.95381844311694
,9064,9278N,Present,"(-37.82897744884528, 144.969902966706)",-37.82897744884528,144.969902966706
,6749,6629S,Unoccupied,"(-37.80855847755369, 144.95941119429182)",-37.80855847755369,144.95941119429182
,6153,C13716,Present,"(-37.820055353390515, 144.94303831911287)",-37.820055353390515,144.94303831911287
,2652,10153W,Unoccupied,"(-37.80481793310244, 144.94921772651412)",-37.80481793310244,144.94921772651412
,3635,7586N,Unoccupied,"(-37.80558417130324, 144.95415795040003)",-37.80558417130324,144.95415795040003
,4426,C7692,Present,"(-37.8036608605574, 144.95506192376945)",-37.8036608605574,144.95506192376945
,2641,10115W,Unoccupied,"(-37.80336311365046, 144.94794649930117)",-37.80336311365046,144.94794649930117
,3816,C5478,Unoccupied,"(-37.8073298126271, 144.95438333468036)",-37.8073298126271,144.95438333468036
,2328,2899S,Unoccupied,"(-37.81122660037914, 144.9661858851592)",-37.81122660037914,144.9661858851592
,3910,C5734,Unoccupied,"(-37.805078730862704, 144.95528869054613)",-37.805078730862704,144.95528869054613
,6648,13624E,Unoccupied,"(-37.81938983038466, 144.94361466006205)",-37.81938983038466,144.94361466006205
,4311,C6958,Present,"(-37.809229950896814, 144.95601853339537)",-37.809229950896814,144.95601853339537
,5183,C8018,Present,"(-37.81051613054472, 144.95231748350216)",-37.81051613054472,144.95231748350216
,4391,C7216,Present,"(-37.80771698319124, 144.95259512342693)",-37.80771698319124,144.95259512342693
,5036,9512N,Unoccupied,"(-37.82837376717498, 144.96640899509504)",-37.82837376717498,144.96640899509504
,3823,C5502,Unoccupied,"(-37.80716454585276, 144.9543081254844)",-37.80716454585276,144.9543081254844
,857,673W,Present,"(-37.81440535365421, 144.96871090989146)",-37.81440535365421,144.96871090989146
,6387,13637W,Unoccupied,"(-37.82006792589053, 144.9443343571001)",-37.82006792589053,144.9443343571001
,3251,5802E,Unoccupied,"(-37.807106293352206, 144.95346088611086)",-37.807106293352206,144.95346088611086
,4088,C6296,Present,"(-37.804813638660896, 144.95081790039853)",-37.804813638660896,144.95081790039853
,4000,C6036,Unoccupied,"(-37.806192927601, 144.95208034212433)",-37.806192927601,144.95208034212433
,3284,5850E,Unoccupied,"(-37.806470560294805, 144.95357314589475)",-37.806470560294805,144.95357314589475
,6020,13039S,Present,"(-37.821224835482575, 144.9470063923581)",-37.821224835482575,144.9470063923581
,3840,C5558,Present,"(-37.806488807731164, 144.9540015443544)",-37.806488807731164,144.9540015443544
,6260,13424E,Unoccupied,"(-37.81991272957934, 144.94809973740968)",-37.81991272957934,144.94809973740968
,3893,C5696,Present,"(-37.80624414721484, 144.95508434930292)",-37.80624414721484,144.95508434930292
,3663,7622N,Present,"(-37.804984510900766, 144.9487256136694)",-37.804984510900766,144.9487256136694
,3622,7570N,Unoccupied,"(-37.8056518213384, 144.95475934922203)",-37.8056518213384,144.95475934922203
,3561,7087S,Unoccupied,"(-37.80896248136547, 144.95361135956864)",-37.80896248136547,144.95361135956864
,6199,13311W,Present,"(-37.8203608500787, 144.94716161241865)",-37.8203608500787,144.94716161241865
,4013,C6064,Present,"(-37.80583792831153, 144.95214406960355)",-37.80583792831153,144.95214406960355
,3380,6203W,Present,"(-37.806349134859786, 144.95100392489394)",-37.806349134859786,144.95100392489394
,3906,C5726,Unoccupied,"(-37.80520172201874, 144.95526658230324)",-37.80520172201874,144.95526658230324
,3359,6051W,Present,"(-37.80615235713561, 144.95196907814835)",-37.80615235713561,144.95196907814835
,5021,9453S,Unoccupied,"(-37.830275139404506, 144.9658662466181)",-37.830275139404506,144.9658662466181
,4363,C7160,Present,"(-37.80714961979042, 144.95375923733644)",-37.80714961979042,144.95375923733644
,3881,C5658,Unoccupied,"(-37.806592399424886, 144.9550221026891)",-37.806592399424886,144.9550221026891
,3640,7595S,Unoccupied,"(-37.805352315471154, 144.95041134473956)",-37.805352315471154,144.95041134473956
,6259,13422E,Present,"(-37.819869415259575, 144.94805364400952)",-37.819869415259575,144.94805364400952
,6010,13019S,Unoccupied,"(-37.82000268152324, 144.95123377947644)",-37.82000268152324,144.95123377947644
,8334,C7736B,Unoccupied,"(-37.80315295366602, 144.95053163261065)",-37.80315295366602,144.95053163261065
,4335,C7008,Present,"(-37.80924430645762, 144.95641336062138)",-37.80924430645762,144.95641336062138
,5272,4505W,Unoccupied,"(-37.81176184617329, 144.9534716677163)",-37.81176184617329,144.9534716677163
,4254,C6840,Unoccupied,"(-37.80926994307797, 144.95566110647576)",-37.80926994307797,144.95566110647576
,8306,657W,Present,"(-37.81519141122446, 144.9690770938655)",-37.81519141122446,144.9690770938655
,6092,13251S,Unoccupied,"(-37.82011525242285, 144.9431517749976)",-37.82011525242285,144.9431517749976
,3408,6257S,Unoccupied,"(-37.807708853788455, 144.96630832170874)",-37.807708853788455,144.96630832170874
,7064,4704Ea,Present,"(-37.804516364541406, 144.9589644045107)",-37.804516364541406,144.9589644045107
,3918,C5750,Unoccupied,"(-37.80477303060156, 144.95534364200836)",-37.80477303060156,144.95534364200836
,6056,13034N,Present,"(-37.82117319038632, 144.94391931390288)",-37.82117319038632,144.94391931390288
,3661,7620N,Present,"(-37.80498763656492, 144.94875372356168)",-37.80498763656492,144.94875372356168
,8340,643W,Present,"(-37.81624159851649, 144.96955925814933)",-37.81624159851649,144.96955925814933
,2753,4592E,Present,"(-37.80740153209552, 144.96591541546846)",-37.80740153209552,144.96591541546846
,4853,9256N,Present,"(-37.828862927118344, 144.97029677805853)",-37.828862927118344,144.97029677805853
,1280,4472E,Present,"(-37.81313512024972, 144.95435502984975)",-37.81313512024972,144.95435502984975
,8968,7869W,Present,"(-37.82629768450714, 144.9710462583974)",-37.82629768450714,144.9710462583974
,5865,C9162,Present,"(-37.79844487875489, 144.96514275067392)",-37.79844487875489,144.96514275067392
,6760,13103W,Present,"(-37.82088566429645, 144.9441655051868)",-37.82088566429645,144.9441655051868
,5859,C9138,Present,"(-37.798417779622156, 144.96489529290943)",-37.798417779622156,144.96489529290943
,2665,10173W,Unoccupied,"(-37.80424624833567, 144.94931762698118)",-37.80424624833567,144.94931762698118
,4019,C6076,Present,"(-37.80514297321365, 144.95226428308345)",-37.80514297321365,144.95226428308345
,7059,4692Ea,Unoccupied,"(-37.80484250934886, 144.9591144008784)",-37.80484250934886,144.9591144008784
,6065,13052N,Present,"(-37.82103357916686, 144.9433364022451)",-37.82103357916686,144.9433364022451
,4371,C7176,Present,"(-37.80742646322691, 144.95319331349833)",-37.80742646322691,144.95319331349833
,3569,7097S,Present,"(-37.809060628854326, 144.95327000275765)",-37.809060628854326,144.95327000275765
,3682,7642N,Unoccupied,"(-37.80495149707501, 144.948431030418)",-37.80495149707501,144.948431030418
,3374,6191W,Unoccupied,"(-37.80658679914876, 144.9511118550584)",-37.80658679914876,144.9511118550584
,3564,7090N,Present,"(-37.80887228659661, 144.9534031171151)",-37.80887228659661,144.9534031171151
,2327,2897S,Present,"(-37.811207387820446, 144.9662508405088)",-37.811207387820446,144.9662508405088
,3279,5840E,Unoccupied,"(-37.80659848968227, 144.95355058329227)",-37.80659848968227,144.95355058329227
,4289,C6914,Present,"(-37.80918752192871, 144.95588594908736)",-37.80918752192871,144.95588594908736
,4423,C7686,Present,"(-37.80367465531964, 144.95518377795898)",-37.80367465531964,144.95518377795898
,2297,2793S,Unoccupied,"(-37.810467951434205, 144.9687918963204)",-37.810467951434205,144.9687918963204
,3514,6669S,Present,"(-37.808883022891514, 144.95828361591987)",-37.808883022891514,144.95828361591987
,4301,C6938,Unoccupied,"(-37.809330270096325, 144.95600001926937)",-37.809330270096325,144.95600001926937
,8308,661W,Unoccupied,"(-37.815093369132136, 144.96903145876053)",-37.815093369132136,144.96903145876053
,4063,C6164,Unoccupied,"(-37.80388628644553, 144.95248741442433)",-37.80388628644553,144.95248741442433
,4450,C7746,Unoccupied,"(-37.80312242317344, 144.9502573801377)",-37.80312242317344,144.9502573801377
,3384,6211W,Present,"(-37.806264487129894, 144.9509651348636)",-37.806264487129894,144.9509651348636
,3832,C5540,Unoccupied,"(-37.80670269150073, 144.95409900701299)",-37.80670269150073,144.95409900701299
,4272,C6880,Present,"(-37.80934619097715, 144.95579335852568)",-37.80934619097715,144.95579335852568
,917,C684,Unoccupied,"(-37.81426349973698, 144.96876939345793)",-37.81426349973698,144.96876939345793
,4250,C6832,Unoccupied,"(-37.80934732253807, 144.9556472770944)",-37.80934732253807,144.9556472770944
,3998,C5964,Present,"(-37.803803046432606, 144.95401565882918)",-37.803803046432606,144.95401565882918
,3891,C5688,Present,"(-37.8062945984034, 144.95507532753643)",-37.8062945984034,144.95507532753643
,6061,13044N,Present,"(-37.82109504413756, 144.94359313381324)",-37.82109504413756,144.94359313381324
,879,780E,Unoccupied,"(-37.81195047079741, 144.96782860739688)",-37.81195047079741,144.96782860739688
,3676,7636N,Unoccupied,"(-37.804961001825404, 144.94851534910413)",-37.804961001825404,144.94851534910413
,5236,11526N,Unoccupied,"(-37.81194395036159, 144.95130760794655)",-37.81194395036159,144.95130760794655
,4805,9130N,Unoccupied,"(-37.83018372512101, 144.97010715551073)",-37.83018372512101,144.97010715551073
,9010,9176N,Present,"(-37.830825531961594, 144.96785297264105)",-37.830825531961594,144.96785297264105
,1053,977W,Present,"(-37.81860096436384, 144.96222892276018)",-37.81860096436384,144.96222892276018
,5351,8883W,Present,"(-37.824982808080016, 144.9610747837695)",-37.824982808080016,144.9610747837695
,3929,C5774,Unoccupied,"(-37.804368447801274, 144.9554163932999)",-37.804368447801274,144.9554163932999
,4893,9315S,Unoccupied,"(-37.82946744191621, 144.96866459989212)",-37.82946744191621,144.96866459989212
,4084,C6282,Unoccupied,"(-37.805020358224084, 144.9507813485468)",-37.805020358224084,144.9507813485468
,6360,13304N,Unoccupied,"(-37.82179702903255, 144.9508139582522)",-37.82179702903255,144.9508139582522
,6073,13211S,Present,"(-37.818778775012674, 144.9477980827565)",-37.818778775012674,144.9477980827565
,4042,C6122,Unoccupied,"(-37.804539939522755, 144.95237190008652)",-37.804539939522755,144.95237190008652
,3940,C5796,Present,"(-37.80398540792126, 144.9554852483999)",-37.80398540792126,144.9554852483999
,3808,C5452,Present,"(-37.8075195968963, 144.95446934643988)",-37.8075195968963,144.95446934643988
,4298,C6932,Present,"(-37.809377574431565, 144.9560547857816)",-37.809377574431565,144.9560547857816
,1495,1847S,Present,"(-37.81881661911433, 144.95928315384032)",-37.81881661911433,144.95928315384032
,3667,7626N,Unoccupied,"(-37.804978232599524, 144.94866939081794)",-37.804978232599524,144.94866939081794
,1290,4482E,Unoccupied,"(-37.81278151294654, 144.95419047769457)",-37.81278151294654,144.95419047769457
,4266,C6864,Unoccupied,"(-37.80942924377933, 144.95577779777847)",-37.80942924377933,144.95577779777847
,2653,10155W,Unoccupied,"(-37.80476269838175, 144.94922777133996)",-37.80476269838175,144.94922777133996
,4432,C7704,Present,"(-37.80362535960599, 144.95474956666084)",-37.80362535960599,144.95474956666084
,5224,11502N,Present,"(-37.81154338985314, 144.9527237436592)",-37.81154338985314,144.9527237436592
,4381,C7196,Unoccupied,"(-37.807568064386864, 144.9529019571974)",-37.807568064386864,144.9529019571974
,4332,C7002,Unoccupied,"(-37.80930996293084, 144.95640267925893)",-37.80930996293084,144.95640267925893
,3003,5060E,Unoccupied,"(-37.80514354426124, 144.9580620873935)",-37.80514354426124,144.9580620873935
,3831,C5536,Unoccupied,"(-37.80672619347971, 144.95410969981918)",-37.80672619347971,144.95410969981918
,2676,10185W,Unoccupied,"(-37.803932779609106, 144.94937283926816)",-37.803932779609106,144.94937283926816
,3833,C5542,Unoccupied,"(-37.80667854772118, 144.9540880143075)",-37.80667854772118,144.9540880143075
,3805,C5442,Present,"(-37.80804139113411, 144.9547126926679)",-37.80804139113411,144.9547126926679
,3922,C5760,Unoccupied,"(-37.804648423233246, 144.95536603987242)",-37.804648423233246,144.95536603987242
,6033,13077S,Present,"(-37.821270967232365, 144.94358696022024)",-37.821270967232365,144.94358696022024
,3984,C5936,Unoccupied,"(-37.80414982555552, 144.95395385533615)",-37.80414982555552,144.95395385533615
,6257,13418E,Present,"(-37.819782786109386, 144.94796145681474)",-37.819782786109386,144.94796145681474
,3006,5066E,Present,"(-37.80506700905272, 144.95802706944522)",-37.80506700905272,144.95802706944522
,3838,C5552,Present,"(-37.80656093303304, 144.95403448215598)",-37.80656093303304,144.95403448215598
,5226,11506N,Present,"(-37.81159624832596, 144.9525367688051)",-37.81159624832596,144.9525367688051
,3724,7737S,Unoccupied,"(-37.80325401620138, 144.95058834497473)",-37.80325401620138,144.95058834497473
,7062,4700Ea,Unoccupied,"(-37.80463110382532, 144.95901729620357)",-37.80463110382532,144.95901729620357
,5321,7829W,Unoccupied,"(-37.82805262576258, 144.97110406201244)",-37.82805262576258,144.97110406201244
,5881,12910N,Unoccupied,"(-37.79837484550813, 144.96534595918206)",-37.79837484550813,144.96534595918206
,3360,6055W,Unoccupied,"(-37.80606678593307, 144.95198437373847)",-37.80606678593307,144.95198437373847
,3725,7739S,Unoccupied,"(-37.803247458986434, 144.95052815098978)",-37.803247458986434,144.95052815098978
,6191,13272N,Present,"(-37.82018292396344, 144.94229570425165)",-37.82018292396344,144.94229570425165
,4985,9417S,Unoccupied,"(-37.830086551284325, 144.96651645702718)",-37.830086551284325,144.96651645702718
,7053,4666Ea,Unoccupied,"(-37.805653516399715, 144.95948789451333)",-37.805653516399715,144.95948789451333
,3012,5086E,Unoccupied,"(-37.804660182853496, 144.95783832325395)",-37.804660182853496,144.95783832325395
,3820,C5494,Present,"(-37.80723525042285, 144.9543402966289)",-37.80723525042285,144.9543402966289
,5353,8887W,Unoccupied,"(-37.824908323670655, 144.96116233018282)",-37.824908323670655,144.96116233018282
,4375,C7184,Present,"(-37.80749350300659, 144.95305535791255)",-37.80749350300659,144.95305535791255
,3494,6584N,Unoccupied,"(-37.80825984138091, 144.9597589397056)",-37.80825984138091,144.9597589397056
,4131,C6428,Present,"(-37.80347326534873, 144.95105471557133)",-37.80347326534873,144.95105471557133
,3392,6227W,Present,"(-37.806048953285384, 144.9508671460027)",-37.806048953285384,144.9508671460027
,5318,7823W,Unoccupied,"(-37.82918128727978, 144.971038392475)",-37.82918128727978,144.971038392475
,3403,6252N,Present,"(-37.80758513511026, 144.96637132175528)",-37.80758513511026,144.96637132175528
,4197,C6670,Present,"(-37.80871070565439, 144.9585441698922)",-37.80871070565439,144.9585441698922
,6190,13270N,Present,"(-37.82016441447789, 144.94235971345913)",-37.82016441447789,144.94235971345913
,4036,C6110,Unoccupied,"(-37.80468600562186, 144.95234559605683)",-37.80468600562186,144.95234559605683
,5327,7841W,Unoccupied,"(-37.827402655274994, 144.97115058095847)",-37.827402655274994,144.97115058095847
,4043,C6124,Unoccupied,"(-37.80451697889771, 144.95237596698098)",-37.80451697889771,144.95237596698098
,2648,10122E,Unoccupied,"(-37.803191517115465, 144.94820900121596)",-37.803191517115465,144.94820900121596
,3046,5149W,Present,"(-37.80280546182864, 144.95685528863962)",-37.80280546182864,144.95685528863962
,3810,C5456,Unoccupied,"(-37.807471734012296, 144.95444771321013)",-37.807471734012296,144.95444771321013
,2323,2888N,Unoccupied,"(-37.810907523740994, 144.9666268212244)",-37.810907523740994,144.9666268212244
,2631,10100E,Unoccupied,"(-37.803795463066834, 144.9481016399094)",-37.803795463066834,144.9481016399094
,2700,10330E,Unoccupied,"(-37.80319296434918, 144.94399913772605)",-37.80319296434918,144.94399913772605
,2680,10189W,Present,"(-37.80382682159421, 144.94939150990004)",-37.80382682159421,144.94939150990004
,3937,C5790,Unoccupied,"(-37.804085208998885, 144.95546730823222)",-37.804085208998885,144.95546730823222
,3977,C5922,Present,"(-37.804322468655904, 144.9539231482384)",-37.804322468655904,144.9539231482384
,2708,10341W,Unoccupied,"(-37.80353234388977, 144.94388507321685)",-37.80353234388977,144.94388507321685
,3935,C5786,Unoccupied,"(-37.8041351571469, 144.95545832941366)",-37.8041351571469,144.95545832941366
,4863,9266N,Present,"(-37.828915262045584, 144.97011668627863)",-37.828915262045584,144.97011668627863
,3395,6233W,Unoccupied,"(-37.80596271642133, 144.95082772735728)",-37.80596271642133,144.95082772735728
,8331,C7734B,Present,"(-37.80316707899577, 144.9506609998553)",-37.80316707899577,144.9506609998553
,3862,C5620,Present,"(-37.80714143011748, 144.9549240681294)",-37.80714143011748,144.9549240681294
,3565,7091S,Unoccupied,"(-37.80900153817465, 144.9534755228143)",-37.80900153817465,144.9534755228143
,3896,C5704,Present,"(-37.806092441005, 144.95511145791926)",-37.806092441005,144.95511145791926
,5878,12904N,Present,"(-37.79832412543489, 144.96488078826815)",-37.79832412543489,144.96488078826815
,5877,12902N,Unoccupied,"(-37.798313847511565, 144.96478913518115)",-37.798313847511565,144.96478913518115
,3377,6197W,Present,"(-37.806500342861035, 144.95107275435578)",-37.806500342861035,144.95107275435578
,3909,C5732,Unoccupied,"(-37.805128137732524, 144.9552798098799)",-37.805128137732524,144.9552798098799
,5866,C9166,Present,"(-37.798448675108475, 144.96517647689)",-37.798448675108475,144.96517647689
,3942,C5800,Present,"(-37.803932783966495, 144.95549470757186)",-37.803932783966495,144.95549470757186
,4129,C6420,Present,"(-37.80351884180942, 144.95104654652096)",-37.80351884180942,144.95104654652096
,3044,5147W,Unoccupied,"(-37.80285324569802, 144.9568774084001)",-37.80285324569802,144.9568774084001
,3262,5816E,Unoccupied,"(-37.80694424322287, 144.95348980330635)",-37.80694424322287,144.95348980330635
,6207,13327W,Unoccupied,"(-37.81974638617298, 144.9469095362673)",-37.81974638617298,144.9469095362673
,1672,2195S,Present,"(-37.814592013878155, 144.96586862109748)",-37.814592013878155,144.96586862109748
,3544,7064N,Unoccupied,"(-37.80859440745567, 144.95436484864248)",-37.80859440745567,144.95436484864248
,3675,7634N,Unoccupied,"(-37.80496415539301, 144.94854345868964)",-37.80496415539301,144.94854345868964
,4574,8015W,Unoccupied,"(-37.82974047092655, 144.96902592745062)",-37.82974047092655,144.96902592745062
,2698,10328E,Unoccupied,"(-37.80308929485435, 144.94401711182306)",-37.80308929485435,144.94401711182306
,5857,C9130,Present,"(-37.79841124372694, 144.96483415326622)",-37.79841124372694,144.96483415326622
,2671,10180E,Unoccupied,"(-37.8040527480692, 144.94954174409875)",-37.8040527480692,144.94954174409875
,4018,C6074,Present,"(-37.805166217141114, 144.95225998005083)",-37.805166217141114,144.95225998005083
,864,686E,Unoccupied,"(-37.81413624354119, 144.9688357652647)",-37.81413624354119,144.9688357652647
,3567,7095S,Unoccupied,"(-37.80904047159493, 144.95334011301645)",-37.80904047159493,144.95334011301645
,6223,13324E,Unoccupied,"(-37.81813758797308, 144.94643655625285)",-37.81813758797308,144.94643655625285
,4128,C6418,Unoccupied,"(-37.80354154461598, 144.95104250013748)",-37.80354154461598,144.95104250013748
,5274,4509W,Unoccupied,"(-37.811660440590664, 144.953424408537)",-37.811660440590664,144.953424408537
,3916,C5746,Unoccupied,"(-37.80482565498134, 144.95533418201455)",-37.80482565498134,144.95533418201455
,4355,C7140,Present,"(-37.80844946288812, 144.9526373310938)",-37.80844946288812,144.9526373310938
,4012,C6062,Unoccupied,"(-37.8058611193095, 144.95213990621272)",-37.8058611193095,144.95213990621272
,6384,13631W,Unoccupied,"(-37.82034636670441, 144.94446289417021)",-37.82034636670441,144.94446289417021
,5015,9447S,Present,"(-37.830244231466125, 144.96597270863515)",-37.830244231466125,144.96597270863515
,4435,C7710,Present,"(-37.80359824282294, 144.95451109653197)",-37.80359824282294,144.95451109653197
,6262,13428E,Present,"(-37.8199993586387, 144.94819170152437)",-37.8199993586387,144.94819170152437
,4302,C6940,Unoccupied,"(-37.8093356516848, 144.95606244657955)",-37.8093356516848,144.95606244657955
,2655,10159W,Present,"(-37.80465392902081, 144.94924754947715)",-37.80465392902081,144.94924754947715
,3813,C5466,Present,"(-37.8074008905007, 144.95441548939652)",-37.8074008905007,144.95441548939652
,4125,C6412,Present,"(-37.80361052899204, 144.95103010525628)",-37.80361052899204,144.95103010525628
,3513,6668N,Present,"(-37.80863899645456, 144.95844499257623)",-37.80863899645456,144.95844499257623
,4361,C7156,Unoccupied,"(-37.80712310200124, 144.95381396511996)",-37.80712310200124,144.95381396511996
,2683,10192E,Unoccupied,"(-37.80373847192441, 144.94959713136984)",-37.80373847192441,144.94959713136984
,3283,5848E,Unoccupied,"(-37.80650173373205, 144.9535676381809)",-37.80650173373205,144.9535676381809
,4887,9308N,Present,"(-37.82916917565997, 144.96924263891702)",-37.82916917565997,144.96924263891702
,4401,C7236,Unoccupied,"(-37.807899678320105, 144.95221886552395)",-37.807899678320105,144.95221886552395
,2678,10187W,Unoccupied,"(-37.803879688971975, 144.94938219754158)",-37.803879688971975,144.94938219754158
,3834,C5544,Unoccupied,"(-37.80665469383226, 144.95407715763554)",-37.80665469383226,144.95407715763554
,5864,C9158,Unoccupied,"(-37.79844107478208, 144.96510894917088)",-37.79844107478208,144.96510894917088
,3704,7670N,Present,"(-37.80379372113377, 144.95711295373144)",-37.80379372113377,144.95711295373144
,3197,5444E,Present,"(-37.807953687580905, 144.95479673649325)",-37.807953687580905,144.95479673649325
,8344,631W,Present,"(-37.81654080680083, 144.96969727650588)",-37.81654080680083,144.96969727650588
,3839,C5554,Unoccupied,"(-37.80653683016629, 144.9540234970279)",-37.80653683016629,144.9540234970279
,4865,9268N,Unoccupied,"(-37.82892561982128, 144.97008112535386)",-37.82892561982128,144.97008112535386
,4393,C7220,Present,"(-37.80774063077173, 144.95254655813204)",-37.80774063077173,144.95254655813204
,5345,8871W,Unoccupied,"(-37.82543122206522, 144.96054694628188)",-37.82543122206522,144.96054694628188
,2305,2841S,Unoccupied,"(-37.81058158682423, 144.96840487167276)",-37.81058158682423,144.96840487167276
,3926,C5768,Present,"(-37.80444470791144, 144.95540268447868)",-37.80444470791144,144.95540268447868
,2672,10181W,Present,"(-37.80404052141371, 144.94935384858712)",-37.80404052141371,144.94935384858712
,3378,6199W,Present,"(-37.80647917016282, 144.95106308998027)",-37.80647917016282,144.95106308998027
,3878,C5652,Present,"(-37.806667659130824, 144.95500864718963)",-37.806667659130824,144.95500864718963
,5875,C9202,Present,"(-37.79848480646727, 144.96551685131993)",-37.79848480646727,144.96551685131993
,3801,C5426,Present,"(-37.80814069305637, 144.95475819604104)",-37.80814069305637,144.95475819604104
,3624,7573S,Unoccupied,"(-37.80584440198315, 144.9548204611726)",-37.80584440198315,144.9548204611726
,2247,3936N,Unoccupied,"(-37.81224916081595, 144.95443640358283)",-37.81224916081595,144.95443640358283
,2251,3944N,Unoccupied,"(-37.812321764801254, 144.95417995459024)",-37.812321764801254,144.95417995459024
,6328,13474E,Present,"(-37.8187948047274, 144.94988619155254)",-37.8187948047274,144.94988619155254
,4392,C7218,Present,"(-37.807728807209315, 144.9525707720099)",-37.807728807209315,144.9525707720099
,3476,6540N,Present,"(-37.80782093646036, 144.9612678162011)",-37.80782093646036,144.9612678162011
,3416,6265S,Unoccupied,"(-37.80775320631275, 144.96615764256336)",-37.80775320631275,144.96615764256336
,4317,C6972,Present,"(-37.809356342797855, 144.95626247620703)",-37.809356342797855,144.95626247620703
,3196,5437W,Unoccupied,"(-37.80808044883812, 144.95460703377822)",-37.80808044883812,144.95460703377822
,4118,C6396,Present,"(-37.8037734258926, 144.95100108193583)",-37.8037734258926,144.95100108193583
,6243,13301S,Present,"(-37.82234164036471, 144.946869916901)",-37.82234164036471,144.946869916901
,8345,633W,Unoccupied,"(-37.816489644614556, 144.96967353669518)",-37.816489644614556,144.96967353669518
,6163,13216N,Present,"(-37.81870911819312, 144.94735467296553)",-37.81870911819312,144.94735467296553
,2646,10120E,Unoccupied,"(-37.803251489583005, 144.9481982658528)",-37.803251489583005,144.9481982658528
,3550,7073S,Unoccupied,"(-37.80882498247023, 144.95408965711715)",-37.80882498247023,144.95408965711715
,4248,C6828,Unoccupied,"(-37.80938773145017, 144.95563994568715)",-37.80938773145017,144.95563994568715
,4264,C6860,Unoccupied,"(-37.80945053004468, 144.95577383741607)",-37.80945053004468,144.95577383741607
,5347,8875W,Unoccupied,"(-37.825353797628004, 144.9606383154937)",-37.825353797628004,144.9606383154937
,2298,2795S,Present,"(-37.81048682110868, 144.9687281156743)",-37.81048682110868,144.9687281156743
,4844,9244N,Unoccupied,"(-37.82876804360365, 144.9706236824099)",-37.82876804360365,144.9706236824099
,3397,6237W,Present,"(-37.80589520730427, 144.95079721963123)",-37.80589520730427,144.95079721963123
,3897,C5706,Present,"(-37.806067037313525, 144.9551160044954)",-37.806067037313525,144.9551160044954
,3818,C5486,Present,"(-37.80728263826147, 144.95436191587947)",-37.80728263826147,144.95436191587947
,3920,C5754,Unoccupied,"(-37.80469658766741, 144.9553573821334)",-37.80469658766741,144.9553573821334
,6185,13260N,Present,"(-37.819930950529155, 144.94315971846427)",-37.819930950529155,144.94315971846427
,2322,2886N,Present,"(-37.8108887374072, 144.96669066831026)",-37.8108887374072,144.96669066831026
,3280,5842E,Unoccupied,"(-37.80657529109709, 144.95355467497205)",-37.80657529109709,144.95355467497205
,3895,C5702,Present,"(-37.80611672890922, 144.95510711694146)",-37.80611672890922,144.95510711694146
,4105,C6352,Present,"(-37.80421782013373, 144.95092242388282)",-37.80421782013373,144.95092242388282
,4577,8018E,Present,"(-37.82953407573397, 144.96905443417953)",-37.82953407573397,144.96905443417953
,3570,7098N,Unoccupied,"(-37.80895014004577, 144.95313144220654)",-37.80895014004577,144.95313144220654
,6053,13028N,Present,"(-37.821218796590344, 144.94410948147316)",-37.821218796590344,144.94410948147316
,4564,8005W,Unoccupied,"(-37.83007076061647, 144.96917903594934)",-37.83007076061647,144.96917903594934
,6252,13408E,Unoccupied,"(-37.819271388509044, 144.94741912002752)",-37.819271388509044,144.94741912002752
,5346,8873W,Present,"(-37.82539182057477, 144.9605934088404)",-37.82539182057477,144.9605934088404
,8305,655W,Present,"(-37.81523874251336, 144.9690991044169)",-37.81523874251336,144.9690991044169
,2656,10160E,Present,"(-37.80464318737358, 144.9494385370504)",-37.80464318737358,144.9494385370504
,4405,C7244,Unoccupied,"(-37.807950605621684, 144.95211398570711)",-37.807950605621684,144.95211398570711
,4126,C6414,Unoccupied,"(-37.80358787018449, 144.95103430187015)",-37.80358787018449,144.95103430187015
,4358,C7150,Unoccupied,"(-37.807083488656374, 144.9538956261695)",-37.807083488656374,144.9538956261695
,2312,2851S,Unoccupied,"(-37.81071345213895, 144.9679577708581)",-37.81071345213895,144.9679577708581
,3669,7628N,Unoccupied,"(-37.80497509749722, 144.94864127967384)",-37.80497509749722,144.94864127967384
,8335,C7736C,Present,"(-37.80314956292773, 144.9505000421462)",-37.80314956292773,144.9505000421462
,4299,C6934,Present,"(-37.80935099071176, 144.9559961537129)",-37.80935099071176,144.9559961537129
,2130,3705S,Present,"(-37.80915108992147, 144.9655783623318)",-37.80915108992147,144.9655783623318
,3405,6254N,Present,"(-37.80760467000953, 144.9663048493107)",-37.80760467000953,144.9663048493107
,3874,C5644,Unoccupied,"(-37.806793863655486, 144.95498609482)",-37.806793863655486,144.95498609482
,4388,C7210,Present,"(-37.807681641432694, 144.95266786398412)",-37.807681641432694,144.95266786398412
,3890,C5684,Present,"(-37.806319546626796, 144.95507086893082)",-37.806319546626796,144.95507086893082
,5241,11507S,Present,"(-37.811649605933354, 144.95276425119542)",-37.811649605933354,144.95276425119542
,3882,C5660,Unoccupied,"(-37.806567309722695, 144.95502658681517)",-37.806567309722695,144.95502658681517
,3193,5419W,Unoccupied,"(-37.80823444070779, 144.9546771997277)",-37.80823444070779,144.9546771997277
