parking_zone,bay_id,st_marker_id,status,location,lat,lon
,1497,1851S,Unoccupied,"(-37.81885513602744, 144.95915096817117)",-37.81885513602744,144.95915096817117
,6753,13090N,Present,"(-37.82136677470263, 144.94474255993526)",-37.82136677470263,144.94474255993526
,3546,7066N,Unoccupied,"(-37.80861227506381, 144.9543020355954)",-37.80861227506381,144.9543020355954
,4907,9329S,Unoccupied,"(-37.8295249771529, 144.96845256736603)",-37.8295249771529,144.96845256736603
,3948,C5864,Present,"(-37.8052387829283, 144.95375936377005)",-37.8052387829283,144.95375936377005
,6255,13414E,Unoccupied,"(-37.819403790206906, 144.94756042298957)",-37.819403790206906,144.94756042298957
,6167,13224N,Unoccupied,"(-37.81878289674114, 144.94710275895125)",-37.81878289674114,144.94710275895125
,2306,2843S,Unoccupied,"(-37.81063763930144, 144.9682147683588)",-37.81063763930144,144.9682147683588
,3678,7638N,Present,"(-37.804957821738654, 144.9484872417794)",-37.804957821738654,144.9484872417794
,3665,7624N,Unoccupied,"(-37.804981341212326, 144.9486975025199)",-37.804981341212326,144.9486975025199
,6059,13040N,Present,"(-37.821126302747224, 144.94372360484854)",-37.821126302747224,144.94372360484854
,3601,7336E,Present,"(-37.80537810506202, 144.94933123203518)",-37.80537810506202,144.94933123203518
,4445,C7736,Unoccupied,"(-37.80314610524371, 144.95046851427497)",-37.80314610524371,144.95046851427497
,6910,1920N,Unoccupied,"(-37.81459062113608, 144.9693496487792)",-37.81459062113608,144.9693496487792
,3952,C5872,Present,"(-37.80514393571363, 144.95377631037417)",-37.80514393571363,144.95377631037417
,3619,7567S,Present,"(-37.805918333860525, 144.9554908226089)",-37.805918333860525,144.9554908226089
,5011,9443S,Present,"(-37.830222665972336, 144.96604735511164)",-37.830222665972336,144.96604735511164
,6263,13329W,Present,"(-37.8189196878709, 144.9484019412546)",-37.8189196878709,144.9484019412546
,3394,6231W,Present,"(-37.805983889506166, 144.95083741087637)",-37.805983889506166,144.95083741087637
,9012,9172N,Present,"(-37.83072932690226, 144.96818485448006)",-37.83072932690226,144.96818485448006
,1270,4462E,Unoccupied,"(-37.813703354077106, 144.95461916833347)",-37.813703354077106,144.95461916833347
,3680,7640N,Unoccupied,"(-37.804954659650164, 144.94845913747562)",-37.804954659650164,144.94845913747562
,3253,5806E,Present,"(-37.80706021886858, 144.9534691810597)",-37.80706021886858,144.9534691810597
,951,C810,Present,"(-37.81135346943457, 144.96743345892835)",-37.81135346943457,144.96743345892835
,9068,9288N,Unoccupied,"(-37.829054419636975, 144.96963859415112)",-37.829054419636975,144.96963859415112
,4451,C7748,Present,"(-37.803118931583, 144.95022626614318)",-37.803118931583,144.95022626614318
,1294,4486E,Unoccupied,"(-37.81267387438292, 144.95414032864602)",-37.81267387438292,144.95414032864602
,2316,2857S,Unoccupied,"(-37.81077116342536, 144.9677629883215)",-37.81077116342536,144.9677629883215
,3356,6044E,Present,"(-37.80611418666328, 144.95221261672373)",-37.80611418666328,144.95221261672373
,5248,11521S,Unoccupied,"(-37.811825749221, 144.95214162680563)",-37.811825749221,144.95214162680563
,4294,C6924,Present,"(-37.809417761366305, 144.9560472846859)",-37.809417761366305,144.9560472846859
,5313,7813W,Present,"(-37.829452221386546, 144.9710348841311)",-37.829452221386546,144.9710348841311
,3883,C5662,Present,"(-37.806542072232105, 144.9550310971518)",-37.806542072232105,144.9550310971518
,5876,12900N,Present,"(-37.79830151808934, 144.9646668998155)",-37.79830151808934,144.9646668998155
,7060,4694Ea,Unoccupied,"(-37.80479172656398, 144.95909104701795)",-37.80479172656398,144.95909104701795
,9014,9168N,Present,"(-37.830685099278455, 144.96833742562072)",-37.830685099278455,144.96833742562072
,3387,6217W,Present,"(-37.80617781003179, 144.95092591905063)",-37.80617781003179,144.95092591905063
,5235,11524N,Unoccupied,"(-37.81191442680799, 144.95141216468477)",-37.81191442680799,144.95141216468477
,6036,13083S,Unoccupied,"(-37.82113479065242, 144.94301661517727)",-37.82113479065242,144.94301661517727
,5328,7843W,Present,"(-37.827352424794405, 144.97115074040516)",-37.827352424794405,144.97115074040516
,912,C670,Present,"(-37.81440744587311, 144.96883413715778)",-37.81440744587311,144.96883413715778
,2644,10118E,Unoccupied,"(-37.803307797109184, 144.94818815873492)",-37.803307797109184,144.94818815873492
,5273,4507W,Unoccupied,"(-37.81171114451988, 144.9534480392092)",-37.81171114451988,144.9534480392092
,2686,10195W,Present,"(-37.803664376988664, 144.9494201510351)",-37.803664376988664,144.9494201510351
,4861,9264N,Unoccupied,"(-37.82890482147644, 144.97015254202498)",-37.82890482147644,144.97015254202498
,3824,C5504,Present,"(-37.807140701844034, 144.95429735415559)",-37.807140701844034,144.95429735415559
,1528,1892N,Present,"(-37.81372065885267, 144.97230264023773)",-37.81372065885267,144.97230264023773
,3975,C5918,Unoccupied,"(-37.804432818424715, 144.95390350719538)",-37.804432818424715,144.95390350719538
,4437,C7714,Unoccupied,"(-37.80358756983143, 144.95441431149385)",-37.80358756983143,144.95441431149385
,2647,10121W,Unoccupied,"(-37.803204409203346, 144.9479740924209)",-37.803204409203346,144.9479740924209
,1284,4476E,Unoccupied,"(-37.81293227279018, 144.95426076235793)",-37.81293227279018,144.95426076235793
,6309,13375W,Present,"(-37.81981416605073, 144.949885833992)",-37.81981416605073,144.949885833992
,3400,6241W,Unoccupied,"(-37.80585287262254, 144.95077786807047)",-37.80585287262254,144.95077786807047
,6082,13229S,Unoccupied,"(-37.81944163212577, 144.94547769471956)",-37.81944163212577,144.94547769471956
,2679,10188E,Present,"(-37.803845768677675, 144.94957821859185)",-37.803845768677675,144.94957821859185
,6150,C13704,Present,"(-37.820019978880744, 144.94315996150792)",-37.820019978880744,144.94315996150792
,4883,9304N,Present,"(-37.829146675759404, 144.96931992163593)",-37.829146675759404,144.96931992163593
,2637,10107W,Present,"(-37.80368282112505, 144.94789332681202)",-37.80368282112505,144.94789332681202
,3873,C5642,Unoccupied,"(-37.806819323504826, 144.95498160861192)",-37.806819323504826,144.95498160861192
,946,C790,Present,"(-37.81157057108945, 144.96753234404272)",-37.81157057108945,144.96753234404272
,4913,9335S,Present,"(-37.82955191844707, 144.96835970098678)",-37.82955191844707,144.96835970098678
,6390,13636E,Present,"(-37.8203709882682, 144.94457618624395)",-37.8203709882682,144.94457618624395
,6222,13322E,Unoccupied,"(-37.81819067770749, 144.94645995311902)",-37.81819067770749,144.94645995311902
,8963,7859W,Unoccupied,"(-37.82656085803442, 144.97109351119087)",-37.82656085803442,144.97109351119087
,3002,5058E,Present,"(-37.80516415538277, 144.95807184586596)",-37.80516415538277,144.95807184586596
,6261,13426E,Present,"(-37.81995604389223, 144.94814583143113)",-37.81995604389223,144.94814583143113
,4449,C7744,Unoccupied,"(-37.803126015104915, 144.95028936539006)",-37.803126015104915,144.95028936539006
,3191,5415W,Unoccupied,"(-37.80833177449209, 144.95472159046906)",-37.80833177449209,144.95472159046906
,5870,C9182,Unoccupied,"(-37.79846529772058, 144.96533287717432)",-37.79846529772058,144.96533287717432
,4320,C6978,Unoccupied,"(-37.809331444399675, 144.9562035389631)",-37.809331444399675,144.9562035389631
,4993,9425S,Present,"(-37.83012757737667, 144.9663746848787)",-37.83012757737667,144.9663746848787
,3848,C5584,Unoccupied,"(-37.80629975513395, 144.9539156458021)",-37.80629975513395,144.9539156458021
,5023,9457S,Unoccupied,"(-37.830296550637506, 144.96579219736887)",-37.830296550637506,144.96579219736887
,5316,7819W,Unoccupied,"(-37.82928939365385, 144.97103614796043)",-37.82928939365385,144.97103614796043
,952,C814,Present,"(-37.81133017001849, 144.96742283713283)",-37.81133017001849,144.96742283713283
,3606,7554N,Unoccupied,"(-37.80598354787373, 144.95884461925414)",-37.80598354787373,144.95884461925414
,4265,C6862,Unoccupied,"(-37.80945561676933, 144.95583569188864)",-37.80945561676933,144.95583569188864
,3694,7656N,Unoccupied,"(-37.80497846789832, 144.956914516136)",-37.80497846789832,144.956914516136
,4279,C6894,Present,"(-37.80929055733951, 144.9558667226908)",-37.80929055733951,144.9558667226908
,3845,C5572,Unoccupied,"(-37.80637067967282, 144.95394788014832)",-37.80637067967282,144.95394788014832
,5232,11518N,Unoccupied,"(-37.81181041473464, 144.95177886825996)",-37.81181041473464,144.95177886825996
,3900,C5712,Present,"(-37.80542595203332, 144.95522627588673)",-37.80542595203332,144.95522627588673
,4083,C6280,Unoccupied,"(-37.80504309612259, 144.9507772992846)",-37.80504309612259,144.9507772992846
,3010,5080E,Unoccupied,"(-37.8047886926202, 144.95789909111085)",-37.8047886926202,144.95789909111085
,1054,979W,Present,"(-37.81854591924767, 144.96220366659801)",-37.81854591924767,144.96220366659801
,3875,C5646,Present,"(-37.80676840605765, 144.95499064476647)",-37.80676840605765,144.95499064476647
,6335,13488E,Present,"(-37.81965271469275, 144.95056196067844)",-37.81965271469275,144.95056196067844
,6177,13244N,Unoccupied,"(-37.81963249537165, 144.94418446205015)",-37.81963249537165,144.94418446205015
,6254,13412E,Unoccupied,"(-37.819359673313826, 144.94751331384012)",-37.819359673313826,144.94751331384012
,4430,C7700,Present,"(-37.80363224544294, 144.9548103245295)",-37.80363224544294,144.9548103245295
,3628,7577S,Present,"(-37.8058291849574, 144.95468553992856)",-37.8058291849574,144.95468553992856
,4376,C7186,Present,"(-37.80750619198183, 144.95302924456635)",-37.80750619198183,144.95302924456635
,3264,5820E,Unoccupied,"(-37.806897853481196, 144.953498051854)",-37.806897853481196,144.953498051854
,2318,2861S,Unoccupied,"(-37.81080964501693, 144.967633211193)",-37.81080964501693,144.967633211193
,3903,C5718,Unoccupied,"(-37.805359057027225, 144.95523830079958)",-37.805359057027225,144.95523830079958
,4495,3690N,Unoccupied,"(-37.80870822758821, 144.96660477271416)",-37.80870822758821,144.96660477271416
,3350,6034E,Present,"(-37.80638211114966, 144.95216474182206)",-37.80638211114966,144.95216474182206
,3987,C5942,Unoccupied,"(-37.80407539707152, 144.9539671009614)",-37.80407539707152,144.9539671009614
,957,C828,Present,"(-37.8111871873981, 144.96735757463318)",-37.8111871873981,144.96735757463318
,3644,7599S,Unoccupied,"(-37.805337957012156, 144.9502833511384)",-37.805337957012156,144.9502833511384
,3015,5092E,Present,"(-37.80447675631378, 144.95775638940404)",-37.80447675631378,144.95775638940404
,6184,13258N,Unoccupied,"(-37.81991234380873, 144.94322369995194)",-37.81991234380873,144.94322369995194
,949,C802,Present,"(-37.8114017627735, 144.9674554739191)",-37.8114017627735,144.9674554739191
,3633,7584N,Unoccupied,"(-37.80559174454697, 144.95422564230262)",-37.80559174454697,144.95422564230262
,6045,13010N,Present,"(-37.81982751532851, 144.95122373557066)",-37.81982751532851,144.95122373557066
,2640,10113W,Unoccupied,"(-37.80352505496764, 144.94791924015442)",-37.80352505496764,144.94791924015442
,6062,13046N,Present,"(-37.82107941377973, 144.94352789890692)",-37.82107941377973,144.94352789890692
,3568,7096N,Unoccupied,"(-37.80893103506304, 144.95319811001679)",-37.80893103506304,144.95319811001679
,3348,6032E,Present,"(-37.80648440390729, 144.95214642968898)",-37.80648440390729,144.95214642968898
,8307,659W,Present,"(-37.81514065818146, 144.9690534891165)",-37.81514065818146,144.9690534891165
,5312,7811W,Unoccupied,"(-37.829506278589136, 144.97103500186853)",-37.829506278589136,144.97103500186853
,4387,C7208,Unoccupied,"(-37.80765463998226, 144.95272351758337)",-37.80765463998226,144.95272351758337
,4260,C6852,Unoccupied,"(-37.809510592273725, 144.9557626274517)",-37.809510592273725,144.9557626274517
,2691,10200E,Unoccupied,"(-37.803528781966094, 144.94963406770725)",-37.803528781966094,144.94963406770725
,5907,C9068,Unoccupied,"(-37.80293199839085, 144.9675715117793)",-37.80293199839085,144.9675715117793
,5250,11525S,Present,"(-37.81186210040582, 144.9520132830241)",-37.81186210040582,144.9520132830241
,4086,C6286,Unoccupied,"(-37.80497529927409, 144.95078932967044)",-37.80497529927409,144.95078932967044
,9066,9282N,Present,"(-37.828996896247276, 144.96983500340266)",-37.828996896247276,144.96983500340266
,8330,C7734A,Unoccupied,"(-37.8031707374671, 144.95069360507088)",-37.8031707374671,144.95069360507088
,6035,13081S,Present,"(-37.821152904500416, 144.94309232883276)",-37.821152904500416,144.94309232883276
,3195,5435W,Unoccupied,"(-37.80812111907606, 144.95462556128655)",-37.80812111907606,144.95462556128655
,4859,9262N,Unoccupied,"(-37.82889407958439, 144.97018952912822)",-37.82889407958439,144.97018952912822
,4267,C6866,Unoccupied,"(-37.80943461730371, 144.95583958698757)",-37.80943461730371,144.95583958698757
,8996,13016Nb,Present,"(-37.82037434765545, 144.94934064330513)",-37.82037434765545,144.94934064330513
,3934,C5784,Present,"(-37.80416013145049, 144.9554538402955)",-37.80416013145049,144.9554538402955
,6077,13219S,Unoccupied,"(-37.81889292380934, 144.9473986962407)",-37.81889292380934,144.9473986962407
,5259,4517W,Unoccupied,"(-37.81114875079743, 144.95318599123723)",-37.81114875079743,144.95318599123723
,5883,12914N,Unoccupied,"(-37.79839303700173, 144.96551372538534)",-37.79839303700173,144.96551372538534
,6256,13416E,Present,"(-37.81973947127898, 144.94791536302006)",-37.81973947127898,144.94791536302006
,3811,C5458,Unoccupied,"(-37.807448011270026, 144.95443689661118)",-37.807448011270026,144.95443689661118
,2661,10168E,Unoccupied,"(-37.804416546517615, 144.94947831042316)",-37.804416546517615,144.94947831042316
,8341,645W,Present,"(-37.81618810644635, 144.96953461682887)",-37.81618810644635,144.96953461682887
,5024,9459S,Unoccupied,"(-37.83030751183702, 144.9657543712225)",-37.83030751183702,144.9657543712225
,1110,C1136,Unoccupied,"(-37.8143763501657, 144.96041280692424)",-37.8143763501657,144.96041280692424
,6081,13227S,Present,"(-37.81942235225009, 144.94554422786018)",-37.81942235225009,144.94554422786018
,5249,11523S,Present,"(-37.81184392505163, 144.95207745463983)",-37.81184392505163,144.95207745463983
,3965,C5898,Present,"(-37.80472866680152, 144.95385053369245)",-37.80472866680152,144.95385053369245
,3825,C5506,Unoccupied,"(-37.80711670747934, 144.95428638590482)",-37.80711670747934,144.95428638590482
,1268,4460E,Unoccupied,"(-37.81375394177102, 144.95464267215107)",-37.81375394177102,144.95464267215107
,3365,6173W,Present,"(-37.804212839877096, 144.94314966085244)",-37.804212839877096,144.94314966085244
,4905,9327S,Unoccupied,"(-37.829516123864686, 144.96848308435517)",-37.829516123864686,144.96848308435517
,3861,C5618,Unoccupied,"(-37.807189189914745, 144.9549154453604)",-37.807189189914745,144.9549154453604
,6642,13625W,Unoccupied,"(-37.819365284575994, 144.9434416014759)",-37.819365284575994,144.9434416014759
,3402,6251S,Present,"(-37.807670399778175, 144.9664388087702)",-37.807670399778175,144.9664388087702
,4377,C7188,Present,"(-37.80751916412699, 144.95300253082087)",-37.80751916412699,144.95300253082087
,3828,C5524,Unoccupied,"(-37.80679216256973, 144.95413973020337)",-37.80679216256973,144.95413973020337
,3686,7646N,Unoccupied,"(-37.80500159217506, 144.95712214565845)",-37.80500159217506,144.95712214565845
,6248,13400E,Unoccupied,"(-37.819101718568504, 144.9472379563726)",-37.819101718568504,144.9472379563726
,3857,C5610,Unoccupied,"(-37.80729075478993, 144.95489727880891)",-37.80729075478993,144.95489727880891
,2706,10338E,Unoccupied,"(-37.803428726035634, 144.94395698879092)",-37.803428726035634,144.94395698879092
,4441,C7728,Unoccupied,"(-37.803184192208334, 144.95081336012015)",-37.803184192208334,144.95081336012015
,6393,13642E,Unoccupied,"(-37.820100077857674, 144.94445119121684)",-37.820100077857674,144.94445119121684
,8342,647W,Present,"(-37.81613310190409, 144.9695092774775)",-37.81613310190409,144.9695092774775
,2689,10198E,Unoccupied,"(-37.80357973082905, 144.94962510604972)",-37.80357973082905,144.94962510604972
,3541,7060N,Unoccupied,"(-37.808558249149854, 144.95449049698723)",-37.808558249149854,144.95449049698723
,914,C674,Present,"(-37.81436063676442, 144.96881309873686)",-37.81436063676442,144.96881309873686
,5243,11511S,Present,"(-37.81173638829861, 144.95245718481078)",-37.81173638829861,144.95245718481078
,2314,2855S,Unoccupied,"(-37.81075192758727, 144.96782788227944)",-37.81075192758727,144.96782788227944
,3404,6253S,Present,"(-37.807680383913905, 144.96640504611318)",-37.807680383913905,144.96640504611318
,4201,C6686,Unoccupied,"(-37.808745386937495, 144.95842532855065)",-37.808745386937495,144.95842532855065
,4119,C6400,Unoccupied,"(-37.80375005016145, 144.95100527683002)",-37.80375005016145,144.95100527683002
,6246,13310N,Unoccupied,"(-37.82225314054185, 144.9468388509502)",-37.82225314054185,144.9468388509502
,4440,C7726,Unoccupied,"(-37.80329122707427, 144.95175998391886)",-37.80329122707427,144.95175998391886
,4439,C7718,Present,"(-37.80357997154879, 144.95434658469168)",-37.80357997154879,144.95434658469168
,3807,C5450,Present,"(-37.80754350767742, 144.95448039110647)",-37.80754350767742,144.95448039110647
,4494,3688N,Unoccupied,"(-37.808689625442256, 144.9666683347624)",-37.808689625442256,144.9666683347624
,3966,C5900,Present,"(-37.80470462823361, 144.9538548253778)",-37.80470462823361,144.9538548253778
,4839,9239S,Present,"(-37.82884921067272, 144.97076981597644)",-37.82884921067272,144.97076981597644
,3892,C5692,Unoccupied,"(-37.80626986938957, 144.9550797471396)",-37.80626986938957,144.9550797471396
,4244,C6820,Present,"(-37.80953289851465, 144.95561158975204)",-37.80953289851465,144.95561158975204
,6744,6619S,Unoccupied,"(-37.808463852302836, 144.95974035586147)",-37.808463852302836,144.95974035586147
,3368,6179W,Present,"(-37.80406031812777, 144.94317667886412)",-37.80406031812777,144.94317667886412
,3843,C5566,Present,"(-37.80641793309145, 144.9539693463589)",-37.80641793309145,144.9539693463589
,6034,13079S,Present,"(-37.82125258940435, 144.9435102512326)",-37.82125258940435,144.9435102512326
,6645,13618E,Unoccupied,"(-37.8195015819484, 144.943665942775)",-37.8195015819484,144.943665942775
,5013,9445S,Present,"(-37.8302333537833, 144.96601013077878)",-37.8302333537833,144.96601013077878
,4251,C6834,Unoccupied,"(-37.80932853709153, 144.95565051334395)",-37.80932853709153,144.95565051334395
,3799,C5422,Present,"(-37.8081880452568, 144.95477990129928)",-37.8081880452568,144.95477990129928
,2488,C2874,Present,"(-37.810709013284594, 144.9676187371634)",-37.810709013284594,144.9676187371634
,3803,C5434,Unoccupied,"(-37.80809212219789, 144.95473598666138)",-37.80809212219789,144.95473598666138
,3673,7632N,Unoccupied,"(-37.8049688034327, 144.94858505740615)",-37.8049688034327,144.94858505740615
,5880,12908N,Unoccupied,"(-37.79836692956692, 144.96527283263367)",-37.79836692956692,144.96527283263367
,4130,C6424,Unoccupied,"(-37.803496275233954, 144.95105059551076)",-37.803496275233954,144.95105059551076
,3562,7088N,Unoccupied,"(-37.80885217507168, 144.95347329740525)",-37.80885217507168,144.95347329740525
,6144,C13680,Unoccupied,"(-37.819960436715434, 144.94336469710623)",-37.819960436715434,144.94336469710623
,2663,10170E,Present,"(-37.80435822131767, 144.9494885385869)",-37.80435822131767,144.9494885385869
,3401,6243W,Present,"(-37.80583170375059, 144.95076832070202)",-37.80583170375059,144.95076832070202
,4568,8009W,Present,"(-37.829968810061345, 144.96913198248313)",-37.829968810061345,144.96913198248313
,8989,7917W,Unoccupied,"(-37.82844524779473, 144.97107210205033)",-37.82844524779473,144.97107210205033
,4259,C6850,Unoccupied,"(-37.80916763506006, 144.95567953403548)",-37.80916763506006,144.95567953403548
,5874,C9198,Present,"(-37.79848168467851, 144.96548768683328)",-37.79848168467851,144.96548768683328
,2738,4559W,Unoccupied,"(-37.80867167411489, 144.9660838980326)",-37.80867167411489,144.9660838980326
,8347,781W,Present,"(-37.812111639871596, 144.9676573100245)",-37.812111639871596,144.9676573100245
,4379,C7192,Unoccupied,"(-37.80754433786831, 144.95295068458603)",-37.80754433786831,144.95295068458603
,862,682E,Unoccupied,"(-37.814189167542054, 144.96886001495778)",-37.814189167542054,144.96886001495778
,4362,C7158,Unoccupied,"(-37.80713630327168, 144.95378654885616)",-37.80713630327168,144.95378654885616
,2666,10174E,Unoccupied,"(-37.804214385640634, 144.94951325623254)",-37.804214385640634,144.94951325623254
,3620,7568N,Present,"(-37.80565938100267, 144.954826317798)",-37.80565938100267,144.954826317798
,2667,10176E,Unoccupied,"(-37.80415897928181, 144.94952302106753)",-37.80415897928181,144.94952302106753
,5331,7849W,Unoccupied,"(-37.82719826086641, 144.97115121650052)",-37.82719826086641,144.97115121650052
,1276,4468E,Unoccupied,"(-37.81355506304922, 144.95455077200643)",-37.81355506304922,144.95455077200643
,3815,C5474,Present,"(-37.80735379788764, 144.95439403613716)",-37.80735379788764,144.95439403613716
,4372,C7178,Present,"(-37.807439625215075, 144.9531662424701)",-37.807439625215075,144.9531662424701
,4014,C6066,Unoccupied,"(-37.805734133247434, 144.95216266993137)",-37.805734133247434,144.95216266993137
,3610,7558N,Unoccupied,"(-37.806033996519375, 144.95867183356904)",-37.806033996519375,144.95867183356904
,916,C680,Present,"(-37.814288525689115, 144.96878064119255)",-37.814288525689115,144.96878064119255
,4442,C7730,Unoccupied,"(-37.80318101848323, 144.95078523746167)",-37.80318101848323,144.95078523746167
,7061,4696Ea,Unoccupied,"(-37.80474307012923, 144.9590686673693)",-37.80474307012923,144.9590686673693
,6037,13085S,Present,"(-37.821119165074585, 144.94295135097482)",-37.821119165074585,144.94295135097482
,3618,7566N,Unoccupied,"(-37.80566694062923, 144.95489328638936)",-37.80566694062923,144.95489328638936
,3008,5072E,Present,"(-37.80495738619152, 144.95797680186288)",-37.80495738619152,144.95797680186288
,6135,C13644,Unoccupied,"(-37.81977373071475, 144.9440145055217)",-37.81977373071475,144.9440145055217
,3558,7084N,Unoccupied,"(-37.808812603559126, 144.95361138235916)",-37.808812603559126,144.95361138235916
,2681,10190E,Unoccupied,"(-37.80379246057316, 144.9495876166959)",-37.80379246057316,144.9495876166959
,3414,6263S,Unoccupied,"(-37.80774341058874, 144.9661907526817)",-37.80774341058874,144.9661907526817
,4087,C6290,Present,"(-37.80495291579882, 144.95079328591325)",-37.80495291579882,144.95079328591325
,3826,C5508,Present,"(-37.80709231981772, 144.95427534398706)",-37.80709231981772,144.95427534398706
,5060,9837S,Unoccupied,"(-37.82528281058076, 144.96991750774305)",-37.82528281058076,144.96991750774305
,2677,10186E,Unoccupied,"(-37.80389685139612, 144.94956921982626)",-37.80389685139612,144.94956921982626
,4443,C7732,Unoccupied,"(-37.80317773867142, 144.95075600524456)",-37.80317773867142,144.95075600524456
,6164,13218N,Present,"(-37.81872750478851, 144.94729299903895)",-37.81872750478851,144.94729299903895
,3819,C5490,Unoccupied,"(-37.80725899738779, 144.9543510344472)",-37.80725899738779,144.9543510344472
,6250,13404E,Unoccupied,"(-37.81918288885755, 144.94732522277087)",-37.81918288885755,144.94732522277087
,4370,C7174,Present,"(-37.80741375196129, 144.95321945888054)",-37.80741375196129,144.95321945888054
,4039,C6116,Unoccupied,"(-37.80461099949032, 144.9523591001093)",-37.80461099949032,144.9523591001093
,4295,C6926,Unoccupied,"(-37.80939289853838, 144.9559884246491)",-37.80939289853838,144.9559884246491
