,Unnamed:_0,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
27,27,2.0,2020-07-01 23:31:02,2020-07-01 23:39:14,1.0,5.99,1.0,N,132,76,2.0,17.5,0.5,0.5,0.0,0.0,0.3,18.8,0.0
28,28,2.0,2020-07-02 01:59:54,2020-07-02 02:27:24,6.0,11.21,1.0,N,141,208,2.0,34.0,0.5,0.5,0.0,0.0,0.3,37.8,2.5
29,29,1.0,2020-07-02 08:25:45,2020-07-02 08:33:50,1.0,1.1,1.0,N,170,230,1.0,7.5,2.5,0.5,1.5,0.0,0.3,12.3,2.5
30,30,2.0,2020-07-02 08:09:30,2020-07-02 08:23:45,1.0,3.46,1.0,N,90,13,1.0,14.0,0.0,0.5,4.33,0.0,0.3,21.63,2.5
31,31,2.0,2020-07-02 08:21:43,2020-07-02 08:25:39,1.0,1.47,1.0,N,142,161,1.0,6.0,0.0,0.5,1.67,0.0,0.3,10.97,2.5
32,32,1.0,2020-07-02 11:03:59,2020-07-02 11:30:37,1.0,9.5,1.0,N,48,70,1.0,30.0,2.5,0.5,7.88,6.12,0.3,47.3,2.5
33,33,2.0,2020-07-02 11:34:45,2020-07-02 11:47:06,1.0,2.31,1.0,N,116,151,2.0,11.0,0.0,0.5,0.0,0.0,0.3,11.8,0.0
34,34,1.0,2020-07-02 11:49:54,2020-07-02 11:57:41,1.0,2.0,1.0,N,68,142,2.0,8.5,2.5,0.5,0.0,0.0,0.3,11.8,2.5
35,35,1.0,2020-07-02 12:43:23,2020-07-02 12:50:08,1.0,0.8,1.0,N,148,148,2.0,6.0,2.5,0.5,0.0,0.0,0.3,9.3,2.5
36,36,1.0,2020-07-02 12:48:32,2020-07-02 12:58:23,1.0,1.9,1.0,N,142,151,3.0,8.5,2.5,0.5,0.0,0.0,0.3,11.8,2.5
37,37,2.0,2020-07-02 12:29:11,2020-07-02 12:35:45,1.0,1.12,1.0,N,142,237,1.0,6.5,0.0,0.5,1.96,0.0,0.3,11.76,2.5
38,38,2.0,2020-07-02 13:16:04,2020-07-02 13:25:15,1.0,3.98,1.0,N,140,79,2.0,13.0,0.0,0.5,0.0,0.0,0.3,16.3,2.5
39,39,2.0,2020-07-02 13:42:27,2020-07-02 13:44:31,1.0,0.6,1.0,N,238,238,1.0,4.0,0.0,0.5,1.82,0.0,0.3,9.12,2.5
40,40,1.0,2020-07-02 14:24:14,2020-07-02 14:35:23,0.0,1.7,1.0,N,140,163,1.0,9.5,2.5,0.5,2.55,0.0,0.3,15.35,2.5
41,41,1.0,2020-07-02 14:28:02,2020-07-02 14:34:45,2.0,0.9,1.0,N,162,186,2.0,6.5,2.5,0.5,0.0,0.0,0.3,9.8,2.5
42,42,1.0,2020-07-02 14:35:12,2020-07-02 14:45:55,1.0,2.1,1.0,N,116,244,1.0,9.5,0.0,0.5,0.0,0.0,0.3,10.3,0.0
43,43,2.0,2020-07-02 15:06:08,2020-07-02 15:22:33,1.0,3.73,1.0,N,164,239,1.0,14.5,0.0,0.5,3.56,0.0,0.3,21.36,2.5
44,44,1.0,2020-07-02 15:47:15,2020-07-02 16:51:40,1.0,0.0,1.0,N,255,42,1.0,30.2,0.0,0.5,0.0,6.12,0.3,37.12,0.0
45,45,2.0,2020-07-02 15:04:54,2020-07-02 15:11:53,1.0,0.92,1.0,N,161,100,1.0,6.5,0.0,0.5,0.0,0.0,0.3,9.8,2.5
46,46,2.0,2020-07-02 15:46:35,2020-07-02 16:03:00,1.0,3.18,1.0,N,234,143,1.0,13.5,0.0,0.5,3.36,0.0,0.3,20.16,2.5
47,47,2.0,2020-07-02 16:27:44,2020-07-02 17:02:50,5.0,10.92,1.0,N,132,91,2.0,35.0,1.0,0.5,0.0,0.0,0.3,36.8,0.0
48,48,1.0,2020-07-02 16:52:01,2020-07-02 17:01:37,1.0,2.2,1.0,N,246,163,1.0,9.5,3.5,0.5,3.45,0.0,0.3,17.25,2.5
49,49,2.0,2020-07-02 16:20:09,2020-07-02 16:28:56,2.0,1.17,1.0,N,143,238,2.0,7.5,1.0,0.5,0.0,0.0,0.3,11.8,2.5
50,50,2.0,2020-07-02 16:33:46,2020-07-02 16:39:08,2.0,0.71,1.0,N,186,48,1.0,5.5,1.0,0.5,1.96,0.0,0.3,11.76,2.5
51,51,1.0,2020-07-02 17:39:26,2020-07-02 17:51:47,1.0,1.1,1.0,N,238,151,1.0,9.0,3.5,0.5,2.66,0.0,0.3,15.96,2.5
52,52,2.0,2020-07-02 17:38:16,2020-07-02 17:58:27,1.0,4.7,1.0,N,114,239,2.0,17.5,1.0,0.5,0.0,0.0,0.3,21.8,2.5
53,53,2.0,2020-07-02 18:08:51,2020-07-02 19:38:57,1.0,14.34,1.0,N,186,165,2.0,58.0,1.0,0.5,0.0,0.0,0.3,62.3,2.5
54,54,1.0,2020-07-02 18:59:59,2020-07-02 19:13:54,1.0,2.7,1.0,N,68,144,1.0,11.5,3.5,0.5,3.15,0.0,0.3,18.95,2.5
55,55,1.0,2020-07-02 18:42:46,2020-07-02 18:47:15,1.0,1.0,1.0,N,262,140,1.0,6.0,3.5,0.5,2.5,0.0,0.3,12.8,2.5
56,56,1.0,2020-07-02 19:07:21,2020-07-02 19:10:46,1.0,0.7,1.0,N,75,75,1.0,4.5,1.0,0.5,0.0,0.0,0.3,6.3,0.0
57,57,1.0,2020-07-02 20:23:52,2020-07-02 20:27:41,1.0,0.7,1.0,N,162,163,1.0,4.5,3.0,0.5,1.25,0.0,0.3,9.55,2.5
58,58,2.0,2020-07-03 05:45:08,2020-07-03 05:50:35,1.0,1.26,1.0,N,90,90,2.0,6.5,0.5,0.5,0.0,0.0,0.3,10.3,2.5
59,59,2.0,2020-07-03 08:26:23,2020-07-03 08:47:47,1.0,5.04,1.0,N,79,143,1.0,19.0,0.0,0.5,4.46,0.0,0.3,26.76,2.5
60,60,2.0,2020-07-03 08:56:18,2020-07-03 09:01:45,1.0,2.67,1.0,N,233,4,1.0,9.0,0.0,0.5,2.0,0.0,0.3,14.3,2.5
61,61,2.0,2020-07-03 10:27:22,2020-07-03 10:31:36,1.0,0.62,1.0,N,249,113,1.0,5.0,0.0,0.5,2.49,0.0,0.3,10.79,2.5
62,62,2.0,2020-07-03 10:48:06,2020-07-03 11:07:19,1.0,5.14,1.0,N,211,238,1.0,18.0,0.0,0.5,5.32,0.0,0.3,26.62,2.5
63,63,1.0,2020-07-03 10:40:37,2020-07-03 10:48:28,1.0,3.1,1.0,N,262,233,1.0,10.5,2.5,0.5,2.75,0.0,0.3,16.55,2.5
64,64,1.0,2020-07-03 11:48:57,2020-07-03 11:57:04,1.0,1.5,1.0,N,234,144,1.0,7.5,2.5,0.5,0.0,0.0,0.3,10.8,2.5
65,65,2.0,2020-07-03 12:10:23,2020-07-03 12:18:57,1.0,1.97,1.0,N,242,78,2.0,8.5,0.0,0.5,0.0,0.0,0.3,9.3,0.0
66,66,1.0,2020-07-03 14:48:56,2020-07-03 14:54:42,1.0,1.4,1.0,N,263,75,1.0,6.5,2.5,0.5,2.0,0.0,0.3,11.8,2.5
67,67,2.0,2020-07-03 15:32:37,2020-07-03 15:40:14,1.0,1.96,1.0,N,237,239,1.0,8.0,0.0,0.5,2.26,0.0,0.3,13.56,2.5
68,68,1.0,2020-07-03 15:17:43,2020-07-03 15:30:56,1.0,2.8,1.0,N,162,239,2.0,12.0,2.5,0.5,0.0,0.0,0.3,15.3,2.5
69,69,1.0,2020-07-03 15:26:35,2020-07-03 15:34:57,2.0,1.6,1.0,N,50,142,1.0,8.0,2.5,0.5,2.25,0.0,0.3,13.55,2.5
70,70,1.0,2020-07-03 17:15:33,2020-07-03 17:23:22,1.0,1.8,1.0,N,90,233,1.0,8.0,2.5,0.5,3.35,0.0,0.3,14.65,2.5
71,71,2.0,2020-07-03 17:38:27,2020-07-03 17:45:19,1.0,0.59,1.0,N,100,100,2.0,4.0,0.8,0.5,0.0,0.0,0.0,5.3,0.0
72,72,2.0,2020-07-03 17:25:57,2020-07-03 17:38:39,1.0,3.78,1.0,N,140,113,1.0,14.0,0.0,0.5,3.46,0.0,0.3,20.76,2.5
73,73,1.0,2020-07-03 17:12:19,2020-07-03 17:17:56,0.0,1.1,1.0,N,237,236,1.0,6.5,2.5,0.5,1.95,0.0,0.3,11.75,2.5
74,74,2.0,2020-07-03 18:27:21,2020-07-03 18:38:40,1.0,2.75,1.0,N,211,97,2.0,11.5,0.0,0.5,0.0,0.0,0.3,14.8,2.5
75,75,1.0,2020-07-03 19:37:12,2020-07-03 19:42:58,2.0,0.7,1.0,N,246,100,2.0,6.0,3.5,0.5,0.0,0.0,0.3,10.3,2.5
76,76,2.0,2020-07-03 20:50:35,2020-07-03 21:24:06,1.0,14.23,1.0,N,125,265,1.0,41.5,0.5,0.5,17.12,11.75,0.3,74.17,2.5
77,77,2.0,2020-07-03 21:31:57,2020-07-03 21:40:20,1.0,1.55,1.0,N,229,48,1.0,8.0,0.5,0.5,2.36,0.0,0.3,14.16,2.5
78,78,2.0,2020-07-03 23:25:55,2020-07-03 23:37:42,3.0,1.87,1.0,N,148,211,1.0,10.0,0.5,0.5,2.76,0.0,0.3,16.56,2.5
79,79,2.0,2020-07-04 00:34:46,2020-07-04 00:44:10,1.0,3.39,1.0,N,239,90,1.0,11.5,0.5,0.5,2.0,0.0,0.3,17.3,2.5
80,80,2.0,2020-07-04 09:15:13,2020-07-04 09:20:33,1.0,1.32,1.0,N,141,162,1.0,6.5,0.0,0.5,1.96,0.0,0.3,11.76,2.5
81,81,1.0,2020-07-04 09:46:57,2020-07-04 09:50:06,1.0,1.0,1.0,N,107,170,2.0,5.0,2.5,0.5,0.0,0.0,0.3,8.3,2.5
82,82,1.0,2020-07-04 12:11:46,2020-07-04 12:14:49,2.0,0.4,1.0,N,238,238,2.0,4.0,2.5,0.5,0.0,0.0,0.3,7.3,2.5
83,83,2.0,2020-07-04 12:15:59,2020-07-04 12:23:50,1.0,2.5,1.0,N,162,262,2.0,9.5,0.0,0.5,0.0,0.0,0.3,12.8,2.5
84,84,2.0,2020-07-04 12:29:49,2020-07-04 12:30:28,1.0,0.19,1.0,N,125,114,1.0,2.5,0.0,0.5,1.74,0.0,0.3,7.54,2.5
85,85,2.0,2020-07-04 14:20:55,2020-07-04 14:32:59,3.0,1.62,1.0,N,141,229,2.0,8.0,0.0,0.5,0.0,0.0,0.3,11.3,2.5
86,86,2.0,2020-07-04 15:09:46,2020-07-05 14:35:38,3.0,1.62,1.0,N,43,239,2.0,7.0,0.0,0.5,0.0,0.0,0.3,10.3,2.5
87,87,2.0,2020-07-04 15:37:56,2020-07-04 15:43:36,1.0,1.45,1.0,N,100,233,2.0,7.0,0.0,0.5,0.0,0.0,0.3,10.3,2.5
88,88,2.0,2020-07-04 16:47:49,2020-07-04 17:09:43,1.0,16.52,1.0,N,132,255,1.0,44.0,0.0,0.5,8.96,0.0,0.3,53.76,0.0
89,89,1.0,2020-07-04 17:40:53,2020-07-04 17:48:18,3.0,2.5,1.0,N,231,234,1.0,9.5,2.5,0.5,2.55,0.0,0.3,15.35,2.5
90,90,2.0,2020-07-04 17:32:51,2020-07-04 17:37:54,1.0,1.16,1.0,N,48,50,2.0,6.0,0.0,0.5,0.0,0.0,0.3,9.3,2.5
91,91,2.0,2020-07-04 17:49:08,2020-07-04 17:52:46,1.0,1.11,1.0,N,159,42,2.0,5.5,0.0,0.5,0.0,0.0,0.3,6.3,0.0
92,92,2.0,2020-07-04 17:21:04,2020-07-04 17:43:50,2.0,6.22,1.0,N,234,75,2.0,20.5,0.0,0.5,0.0,0.0,0.3,23.8,2.5
93,93,2.0,2020-07-04 20:44:29,2020-07-04 20:48:18,1.0,0.7,1.0,N,48,48,1.0,5.0,0.5,0.5,1.76,0.0,0.3,10.56,2.5
94,94,2.0,2020-07-04 21:23:32,2020-07-04 21:31:29,1.0,1.8,1.0,N,236,229,1.0,8.5,0.5,0.5,2.46,0.0,0.3,14.76,2.5
95,95,2.0,2020-07-04 22:37:46,2020-07-04 22:40:32,1.0,0.44,1.0,N,239,239,2.0,4.0,0.5,0.5,0.0,0.0,0.3,7.8,2.5
96,96,1.0,2020-07-04 22:43:31,2020-07-04 22:50:52,1.0,1.6,1.0,N,48,170,1.0,7.5,3.0,0.5,2.8,0.0,0.3,14.1,2.5
97,97,2.0,2020-07-04 23:08:10,2020-07-04 23:26:32,1.0,3.89,1.0,N,263,230,1.0,14.5,3.0,0.5,65.45,0.0,0.3,83.75,0.0
98,98,2.0,2020-07-05 00:10:18,2020-07-05 00:34:33,1.0,10.28,1.0,N,50,257,1.0,31.0,0.5,0.5,6.96,0.0,0.3,41.76,2.5
99,99,2.0,2020-07-05 07:12:51,2020-07-05 07:18:15,1.0,1.58,1.0,N,239,237,1.0,7.0,0.0,0.5,2.06,0.0,0.3,12.36,2.5
100,100,2.0,2020-07-05 07:59:14,2020-07-05 08:26:12,1.0,19.0,2.0,N,132,263,2.0,52.0,0.0,0.5,0.0,6.12,0.3,58.92,0.0
101,101,1.0,2020-07-05 11:21:43,2020-07-05 11:45:02,1.0,6.8,1.0,N,238,45,1.0,23.5,2.5,0.5,5.35,0.0,0.3,32.15,2.5
102,102,1.0,2020-07-05 11:10:30,2020-07-05 11:11:35,1.0,0.2,1.0,N,236,236,1.0,3.0,2.5,0.5,3.0,0.0,0.3,9.3,2.5
103,103,2.0,2020-07-05 14:23:41,2020-07-05 14:27:32,3.0,1.07,1.0,N,170,224,1.0,5.0,0.0,0.5,2.08,0.0,0.3,10.38,2.5
104,104,1.0,2020-07-05 15:09:29,2020-07-05 15:11:07,1.0,0.5,1.0,N,90,186,1.0,4.0,2.5,0.5,1.0,0.0,0.3,8.3,2.5
105,105,1.0,2020-07-05 15:44:45,2020-07-05 16:07:29,1.0,14.9,2.0,Y,141,132,1.0,52.0,2.5,0.5,13.8,0.0,0.3,69.1,2.5
106,106,2.0,2020-07-05 15:40:12,2020-07-05 15:50:37,1.0,3.0,1.0,N,113,65,1.0,11.0,0.0,0.5,5.0,0.0,0.3,19.3,2.5
107,107,2.0,2020-07-05 16:42:49,2020-07-05 16:52:39,1.0,1.94,1.0,N,234,232,1.0,9.0,0.0,0.5,3.0,0.0,0.3,15.3,2.5
108,108,2.0,2020-07-05 18:18:21,2020-07-05 18:26:52,1.0,2.07,1.0,N,229,236,1.0,8.5,0.0,0.5,2.36,0.0,0.3,14.16,2.5
109,109,2.0,2020-07-05 20:30:31,2020-07-05 20:38:38,3.0,0.93,1.0,N,74,74,2.0,7.0,0.5,0.5,0.0,0.0,0.3,8.3,0.0
110,110,1.0,2020-07-05 20:43:05,2020-07-05 20:45:10,1.0,0.4,1.0,N,90,186,1.0,4.0,3.0,0.5,1.55,0.0,0.3,9.35,2.5
111,111,1.0,2020-07-05 21:51:11,2020-07-05 22:05:01,1.0,3.2,1.0,N,79,246,1.0,13.0,3.0,0.5,3.35,0.0,0.3,20.15,2.5
112,112,2.0,2020-07-05 21:23:37,2020-07-05 21:36:01,1.0,2.64,1.0,N,186,239,1.0,11.5,0.5,0.5,3.06,0.0,0.3,18.36,2.5
113,113,2.0,2020-07-05 23:52:31,2020-07-06 00:06:42,1.0,6.58,1.0,N,100,66,1.0,20.5,0.5,0.5,2.5,0.0,0.3,26.8,2.5
114,114,2.0,2020-07-05 23:22:09,2020-07-05 23:41:16,1.0,11.14,1.0,N,138,249,1.0,31.5,0.5,0.5,8.82,0.0,0.3,44.12,2.5
115,115,2.0,2020-07-06 06:46:29,2020-07-06 06:51:30,1.0,1.12,1.0,N,186,230,1.0,6.0,0.0,0.5,1.86,0.0,0.3,11.16,2.5
116,116,1.0,2020-07-06 07:04:12,2020-07-06 07:08:30,1.0,0.8,1.0,N,162,137,1.0,5.0,2.5,0.5,1.65,0.0,0.3,9.95,2.5
117,117,2.0,2020-07-06 07:50:28,2020-07-06 08:05:38,4.0,1.51,1.0,N,186,170,1.0,10.5,0.0,0.5,2.76,0.0,0.3,16.56,2.5
118,118,2.0,2020-07-06 07:55:07,2020-07-06 07:57:27,1.0,0.27,1.0,N,141,140,2.0,3.5,0.0,0.5,0.0,0.0,0.3,6.8,2.5
119,119,1.0,2020-07-06 08:20:43,2020-07-06 08:25:06,0.0,1.2,1.0,N,236,239,1.0,6.0,2.5,0.5,1.0,0.0,0.3,10.3,2.5
120,120,2.0,2020-07-06 09:55:56,2020-07-06 10:23:01,1.0,8.69,1.0,N,125,82,2.0,29.0,0.0,0.5,0.0,0.0,0.3,32.3,2.5
121,121,2.0,2020-07-06 10:27:47,2020-07-06 10:29:04,1.0,0.18,1.0,N,236,141,2.0,3.0,0.0,0.5,0.0,0.0,0.3,6.3,2.5
122,122,2.0,2020-07-06 11:47:05,2020-07-06 11:50:49,1.0,0.54,1.0,N,237,237,1.0,4.5,0.0,0.5,2.0,0.0,0.3,9.8,2.5
123,123,1.0,2020-07-06 11:02:26,2020-07-06 11:06:51,1.0,0.8,1.0,Y,79,90,1.0,5.0,2.5,0.5,2.45,0.0,0.3,10.75,2.5
124,124,2.0,2020-07-06 12:15:52,2020-07-06 12:40:05,1.0,10.99,1.0,N,138,211,1.0,32.5,0.0,0.5,5.0,0.0,0.3,40.8,2.5
125,125,2.0,2020-07-06 12:31:09,2020-07-06 12:33:19,4.0,0.35,1.0,N,237,141,1.0,3.5,0.0,0.5,1.36,0.0,0.3,8.16,2.5
126,126,2.0,2020-07-06 13:48:31,2020-07-06 13:56:08,2.0,1.19,1.0,N,237,142,1.0,7.0,0.0,0.5,1.5,0.0,0.3,11.8,2.5
127,127,2.0,2020-07-06 13:24:37,2020-07-06 13:27:04,3.0,0.53,1.0,N,137,107,1.0,4.0,0.0,0.5,1.46,0.0,0.3,8.76,2.5
128,128,2.0,2020-07-06 13:46:52,2020-07-06 13:51:30,1.0,0.94,1.0,N,43,237,1.0,5.5,0.0,0.5,2.2,0.0,0.3,11.0,2.5
129,129,2.0,2020-07-06 13:04:57,2020-07-06 13:26:24,1.0,3.96,1.0,N,90,238,2.0,16.5,0.0,0.5,0.0,0.0,0.3,19.8,2.5
130,130,1.0,2020-07-06 13:19:53,2020-07-06 13:20:06,2.0,19.3,5.0,N,132,132,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0
131,131,1.0,2020-07-06 14:42:25,2020-07-06 14:46:31,1.0,0.6,1.0,N,263,262,1.0,4.5,2.5,0.5,2.0,0.0,0.3,9.8,2.5
132,132,2.0,2020-07-06 14:30:51,2020-07-06 14:48:36,1.0,3.5,1.0,N,141,41,2.0,14.0,0.0,0.5,0.0,0.0,0.3,17.3,2.5
133,133,1.0,2020-07-06 15:29:23,2020-07-06 15:36:05,1.0,1.5,1.0,N,137,79,1.0,7.0,2.5,0.5,1.0,0.0,0.3,11.3,2.5
134,134,2.0,2020-07-06 16:00:27,2020-07-06 16:15:00,2.0,1.6,1.0,N,236,162,1.0,10.5,1.0,0.5,3.7,0.0,0.3,18.5,2.5
135,135,2.0,2020-07-06 16:29:05,2020-07-06 16:34:42,1.0,0.9,1.0,N,162,137,1.0,5.5,1.0,0.5,5.2,0.0,0.3,15.0,2.5
136,136,2.0,2020-07-06 17:33:38,2020-07-06 17:38:59,1.0,1.4,1.0,N,90,48,1.0,6.5,1.0,0.5,1.0,0.0,0.3,11.8,2.5
137,137,1.0,2020-07-06 17:33:19,2020-07-06 17:38:09,1.0,1.8,1.0,N,229,107,1.0,7.0,3.5,0.5,2.25,0.0,0.3,13.55,2.5
138,138,1.0,2020-07-06 18:42:10,2020-07-06 18:48:30,1.0,0.9,1.0,N,234,246,1.0,6.5,3.5,0.5,3.2,0.0,0.3,14.0,2.5
139,139,1.0,2020-07-06 18:44:09,2020-07-06 18:54:48,1.0,2.8,1.0,N,162,262,1.0,11.0,3.5,0.5,3.06,0.0,0.3,18.36,2.5
140,140,2.0,2020-07-06 19:05:33,2020-07-06 19:16:42,6.0,2.32,1.0,N,68,229,1.0,10.0,1.0,0.5,1.0,0.0,0.3,15.3,2.5
141,141,2.0,2020-07-06 20:06:01,2020-07-06 20:33:23,1.0,9.73,1.0,N,138,225,2.0,30.5,0.5,0.5,0.0,0.0,0.3,31.8,0.0
142,142,2.0,2020-07-06 20:22:20,2020-07-06 20:33:51,1.0,2.31,1.0,N,151,74,2.0,10.5,0.5,0.5,0.0,0.0,0.3,11.8,0.0
143,143,1.0,2020-07-06 21:37:29,2020-07-06 21:43:09,1.0,2.2,1.0,N,170,236,2.0,8.0,3.0,0.5,0.0,0.0,0.3,11.8,2.5
144,144,2.0,2020-07-06 21:41:29,2020-07-06 21:57:36,1.0,1.41,1.0,N,107,137,1.0,12.0,0.5,0.5,3.95,0.0,0.3,19.75,2.5
145,145,2.0,2020-07-06 22:37:29,2020-07-06 23:00:25,1.0,14.07,1.0,N,132,198,1.0,38.5,0.5,0.5,9.95,0.0,0.3,49.75,0.0
146,146,1.0,2020-07-07 06:22:13,2020-07-07 06:50:05,1.0,8.5,1.0,N,143,138,1.0,27.5,2.5,0.5,3.0,0.0,0.3,33.8,2.5
147,147,2.0,2020-07-07 07:13:19,2020-07-07 07:20:53,1.0,1.69,1.0,N,142,263,1.0,8.0,0.0,0.5,2.0,0.0,0.3,13.3,2.5
148,148,2.0,2020-07-07 07:49:27,2020-07-07 07:55:39,1.0,0.84,1.0,N,162,100,1.0,6.0,0.0,0.5,1.4,0.0,0.3,10.7,2.5
149,149,2.0,2020-07-07 08:13:03,2020-07-07 08:23:33,1.0,2.66,1.0,N,262,142,1.0,10.5,0.0,0.5,2.76,0.0,0.3,16.56,2.5
150,150,2.0,2020-07-07 09:55:24,2020-07-07 10:06:14,1.0,2.04,1.0,N,79,170,1.0,9.5,0.0,0.5,3.84,0.0,0.3,14.14,0.0
151,151,2.0,2020-07-07 10:23:12,2020-07-07 10:39:05,1.0,2.4,1.0,N,140,75,2.0,12.0,0.0,0.5,0.0,0.0,0.3,15.3,2.5
152,152,1.0,2020-07-07 13:19:43,2020-07-07 13:21:53,1.0,0.2,1.0,N,236,236,2.0,3.5,2.5,0.5,0.0,0.0,0.3,6.8,2.5
153,153,2.0,2020-07-07 13:42:38,2020-07-07 13:44:49,3.0,0.54,1.0,N,186,170,1.0,4.0,0.0,0.5,1.46,0.0,0.3,8.76,2.5
154,154,2.0,2020-07-07 12:31:55,2020-07-07 12:59:18,1.0,0.02,5.0,N,236,164,1.0,12.0,0.0,0.0,2.4,0.0,0.0,14.4,0.0
